x	y	z	RNA Polymerase II Transcription Elongation
229	299	31	1
232	299	31	1
233	299	31	1
243	299	31	2
248	299	31	1
218	300	31	1
226	300	31	1
230	300	31	2
237	300	31	1
238	300	31	1
241	300	31	1
246	300	31	1
221	301	31	1
224	301	31	2
227	301	31	3
237	301	31	1
241	301	31	2
245	301	31	1
246	301	31	1
247	301	31	2
220	302	31	1
222	302	31	1
226	302	31	2
229	302	31	2
239	302	31	3
242	302	31	1
243	302	31	2
245	302	31	1
247	302	31	1
224	303	31	1
235	303	31	1
237	303	31	1
232	304	31	1
235	304	31	1
238	304	31	1
243	304	31	2
223	305	31	2
237	305	31	1
242	305	31	1
223	306	31	1
231	306	31	1
234	307	31	2
223	308	31	2
225	308	31	1
226	250	32	1
226	251	32	1
229	251	32	2
227	252	32	1
221	253	32	2
227	253	32	1
229	253	32	1
226	254	32	1
227	254	32	1
228	254	32	1
235	254	32	1
188	255	32	1
216	255	32	2
217	255	32	1
224	255	32	1
227	255	32	2
230	255	32	2
235	255	32	1
237	255	32	1
238	255	32	1
177	256	32	1
210	256	32	1
216	256	32	1
219	256	32	1
227	256	32	2
229	256	32	1
232	256	32	1
236	256	32	3
193	257	32	2
202	257	32	2
230	257	32	1
232	257	32	1
207	258	32	1
213	258	32	2
215	258	32	1
217	258	32	1
218	258	32	1
220	258	32	2
233	258	32	1
235	258	32	1
239	258	32	2
246	258	32	1
213	259	32	1
214	259	32	1
216	259	32	1
220	259	32	1
227	259	32	1
234	259	32	1
242	259	32	1
182	260	32	2
192	260	32	1
203	260	32	1
211	260	32	2
220	260	32	3
234	260	32	1
235	260	32	1
236	260	32	1
238	260	32	1
239	260	32	1
240	260	32	1
243	260	32	1
244	260	32	1
245	260	32	2
246	260	32	1
248	260	32	1
186	261	32	1
194	261	32	1
220	261	32	1
224	261	32	1
231	261	32	1
198	262	32	1
203	262	32	1
221	262.666666666667	33	2
224	262	32	1
225	262	32	1
231	262	32	3
244	262	32	2
247	262	32	1
250	262	32	2
184	263	32	1
189	263	32	2
193	263	32	3
208	263	32	2
211	263	32	1
212	263	32	1
215	263	32	1
216	263	32	1
230	263	32	1
231	263	32	1
233	263	32	3
235	263	32	1
242	263	32	1
251	263	32	2
189	264	32	2
193	264	32	1
212	264	32	1
221	264	32	1
227	264	32	1
228	264	32	1
231	264	32	2
233	264	32	1
238	264	32	1
240	264	32	1
244	264	32	1
246	264	32	1
176	265	32	1
184	265	32	1
187	265	32	1
189	265	32	1
192	265	32	1
193	265	32	2
198	265	32	2
204	265	32	1
206	265	32	1
212	265	32	1
215	265	32	1
221	265	32	1
222	265	32	1
244	265	32	1
188	266	32	2
189	266	32	1
195	266	32	1
212	266	32	1
213	266	32	1
218	266	32	1
221	266	32	1
224	266	32	1
229	266	32	1
234	266	32	1
235	266	32	1
236	266	32	1
237	266	32	1
241	266	32	1
247	266	32	1
248	266	32	1
249	266	32	1
251	266	32	1
252	266	32	1
184	267	32	1
186	267	32	1
191	267	32	1
197	267	32	1
211	267	32	1
216	267	32	1
225	267	32	1
228	267	32	1
231	267	32	1
237	267	32	1
240	267	32	2
247	267	32	1
186	268	32	1
198	268	32	1
207	268	32	2
212	268	32	1
231	268	32	1
233	268	32	1
247	268	32	1
176	269	32	1
181	269	32	1
184	269	32	1
187	269	32	1
210	269	32	1
215	269	32	1
232	269	32	3
243	269	32	2
244	269	32	1
251	269	32	1
252	269	32	1
173	270	32	1
174	270	32	1
180	270	32	1
187	270	32	1
201	270	32	1
203	270	32	2
207	270	32	2
211	270	32	1
212	270	32	2
222	270	32	1
224	270	32	1
231	270	32	1
234	270	32	1
241	270	32	3
245	270	32	1
247	270	32	1
249	270	32	1
177	271	32	1
188	271	32	1
212	271	32	1
213	271	32	1
214	271	32	1
227	271	32	2
231	271	32	1
233	271	32	2
234	271	32	2
235	271	32	1
247	271	32	1
249	271	32	1
181	272	32	2
183	272	32	1
185	272	32	2
198	272	32	1
203	272	32	1
205	272	32	1
206	272	32	3
207	272	32	1
210	272	32	1
211	272	32	2
213	272	32	1
214	272	32	1
226	272	32	1
238	272	32	1
239	272	32	1
240	272	32	1
241	272	32	2
244	272	32	1
245	272	32	1
249	272	32	1
174	273	32	1
183	273	32	2
186	273	32	2
206	273	32	1
235	273	32	1
236	273	32	1
239	273	32	1
250	273	32	1
173	274	32	1
185	274	32	1
209	274	32	1
214	274	32	1
215	274	32	1
236	274	32	1
241	274	32	1
183	275	32	1
208	275	32	1
211	275	32	1
212	275	32	1
213	275	32	1
214	275	32	1
215	275	32	1
226	275	32	1
236	275	32	1
249	275	32	1
205	276	32	1
215	276	32	1
228	276	32	3
234	276	32	1
236	276	32	1
238	276	32	1
239	276	32	1
241	276	32	1
242	276	32	2
174	277	32	1
214	277	32	1
232	277	32	1
237	277	32	1
241	277	32	1
242	277	32	2
245	277	32	1
250	277	32	2
254	277	32	1
175	278	32	1
176	278	32	2
177	278	32	1
203	278	32	1
206	278	32	1
234	278	32	1
236	278	32	1
237	278	32	1
241	278	32	1
244	278	32	1
245	278	32	1
248	278	32	1
205	279	32	1
214	279	32	1
219	279	32	2
241	279	32	1
243	279	32	1
245	279	32	1
250	279	32	1
175	280	32	1
176	280	32	1
177	280	32	1
205	280	32	1
208	280	32	1
219	280	32	1
221	280	32	1
238	280	32	1
240	280	32	2
249	280	32	1
173	281	32	1
223	281	32	2
231	281	32	2
232	281	32	1
233	281	32	1
241	281	32	2
243	281	32	2
251	281	32	1
254	281	32	1
218	282	32	1
220	282	32	2
221	282	32	3
222	282	32	1
226	282	32	2
227	282	32	1
231	282	32	2
237	282	32	1
242	282	32	2
246	282	32	1
250	282	32	1
251	282	32	1
254	282	32	1
256	282	32	1
173	283	32	1
183	283	32	1
207	283	32	1
221	283	32	1
226	283	32	1
238	283	32	1
244	283	32	1
246	283	32	1
254	283	32	2
176	284	32	1
177	284	32	1
209	284	32	1
220	284	32	2
222	284	32	3
226	284	32	1
227	284	32	1
229	284	32	1
233	284	32	1
234	284	32	2
237	284	32	1
244	284	32	1
251	284	32	1
252	284	32	2
178	285	32	1
182	285	32	3
185	285	32	1
205	285	32	1
221	285	32	1
223	285	32	1
235	285	32	1
236	285	32	1
241	285	32	1
252	285	32	2
254	285	32	1
255	285	32	1
178	286	32	2
209	286	32	3
219	286	32	1
222	286	32	1
224	286	32	1
228	286	32	1
229	286	32	1
236	286	32	2
242	286	32	1
246	286	32	1
248	286	32	1
249	286	32	1
176	287	32	2
177	287	32	2
207	287	32	1
208	287	32	1
219	287	32	1
222	287	32	1
223	287	32	1
225	287	32	2
226	287	32	1
230	287	32	1
233	287	32	1
234	287	32	1
237	287	32	1
243	287	32	2
248	287	32	1
250	287	32	1
254	287	32	1
255	287	32	1
256	287	32	1
202	288	32	1
227	288	32	1
229	288	32	2
231	288	32	1
234	288	32	1
236	288	32	1
239	288	32	1
243	288	32	1
249	288	32	1
253	288	32	1
185	289	32	1
187	289	32	2
222	289	32	1
226	289	32	2
227	289	32	1
229	289	32	1
233	289	32	1
248	289	32	1
199	290	32	1
206	290	32	1
222	290	32	1
224	290	32	2
229	290	32	2
232	290	32	1
241	290	32	1
250	290	32	1
198	291	32	1
200	291	32	1
222	291	32	1
224	291	32	1
236	291	32	1
238	291	32	1
243	291	32	1
245	291	32	1
247	291	32	1
254	291	32	1
256	291	32	1
188	292	32	1
197	292	32	1
198	292	32	1
199	292	32	1
203	292	32	1
229	292	32	1
243	292	32	1
248	292	32	1
251	292	32	1
252	292	32	1
254	292	32	1
256	292	32	2
179	293	32	1
197	293	32	1
207	293	32	1
218	293	32	1
220	293	32	1
221	293	32	2
222	293	32	1
223	293	32	1
224	293	32	1
229	293	32	1
237	293	32	1
244	293	32	2
250	293	32	1
197	294	32	1
198	294	32	1
199	294	32	1
202	294	32	1
224	294	32	1
235	294	32	1
236	294	32	1
237	294	32	1
245	294	32	1
253	294	32	2
192	295	32	2
218	295	32	1
223	295	32	1
226	295	32	1
227	295	32	1
232	295	32	2
239	295	32	1
247	295	32	1
250	295	32	1
253	295	32	1
187	296	32	1
197	296	32	1
198	296	32	1
223	296	32	1
228	296	32	1
230	296	32	1
232	296	32	2
234	296	32	2
237	296	32	1
241	296	32	1
242	296	32	1
243	296	32	1
249	296	32	1
251	296	32	1
252	296	32	2
199	297	32	2
229	297	32	1
236	297	32	1
237	297	32	1
241	297	32	1
243	297	32	1
249	297	32	2
250	297	32	1
251	297	32	1
202	298	32	2
223	298	32	1
230	298	32	1
236	298	32	1
239	298	32	1
240	298	32	1
244	298	32	1
227	299	32	1
236	299	32	1
237	299	32	1
242	299	32	1
244	299	32	1
249	299	32	2
196	300	32	1
197	300	32	1
225	300	32	2
227	300	32	1
235	300	32	1
236	300	32	2
240	300	32	1
247	300	32	1
196	301	32	1
198	301	32	1
221	301	32	1
224	301	32	1
229	301	32	1
231	301	32	1
239	301	32	3
243	301	32	1
244	301	32	1
245	301	32	2
249	301	32	1
224	302	32	1
233	302	32	1
239	302	32	1
242	302	32	1
243	302	32	1
248	302	32	1
249	302	32	1
232	303	32	1
241	303	32	2
217	304	32	1
231	304	32	2
233	304	32	1
234	304	32	1
235	304	32	1
239	304	32	1
241	304	32	2
243	304	32	1
244	304	32	1
204	305	32	2
221	305	32	1
222	305	32	1
237	305	32	1
235	306	32	1
226	307	32	1
220	308	32	1
221	308	32	1
223	308	32	1
227	308	32	1
220	309	32	1
235	309	32	1
227	310	32	1
233	310	32	1
234	311	32	2
227	312	32	1
230	313	32	1
235	313	32	1
232	249	33	2
227	251	33	2
223	252	33	2
226	252	33	2
240	252	33	1
216	253	33	1
217	253	33	1
218	253	33	1
224	253	33	2
228	253	33	2
231	253	33	1
237	253	33	1
193	254	33	1
225	254	33	1
226	254	33	1
231	254	33	1
241	254	33	1
218	255	33	1
219	255	33	1
220	255	33	1
224	255	33	1
226	255	33	1
235	255	33	1
221	256	33	1
223	256	33	1
227	256	33	1
232	256	33	1
238	256	33	1
214	257	33	1
216	258	33	2
218	258	33	1
219	258	33	1
221	258	33	2
223	258	33	1
231	258	33	1
233	258	33	1
234	258	33	1
239	258	33	1
244	258	33	1
189	259	33	1
209	259	33	1
218	259	33	1
223	259	33	1
227	259	33	1
228	259	33	1
231	259	33	2
232	259	33	2
192	260	33	1
208	260	33	1
217	260	33	4
219	260	33	1
233	260	33	1
237	260	33	1
238	260	33	2
241	260	33	2
243	260	33	2
246	260	33	2
193	261	33	1
208	261	33	1
211	261	33	1
218	261	33	1
219	261	33	2
231	261	33	1
235	261	33	2
237	261	33	1
241	261	33	1
191	262	33	1
192	262	33	2
196	262	33	1
209	262	33	3
214	262	33	1
216	262	33	1
219	262	33	1
224	262	33	1
226	262	33	1
227	262	33	1
228	262	33	1
239	262	33	1
240	262	33	1
241	262	33	1
242	262	33	2
248	262	33	1
250	262	33	1
183	263	33	1
199	263	33	1
211	263	33	1
212	263	33	1
213	263	33	2
215	263	33	2
217	263	33	1
222	263	33	1
224	263	33	1
227	263	33	1
231	263	33	1
233	263	33	1
239	263	33	1
243	263	33	1
248	263	33	1
186	264	33	2
188	264	33	1
189	264	33	1
194	264	33	1
195	264	33	1
199	264	33	1
209	264	33	1
212	264	33	2
218	264	33	2
223	264	33	1
226	264	33	1
228	264	33	1
229	264	33	1
231	264	33	1
235	264	33	1
237	264	33	1
238	264	33	1
249	264	33	2
185	265	33	1
186	265	33	1
189	265	33	2
191	265	33	1
194	265	33	1
208	265	33	1
213	265	33	2
214	265	33	2
217	265	33	1
224	265	33	1
225	265	33	1
229	265	33	1
235	265	33	1
239	265	33	1
243	265	33	2
244	265	33	1
245	265	33	1
252	265	33	1
184	266	33	1
188	266	33	1
189	266	33	1
191	266	33	1
193	266	33	2
195	266	33	1
208	266	33	1
213	266	33	1
216	266	33	2
218	266	33	2
219	266	33	1
228	266	33	1
241	266	33	2
182	267	33	1
184	267	33	1
191	267	33	1
192	267	33	1
193	267	33	1
194	267	33	1
197	267	33	1
200	267	33	1
202	267	33	1
209	267	33	2
212	267	33	1
216	267	33	1
217	267	33	1
220	267	33	1
226	267	33	1
227	267	33	2
228	267	33	1
231	267	33	2
240	267	33	1
241	267	33	1
242	267	33	2
245	267	33	1
183	268	33	2
189	268	33	1
193	268	33	1
209	268	33	1
210	268	33	1
211	268	33	1
213	268	33	3
215	268	33	1
216	268	33	1
217	268	33	1
224	268	33	1
225	268	33	1
226	268	33	1
231	268	33	1
235	268	33	1
240	268	33	2
250	268	33	1
184	269	33	1
194	269	33	1
198	269	33	1
204	269	33	1
211	269	33	2
212	269	33	2
227	269	33	1
232	269	33	2
239	269	33	2
240	269	33	1
174	270	33	1
178	270	33	1
186	270	33	1
187	270	33	1
198	270	33	1
207	270	33	1
209	270	33	2
212	270	33	1
213	270	33	1
223	270	33	2
231	270	33	1
233	270	33	1
243	270	33	1
249	270	33	1
178	271	33	1
179	271	33	1
180	271	33	2
190	271	33	2
205	271	33	1
224	271	33	1
226	271	33	1
235	271	33	2
241	271	33	1
245	271	33	1
246	271	33	3
248	271	33	2
175	272	33	2
176	272	33	1
178	272	33	1
180	272	33	2
184	272	33	1
201	272	33	1
205	272	33	1
215	272	33	2
216	272	33	1
217	272	33	1
231	272	33	2
232	272	33	1
233	272	33	1
234	272	33	1
240	272	33	1
246	272	33	1
171	273	33	1
174	273	33	2
176	273	33	1
181	273	33	2
185	273	33	1
190	273	33	1
196	273	33	1
201	273	33	1
204	273	33	1
211	273	33	2
214	273	33	2
235	273	33	2
238	273	33	1
241	273	33	1
247	273	33	1
248	273	33	1
174	274	33	1
177	274	33	2
183	274	33	1
201	274	33	1
202	274	33	1
204	274	33	1
206	274	33	1
207	274	33	1
211	274	33	1
212	274	33	2
227	274	33	1
235	274	33	1
236	274	33	1
240	274	33	1
242	274	33	1
243	274	33	2
250	274	33	1
175	275	33	1
202	275	33	1
206	275	33	1
212	275	33	1
215	275	33	2
216	275	33	1
235	275	33	1
240	275	33	1
241	275	33	1
243	275	33	2
190	276	33	1
201	276	33	1
205	276	33	1
214	276	33	2
235	276	33	1
241	276	33	1
244	276	33	1
174	277	33	1
183	277	33	1
209	277	33	1
210	277	33	1
227	277	33	1
232	277	33	1
236	277	33	1
243	277	33	1
245	277	33	1
174	278	33	1
177	278	33	1
191	278	33	1
210	278	33	1
232	278	33	1
237	278	33	1
238	278	33	1
239	278	33	1
243	278	33	1
246	278	33	1
176	279	33	2
220	279	33	2
234	279	33	1
243	279	33	1
245	279	33	1
248	279	33	1
251	279	33	1
175	280	33	1
180	280	33	1
191	280	33	1
210	280	33	2
214	280	33	1
224	280	33	1
232	280	33	1
239	280	33	1
241	280	33	1
250	280	33	1
204	281	33	1
207	281	33	2
221	281	33	1
224	281	33	1
225	281	33	1
239	281	33	1
241	281	33	2
243	281	33	2
177	282	33	2
179	282	33	1
190	282	33	1
207	282	33	1
209	282	33	2
213	282	33	2
214	282	33	2
221	282	33	1
223	282	33	1
225	282	33	1
226	282	33	1
230	282	33	1
232	282	33	1
237	282	33	1
241	282	33	1
242	282	33	1
245	282	33	1
250	282	33	1
251	282	33	2
252	282	33	1
179	283	33	1
183	283	33	1
189	283	33	1
204	283	33	2
206	283	33	1
207	283	33	1
211	283	33	1
227	283	33	1
233	283	33	1
240	283	33	1
243	283	33	1
246	283	33	1
253	283	33	2
180	284	33	1
187	284	33	2
188	284	33	1
205	284	33	2
206	284	33	1
207	284	33	1
210	284	33	1
211	284	33	1
219	284	33	1
222	284	33	1
224	284	33	1
226	284	33	2
230	284	33	1
231	284	33	1
237	284	33	1
240	284	33	3
242	284	33	1
247	284	33	1
204	285	33	1
212	285	33	1
227	285	33	1
229	285	33	1
232	285	33	1
233	285	33	2
234	285	33	2
236	285	33	2
237.5	285.5	33.5	1
241	285	33	1
254	285	33	1
185	286	33	1
204	286	33	1
207	286	33	1
209	286	33	1
211	286	33	1
218	286	33	2
219	286	33	1
220	286	33	1
221	286	33	2
230	286	33	1
235	286	33	1
238	286	33	1
239	286	33	1
241.5	286.5	33.5	1
245	286	33	1
185	287	33	1
198	287	33	1
208	287	33	1
220	287	33	1
221	287	33	1
226	287	33	1
227	287	33	1
228	287	33	1
229	287	33	2
234	287	33	2
242	287	33	1
251	287	33	1
253	287	33	1
184	288	33	1
186	288	33	1
220	288	33	1
223	288	33	2
226	288	33	1
233	288	33	1
234	288	33	1
236	288	33	1
248	288	33	2
257	288	33	1
184	289	33	1
202	289	33	1
230	289	33	1
234	289	33	1
237	289	33	1
245	289	33	2
247	289	33	1
249	289	33	1
253	289	33	1
187	290	33	1
197	290	33	1
207	290	33	1
222	290	33	1
233	290	33	1
234	290	33	1
238	290	33	1
239	290	33	1
250	290	33	1
185	291	33	1
186	291	33	1
222	291	33	2
232	291	33	2
233	291	33	1
234	291	33	1
236	291	33	1
241	291	33	1
242	291	33	2
257	291	33	1
200	292	33	1
223	292	33	2
225	292	33	1
236	292	33	1
239	292	33	1
242	292	33	2
245	292	33	1
246	292	33	1
249	292	33	1
188	293	33	1
197	293	33	1
231	293	33	1
234	293	33	2
239	293	33	3
246	293	33	1
248	293	33	3
223	294	33	2
227	294	33	1
228	294	33	1
229	294	33	1
237	294	33	2
239	294	33	1
246	294	33	1
251	294	33	1
201	295	33	2
204	295	33	1
232	295	33	1
250	295	33	2
253	295	33	1
200	296	33	1
201	296	33	2
223	296	33	1
226	296	33	1
228	296	33	2
236	296	33	1
242	296	33	1
246	296	33	1
255	296	33	1
195	297	33	2
196	297	33	2
227	297	33	1
231	297	33	1
234	297	33	1
235	297	33	1
241	297	33	1
246	297	33	3
182	298	33	1
194	298	33	1
195	298	33	1
223	298	33	1
226	298	33	2
233	298	33	1
234	298	33	1
235	298	33	2
238	298	33	1
198	299	33	1
222	299	33	1
223	299	33	1
224	299	33	1
227	299	33	1
239	299	33	1
243	299	33	1
196	300	33	3
197	300	33	1
225	300	33	1
227	300	33	1
230	300	33	2
246	300	33	2
226	301	33	1
228	301	33	1
229	301	33	1
237	301	33	1
241	301	33	1
223	302	33	1
230	302	33	1
232	302	33	2
237	302	33	1
240	302	33	2
207	303	33	1
224	303	33	1
225	303	33	1
229	303	33	1
235	303	33	1
237	303	33	2
240	303	33	1
241	303	33	1
243	303	33	1
209	304	33	1
232	304	33	1
233	304	33	1
236	304	33	1
237	304	33	1
239	304	33	1
242	304	33	1
243	304	33	1
222	305	33	2
225	305	33	1
227	305	33	2
233	305	33	1
231	306	33	1
232	306	33	1
237	306	33	1
242	306	33	1
222	307	33	1
223	307	33	1
224	307	33	1
233	307	33	1
241	307	33	1
220	308	33	1
224	308	33	1
240	308	33	1
242	308	33	1
221	309	33	1
222	309	33	1
228	309	33	2
229	309	33	2
221	310	33	2
225	310	33	1
227	310	33	1
228	310	33	1
229	310	33	1
233	310	33	1
218	311	33	1
230	311	33	2
233	311	33	1
235	311	33	1
236	311	33	2
238	311	33	1
222	312	33	2
231	312	33	1
229	313	33	1
230	313	33	2
234	313	33	1
230	314	33	1
235	314	33	1
230	315	33	1
228	251	34	1
229	251	34	1
224	252	34	1
227	252	34	1
226	253	34	1
227	253	34	1
229	253	34	2
225	254	34	2
228	254	34	1
241	254	34	1
223	255	34	1
225	255	34	1
190	256	34	1
224	256	34	2
225	256	34	1
226	256	34	2
227	256	34	1
232	256	34	1
237	256	34	2
219	257	34	1
228	257	34	1
235	257	34	1
243	257	34	1
212	258	34	2
218	258	34	1
219	258	34	1
222	258	34	1
224	258	34	1
225	258	34	2
226	258	34	2
227	258	34	2
233	258	34	2
237	258	34	1
239	258	34	1
189	259	34	1
209	259	34	2
216	259	34	1
218	259	34	1
222	259	34	1
226	259	34	1
227	259	34	1
228	259	34	1
229	259	34	1
230	259	34	1
231	259	34	1
232	259	34	1
233	259	34	1
242	259	34	1
192	260	34	1
216	260	34	3
218	260	34	2
219	260	34	3
223	260	34	1
228	260	34	1
230	260	34	1
240	260	34	1
243	260	34	1
245	260	34	1
195	261	34	1
216	261	34	1
222	261	34	1
227	261	34	1
229	261	34	2
231	261	34	1
232	261	34	1
240	261	34	1
246	261	34	2
190	262	34	1
214	262	34	1
217	262	34	1
226	262	34	1
238	262	34	2
240	262	34	1
242	262	34	1
245	262	34	1
246	262	34	2
250	262	34	1
188	263	34	1
192	263	34	1
197	263	34	3
204	263	34	1
206	263	34	1
211	263	34	1
213	263	34	2
216	263	34	1
218	263	34	2
219	263	34	1
220	263	34	1
222	263	34	1
224	263	34	1
232	263	34	1
234	263	34	1
237	263	34	1
239	263	34	1
188	264	34	1
193	264	34	3
206	264	34	1
215	264	34	1
216	264	34	1
222	264	34	1
229	264	34	2
232	264	34	1
233	264	34	1
234	264	34	1
235	264	34	1
240	264	34	1
249	264	34	1
188	265	34	1
190	265	34	1
191	265	34	1
193	265	34	1
194	265	34	1
204	265	34	1
205	265	34	1
210	265	34	1
219	265	34	1
220	265	34	1
221	265	34	1
222	265	34	2
223	265	34	1
233	265	34	1
234	265	34	1
243	265	34	1
244	265	34	1
245	265	34	2
249	265	34	2
251	265	34	1
175	266	34	1
178	266	34	2
184	266	34	1
186	266	34	1
188	266	34	2
208	266	34	4
209	266	34	1
220	266	34	1
225	266	34	1
229	266	34	1
230	266	34	1
233	266	34	1
235	266	34	1
237	266	34	1
238	266	34	1
240	266	34	1
243	266	34	1
246	266	34	1
192	267	34	1
193	267	34	1
195	267	34	1
214	267	34	2
215	267	34	2
220	267	34	2
225	267	34	1
230	267	34	1
235	267	34	1
243	267	34	1
248	267	34	1
188	268	34	1
193	268	34	1
195	268	34	1
207	268	34	1
208	268	34	1
214	268	34	1
215	268	34	3
227	268	34	4
240	268	34	1
249	268	34	1
182	269	34	2
184	269	34	1
189	269	34	1
192	269	34	1
193	269	34	1
197	269	34	1
198	269	34	1
208	269	34	1
209	269	34	1
213	269	34	1
216	269	34	1
218	269	34	1
231	269	34	1
232	269	34	1
233	269	34	1
235	269	34	1
242	269	34	2
252	269	34	1
254	269	34	1
179	270	34	1
180	270	34	1
184	270	34	1
185	270	34	1
186	270	34	1
187	270	34	1
192	270	34	1
194	270	34	1
195	270	34	1
196	270	34	2
205	270	34	1
209	270	34	1
221	270	34	1
240	270	34	2
242	270	34	1
246	270	34	1
248	270	34	1
175	271	34	1
177	271	34	1
188	271	34	1
189	271	34	1
201	271	34	1
212	271	34	2
216	271	34	1
217	271	34	1
221	271	34	1
226	271	34	1
231	271	34	1
235	271	34	1
237	271	34	1
239	271	34	1
241	271	34	2
244	271	34	1
250	271	34	1
175	272	34	2
176	272	34	1
179	272	34	1
180	272	34	1
183	272	34	1
186	272	34	1
190	272	34	2
235	272	34	1
236	272	34	1
237	272	34	1
245	272	34	1
248	272	34	1
176	273	34	1
207	273	34	2
211	273	34	1
213	273	34	1
215	273	34	1
218	273	34	1
243	273	34	1
174	274	34	3
179	274	34	1
180	274	34	1
185	274	34	1
196	274	34	1
206	274	34	1
209	274	34	2
211	274	34	1
212	274	34	1
213	274	34	2
217	274	34	2
226	274	34	2
231	274	34	1
232	274	34	1
238	274	34	1
250	274	34	1
176	275	34	1
181	275	34	1
184	275	34	1
185	275	34	1
189	275	34	2
201	275	34	1
203	275	34	1
217	275	34	1
235	275	34	1
237	275	34	2
174	276	34	2
175	276	34	1
177	276	34	1
187	276	34	2
203	276	34	1
206	276	34	1
208	276	34	1
211	276	34	1
212	276	34	2
219	276	34	1
233	276	34	1
235	276	34	1
237	276	34	1
239	276	34	1
241	276	34	1
245	276	34	1
250	276	34	1
189	277	34	1
204	277	34	1
205	277	34	1
206	277	34	1
209	277	34	1
229	277	34	1
234	277	34	2
237	277	34	2
238	277	34	1
244	277	34	2
176	278	34	1
201	278	34	1
203	278	34	1
209	278	34	1
210	278	34	1
231	278	34	1
232	278	34	1
236	278	34	1
175	279	34	1
176	279	34	1
180	279	34	1
181	279	34	2
203	279	34	1
214	279	34	1
217	279	34	2
236	279	34	2
241	279	34	2
245	279	34	2
246	279	34	1
247	279	34	1
249	279	34	1
174	280	34	1
176	280	34	1
187	280	34	1
206	280	34	1
210	280	34	1
221	280	34	2
233	280	34	1
240	280	34	1
245	280	34	1
174	281	34	1
175	281	34	1
176	281	34	1
192	281	34	1
202	281	34	2
204	281	34	1
209	281	34	1
230	281	34	3
250	281	34	2
175	282	34	2
178	282	34	1
179	282	34	1
189	282	34	2
204	282	34	1
213	282	34	2
214	282	34	1
232	282	34	1
233	282	34	2
240	282	34	1
248	282	34	1
249	282	34	1
251	282	34	1
181	283	34	1
206	283	34	3
208	283	34	1
209	283	34	1
215	283	34	1
218	283	34	1
230	283	34	1
232	283	34	1
234	283	34	1
238	283	34	1
239	283	34	1
247	283	34	1
249	283	34	1
176	284	34	1
177	284	34	1
178	284	34	1
185	284	34	1
186	284	34	1
206	284	34	1
207	284	34	1
208	284	34	1
209	284	34	1
214	284	34	1
219	284	34	2
223	284	34	1
225	284	34	1
227	284	34	1
229	284	34	2
235	284	34	1
241	284	34	1
242	284	34	1
243	284	34	1
246	284	34	1
249	284	34	1
176	285	34	1
181	285	34	1
185	285	34	2
202	285	34	1
203	285	34	1
205	285	34	1
206	285	34	1
208	285	34	2
209	285	34	1
210	285	34	1
218	285	34	1
220	285	34	1
221	285	34	1
223	285	34	1
230	285	34	2
237	285	34	1
242	285	34	2
245	285	34	1
248	285	34	1
177	286	34	1
187	286	34	1
199	286	34	1
202	286	34	1
203	286	34	1
207	286	34	1
209	286	34	1
220	286	34	1
226	286	34	1
237	286	34	1
239	286	34	1
243	286	34	1
247	286	34	1
184	287	34	1
187	287	34	1
188	287	34	1
199	287	34	1
209	287	34	1
224	287	34	1
229	287	34	1
230	287	34	2
231	287	34	1
243	287	34	2
245	287	34	1
176	288	34	1
185	288	34	1
186	288	34	1
201	288	34	1
204	288	34	1
224	288	34	1
238	288	34	1
239	288	34	1
240	288	34	2
185	289	34	1
186	289	34	1
202	289	34	2
203	289	34	1
226	289	34	1
228	289	34	2
232	289	34	1
235	289	34	1
238	289	34	2
248	289	34	1
187	290	34	1
197	290	34	1
222	290	34	1
225	290	34	1
230	290	34	2
244	290	34	1
247	290	34	1
248	290	34	1
182	291	34	1
202	291	34	1
237	291	34	1
242	291	34	1
244	291	34	1
187	292	34	1
196	292	34	2
199	292	34	2
201	292	34	1
223	292	34	1
225	292	34	1
227	292	34	1
228	292	34	3
229	292	34	1
230	292	34	1
234	292	34	1
237	292	34	1
241	292	34	1
244	292	34	1
247	292	34	1
190	293	34	1
196	293	34	1
205	293	34	1
223	293	34	1
225	293	34	1
229	293	34	1
231	293	34	1
232	293	34	1
235	293	34	2
244	293	34	1
195	294	34	1
198	294	34	1
221	294	34	1
223	294	34	1
229	294	34	1
237	294	34	2
243	294	34	1
192	295	34	1
194	295	34	1
197	295	34	1
203	295	34	1
229	295	34	1
231	295	34	1
238	295	34	1
239	295	34	1
240	295	34	2
182	296	34	1
184	296	34	1
194	296	34	1
196	296	34	1
199	296	34	2
202	296	34	2
217	296	34	1
222	296	34	1
223	296	34	1
229	296	34	1
230	296	34	1
234	296	34	1
238	296	34	2
239	296	34	1
242	296	34	1
245	296	34	2
202	297	34	1
204	297	34	1
219	297	34	2
220	297	34	1
223	297	34	1
225	297	34	1
232	297	34	1
233	297	34	1
234	297	34	1
237	297	34	3
238	297	34	2
239	297	34	1
242	297	34	1
247	297	34	1
182	298	34	2
196	298	34	1
224	298	34	1
233	298	34	1
239	298	34	1
246	298	34	1
198	299	34	2
200	299	34	2
203	299	34	1
226	299	34	1
242	299	34	1
245	299	34	2
247	299	34	1
224	300	34	2
225	300	34	1
226	300	34	1
237	300	34	1
238	300	34	1
239	300	34	3
246	300	34	1
196	301	34	1
225	301	34	1
227	301	34	1
229	301	34	1
231	301	34	1
233	301	34	2
240	301	34	1
226	302	34	1
230	302	34	1
