x	y	z	RNA Polymerase III Transcription Termination
240	295	29	3
241	295	29	3
243	295	29	1
222	296	29	1
223	296	29	1
239	296	29	1
249	296	29	2
252	296	29	2
253	296	29	1
255	296	29	1
227	297	29	2
239	297	29	2
240	297	29	1
241	297	29	1
242	297	29	2
245	297	29	1
246	297	29	2
248	297	29	1
221	298	29	1
226	298	29	1
237	298	29	1
245	298	29	1
248	298	29	2
221	299	29	2
237	299	29	1
239	299	29	1
240	299	29	1
241	299	29	1
252	299	29	4
221	300	29	1
225	300	29	1
226	300	29	3
227	300	29	4
235	300	29	1
236	300	29	1
237	300	29	3
239	300	29	2
240	300	29	1
247	300	29	1
221	301	29	1
223	301	29	1
224	301	29	2
227	301	29	3
238	301	29	4
241	301	29	2
235	302	29	2
250	302	29	1
240	303	29	2
236	305	29	1
225	251	30	1
215	252	30	1
233	252	30	2
228	253	30	2
231	253	30	2
232	253	30	1
235	254	30	3
236	254	30	2
238	254	30	2
191	255	30	4
215	255	30	3
229	255	30	1
230	255	30	1
232	255	30	2
234	255	30	1
237	255	30	2
229	256	30	4
231	256	30	2
232	256	30	2
233	256	30	1
235	256	30	1
181	257	30	2
183	257	30	1
190	257	30	2
203	257	30	2
209	257	30	2
227	257	30	2
228	257	30	1
230	257	30	1
236	257	30	2
237	257	30	1
175	258	30	4
176	258	30	2
181	258	30	3
186	258	30	2
215	258	30	1
227	258	30	5
233	258	30	1
236	258	30	2
238	258	30	1
239	258	30	2
175	259	30	3
189	259	30	1
205	259	30	2
209	259	30	1
210	259	30	1
227	259	30	2
228	259	30	2
229	259	30	2
231	259	30	2
234	259	30	1
235	259	30	1
238	259	30	1
239	259	30	3
241	259	30	1
186	260	30	2
190	260	30	2
196	260	30	2
197	260	30	1
212	260	30	1
216	260	30	1
217	260	30	2
219	260	30	3
223	260	30	1
226	260	30	1
227	260	30	1
228	260	30	1
231	260	30	2
236	260	30	1
238	260	30	1
239	260	30	1
240	260	30	1
245	260	30	1
184	261	30	2
186	261	30	2
187	261	30	1
188	261	30	2
194	261	30	2
209	261	30	1
211	261	30	3
212	261	30	1
215	261	30	1
216	261	30	1
219	261	30	2
224	261	30	1
225	261	30	1
226	261	30	1
229	261	30	2
230	261	30	2
231	261	30	1
236	261	30	2
239	261	30	1
241	261	30	1
244	261	30	1
246	261	30	1
249	261	30	2
178	262	30	1
186	262	30	2
187	262	30	1
193	262	30	2
216	262	30	2
218	262	30	1
219	262	30	1
220	262	30	1
221	262	30	1
222	262	30	2
227	262	30	2
231	262	30	2
240	262	30	1
242	262	30	2
245	262	30	2
246	262	30	2
247	262	30	1
248	262	30	2
249	262	30	1
251	262	30	2
179	263	30	2
188	263	30	2
189	263	30	1
210	263	30	1
211	263	30	1
216	263	30	2
218	263	30	3
219	263	30	1
222	263	30	1
226	263	30	1
227	263	30	1
228	263	30	1
230	263	30	2
232	263	30	2
233	263	30	1
240	263	30	1
242	263	30	1
246	263	30	1
247	263	30	3
249	263	30	1
195	264	30	1
211	264	30	2
222	264	30	2
225	264	30	1
228	264	30	3
229	264	30	4
232	264	30	2
236	264	30	1
239	264	30	1
241	264	30	1
249	264	30	1
250	264	30	1
191	265	30	1
192	265	30	3
193	265	30	1
197	265	30	3
200	265	30	1
208	265	30	1
210	265	30	1
211	265	30	1
213	265	30	2
219	265	30	3
224	265	30	1
228	265	30	3
231	265	30	1
232	265	30	2
234	265	30	2
235	265	30	1
238	265	30	2
239	265	30	1
242	265	30	1
246	265	30	2
247	265	30	1
248	265	30	1
184	266	30	2
188	266	30	1
193	266	30	1
195	266	30	2
197	266	30	1
211	266	30	1
212	266	30	1
213	266	30	1
214	266	30	1
226	266	30	1
228	266	30	1
231	266	30	3
232	266	30	1
233	266	30	2
239.5	266.5	30.5	1
243	266	30	2
247	266	30	3
176	267	30	2
182	267	30	1
191	267	30	3
192	267	30	2
194	267	30	1
198	267	30	1
199	267	30	2
202	267	30	1
208	267	30	1
214	267	30	1
219	267	30	1
225	267	30	1
228	267	30	1
229	267	30	2
231	267	30	1
232	267	30	1
236	267	30	2
239	267	30	1
240	267	30	1
241	267	30	1
244	267	30	1
245	267	30	2
246	267	30	3
247	267	30	1
248	267	30	1
250	267	30	2
172	268	30	1
188	268	30	3
189	268	30	1
190	268	30	1
191	268	30	1
195	268	30	1
196	268	30	2
205	268	30	1
211	268	30	3
213	268	30	1
214	268	30	1
217	268	30	1
230	268	30	1
231	268	30	1
235	268	30	3
237	268	30	1
238	268	30	3
239	268	30	1
243	268	30	2
244	268	30	1
245	268	30	1
246	268	30	1
247	268	30	2
172	269	30	1
177	269	30	1
178	269	30	1
180	269	30	2
182	269	30	2
193	269	30	1
196	269	30	3
197	269	30	4
198	269	30	1
199	269	30	2
204	269	30	1
213	269	30	1
214	269	30	1
215	269	30	2
219	269	30	3
222	269	30	4
235	269	30	1
237	269	30	2
238	269	30	2
239	269	30	2
242	269	30	2
243	269	30	1
245	269	30	2
247	269	30	2
249	269	30	1
250	269	30	2
252	269	30	1
179	270	30	1
181	270	30	1
184	270	30	2
186	270	30	1
187	270	30	1
196	270	30	3
197	270	30	2
198	270	30	1
200	270	30	2
201	270	30	1
205	270	30	1
214	270	30	1
215	270	30	3
217	270	30	1
227	270	30	3
230	270	30	1
231	270	30	3
232	270	30	1
235	270	30	3
244	270	30	1
245	270	30	1
175	271	30	1
176	271	30	1
181	271	30	1
185	271	30	1
187	271	30	1
188	271	30	3
198	271	30	2
199	271	30	2
200	271	30	2
204	271	30	3
207	271	30	1
208	271	30	3
211	271	30	5
216	271	30	1
229	271	30	5
234	271	30	1
238	271	30	4
239	271	30	1
243	271	30	1
244	271	30	1
249	271	30	2
179	272	30	1
180	272	30	1
181	272	30	1
182	272	30	3
197	272	30	1
203	272	30	3
206	272	30	2
207	272	30	1
216	272	30	2
223	272	30	3
233	272	30	1
236	272	30	1
238	272	30	3
239	272	30	2
240	272	30	1
242	272	30	2
244	272	30	2
245	272	30	1
247	272	30	2
183	273	30	1
203	273	30	2
204	273	30	1
206	273	30	1
211	273	30	1
213	273	30	2
214	273	30	1
227	273	30	1
232	273	30	1
233	273	30	4
235	273	30	1
239	273	30	2
240	273	30	1
241	273	30	4
181	274	30	1
185	274	30	1
203	274	30	3
208	274	30	3
211	274	30	1
212	274	30	1
214	274	30	1
229	274	30	1
233	274	30	2
236	274	30	1
238	274	30	2
239	274	30	4
241	274	30	2
244	274	30	2
247	274	30	1
251	274	30	3
175	275	30	1
179	275	30	1
182	275	30	1
184	275	30	2
203	275	30	1
211	275	30	2
215	275	30	1
235	275	30	1
238	275	30	2
251	275	30	1
206	276	30	3
233	276	30	1
235	276	30	2
236	276	30	3
240	276	30	1
241	276	30	3
246	276	30	1
248	276	30	2
249	276	30	3
253	276	30	1
206	277	30	1
232	277	30	1
235	277	30	1
237	277	30	1
238	277	30	1
241	277	30	1
243	277	30	1
245	277	30	1
249	277	30	2
250	277	30	1
175	278	30	2
201	278	30	1
203	278	30	2
204	278	30	3
208	278	30	4
226	278	30	1
230	278	30	1
235	278	30	1
236	278	30	1
238	278	30	1
239	278	30	2
246	278	30	1
247	278	30	1
250	278	30	2
221	279	30	2
234	279	30	2
235	279	30	2
236	279	30	2
237	279	30	2
238	279	30	2
239	279	30	3
241	279	30	1
243	279	30	1
244	279	30	4
247	279	30	2
248	279	30	1
250	279	30	1
251	279	30	1
252	279	30	1
254	279	30	1
175	280	30	1
176	280	30	2
178	280	30	1
183	280	30	3
206	280	30	1
235	280	30	2
237	280	30	1
239	280	30	1
241	280	30	2
242	280	30	1
244	280	30	3
245	280	30	1
246	280	30	1
248	280	30	1
249	280	30	1
173	281	30	1
175	281	30	3
179	281	30	1
181	281	30	1
214	281	30	1
217	281	30	1
218	281	30	4
223	281	30	1
235	281	30	1
237	281	30	1
239	281	30	1
240	281	30	2
241	281	30	1
242	281	30	2
243	281	30	2
246	281	30	1
247	281	30	1
249	281	30	1
252	281	30	1
254	281	30	3
174	282	30	2
177	282	30	1
182	282	30	2
187	282	30	1
210	282	30	3
215	282	30	2
219	282	30	1
220	282	30	2
221	282	30	2
222	282	30	1
229	282	30	1
233	282	30	1
234	282	30	1
235	282	30	1
236	282	30	1
237	282	30	1
239	282	30	2
240	282	30	1
244	282	30	2
245	282	30	1
246	282	30	1
247	282	30	2
248	282	30	3
251	282	30	1
253	282	30	2
254	282	30	1
256	282	30	1
179	283	30	1
202	283	30	3
205	283	30	1
219	283	30	1
220	283	30	1
221	283	30	1
222	283	30	2
234	283	30	1
236	283	30	2
239	283	30	2
240	283	30	1
241	283	30	3
244	283	30	1
246	283	30	1
248	283	30	2
250	283	30	2
251	283	30	1
252	283	30	1
257	283	30	1
180	284	30	2
181	284	30	2
219	284	30	3
220	284	30	2
221	284	30	1
225	284	30	2
230	284	30	1
233	284	30	2
236	284	30	1
238	284	30	1
240	284	30	2
242	284	30	3
243	284	30	2
245	284	30	2
249	284	30	1
251	284	30	1
252	284	30	2
256	284	30	1
206	285	30	2
220	285	30	2
223	285	30	1
224	285	30	1
225	285	30	2
227	285	30	1
232	285	30	1
233	285	30	1
236	285	30	1
237	285	30	1
245	285.666666666667	31	2
246	285	30	3
248	285	30	2
251	285	30	2
254	285	30	3
255	285	30	3
256	285	30	2
180	286	30	3
205	286	30	2
222	286	30	1
223	286	30	1
224	286	30	2
225	286	30	3
226	286	30	1
227	286	30	1
229	286	30	2
231	286	30	1
234	286	30	2
235	286	30	1
236	286	30	1
244	286	30	1
246	286	30	1
248	286	30	2
249	286	30	1
250	286	30	1
251	286	30	1
252	286	30	2
255	286	30	1
207	287	30	1
219	287	30	1
224	287	30	1
225	287	30	4
226	287	30	1
228	287	30	1
231	287	30	2
234	287	30	4
237	287.5	30.5	3
238.5	287.5	30.5	1
241	287	30	1
244	287	30	2
246	287	30	1
250	287	30	1
251	287	30	1
252	287	30	1
254	287	30	1
255	287	30	1
223	288	30	1
225	288	30	1
226	288	30	1
228	288	30	4
229	288	30	1
231	288	30	1
232	288	30	1
234	288	30	1
236	288	30	2
237	288	30	1
239	288	30	1
241	288	30	2
243	288	30	2
244	288	30	2
246	288	30	1
247	288	30	2
248	288	30	1
250	288	30	2
253	288	30	1
184	289	30	1
200	289	30	1
224	289	30	3
226	289	30	3
228	289	30	4
230	289	30	2
232	289	30	1
233	289	30	3
234	289	30	1
235	289	30	1
237	289	30	4
238	289	30	1
239	289	30	1
240	289	30	1
247	289	30	4
248	289	30	1
250	289	30	1
252	289	30	2
220	290	30	1
224	290	30	1
226	290	30	1
235	290	30	1
236	290	30	1
239	290	30	1
240	290	30	1
245	290	30	2
246	290	30	1
248	290	30	2
250	290	30	1
257	290	30	1
197	291	30	1
223	291	30	4
225	291	30	1
227	291	30	2
229	291	30	1
234	291	30	1
235	291	30	1
241	291	30	1
242	291	30	2
245	291	30	2
246	291	30	1
248	291	30	2
249	291	30	1
251	291	30	1
255	291	30	1
194	292	30	2
197	292	30	1
198	292	30	3
199	292	30	3
213	292	30	2
223	292	30	1
226	292	30	2
227	292	30	1
228	292	30	2
231	292	30	1
232	292	30	1
237	292	30	1
238	292	30	2
241	292	30	2
245	292	30	2
246	292	30	2
247	292	30	1
248	292	30	2
249	292	30	1
251	292	30	1
257	292	30	2
201	293	30	2
219	293	30	4
220	293	30	1
221	293	30	1
224	293	30	2
225	293	30	2
233	293	30	2
234	293	30	1
236	293	30	1
238	293	30	1
240	293	30	2
241	293	30	1
243	293	30	1
244	293	30	3
246	293	30	2
247	293	30	2
249	293	30	2
250	293	30	3
251	293	30	2
253	293	30	3
189	294	30	1
221	294	30	3
225	294	30	1
226	294	30	3
227	294	30	2
229	294	30	2
232	294	30	2
233	294	30	3
236	294	30	2
237	294	30	1
241	294	30	1
243	294	30	1
244	294	30	1
245	294	30	2
246	294	30	5
249	294	30	1
250	294	30	1
251	294	30	2
254	294	30	1
257	294	30	1
197	295	30	1
220	295	30	2
221	295	30	4
222	295	30	1
224	295	30	2
225	295	30	2
227	295	30	1
228	295	30	1
229	295	30	2
241	295	30	2
247	295	30	3
250	295	30	2
251	295	30	3
252	295	30	1
254	295	30	1
256	295	30	2
257	295	30	1
186	296	30	2
222	296	30	1
232	296	30	2
233	296	30	4
234	296	30	1
239	296	30	1
242	296	30	1
243	296	30	2
244	296	30	1
246	296	30	1
252	296	30	3
220	297	30	1
221	297	30	1
223	297	30	1
226	297	30	1
229	297	30	2
237	297	30	3
238	297	30	2
239	297	30	2
240	297	30	2
241	297	30	1
243	297	30	1
244	297	30	4
246	297	30	2
248	297	30	1
250	297	30	3
215	298	30	1
220	298	30	3
221	298	30	1
224	298	30	1
225	298	30	1
227	298	30	2
228	298	30	2
229	298	30	2
230	298	30	2
233	298	30	2
235	298	30	3
237	298	30	1
240	298	30	1
241	298	30	3
242	298	30	1
245	298	30	2
246	298	30	1
247	298	30	1
248	298	30	1
250	298	30	2
251	298	30	1
215	299	30	2
216	299	30	2
218	299	30	3
221	299	30	1
224	299	30	1
225	299	30	2
230	299	30	1
231	299	30	2
240	299	30	1
242	299	30	2
247	299	30	3
214	300	30	3
218	300	30	1
223	300	30	4
226	300	30	3
231	300	30	1
233	300	30	2
236	300	30	1
241	300	30	1
244	300	30	2
246	300	30	1
247	300	30	1
248	300	30	2
251	300	30	1
224	301	30	4
225	301	30	1
226	301	30	1
230	301	30	3
235	301	30	2
236	301	30	1
237	301	30	1
239	301	30	1
240	301	30	1
241	301	30	1
242	301	30	2
244	301	30	1
246	301	30	1
247	301	30	1
248	301	30	1
251	301	30	1
226	302	30	1
229	302	30	3
236	302	30	3
237	302	30	2
238	302	30	3
239	302	30	1
240	302	30	1
247	302	30	1
223	303	30	1
225	303	30	1
237	303	30	1
239	303	30	2
240	303	30	1
241	303	30	1
243	303	30	1
246	303	30	1
220	304	30	3
237	304	30	1
238	304	30	1
240	304	30	1
223	305	30	1
233	305	30	1
237	305	30	2
238	305	30	1
240	305	30	1
242	305	30	2
236	306	30	3
238	306	30	2
240	306	30	2
226	249	31	3
224	250	31	1
227	250	31	4
235	250	31	3
215	251	31	1
229	251	31	2
235	251	31	3
216	252	31	4
229	252	31	1
235	252	31	2
193	253	31	2
217	253	31	1
224	253	31	1
225	253	31	1
232	253	31	1
233	253	31	1
238	253	31	1
226	254	31	3
229	254	31	1
231	254	31	1
235	254	31	1
238	254	31	3
191	255	31	1
195	255	31	2
226	255	31	2
230	255	31	1
233	255	31	2
234	255	31	2
235	255	31	1
236	255	31	1
237	255	31	2
207	256	31	1
215	256	31	1
233	256	31	3
236	256	31	1
239	256	31	2
216	257	31	1
218	257	31	2
229	257	31	2
232	257	31	1
236	257	31	2
237	257	31	1
238	257	31	3
239	257	31	1
188	258	31	3
190	258	31	1
205	258	31	3
215	258	31	1
227	258	31	1
228	258	31	1
229	258	31	2
230	258	31	1
233	258	31	3
239	258	31	1
240	258	31	1
188	259	31	1
209	259	31	1
216	259	31	1
218	259	31	2
219	259	31	3
226	259	31	1
230	259	31	2
231	259	31	5
232	259	31	1
235	259	31	1
187	260	31	3
188	260	31	1
191	260	31	2
195	260	31	1
221	260	31	1
224	260	31	2
231	260	31	1
234	260	31	1
235	260	31	3
237	260	31	2
238	260	31	3
239	260	31	1
244	260	31	1
245	260	31	2
246	260	31	1
181	261	31	1
184	261	31	2
187	261	31	1
188	261	31	3
193	261	31	2
195	261	31	3
208	261	31	1
211	261	31	2
213	261	31	2
216	261	31	1
224	261	31	4
225	261	31	1
226	261	31	2
227	261	31	3
228	261	31	1
229	261	31	1
230	261	31	1
234	261	31	4
235	261	31	2
237	261	31	2
239	261	31	2
243	261	31	2
244	261	31	1
245	261	31	1
246	261	31	1
186	262	31	1
193	262	31	1
194	262	31	3
207	262	31	1
210	262	31	2
216	262	31	2
217	262	31	1
220	262	31	1
221	262	31	1
223	262	31	1
225	262	31	3
226	262	31	1
227	262	31	1
229	262	31	2
230	262	31	1
233	262	31	1
235	262	31	1
238	262	31	2
240	262	31	2
248	262	31	1
249	262	31	1
187	263	31	1
188	263	31	1
189	263	31	2
193	263	31	2
197	263	31	2
200	263	31	1
211	263	31	1
215	263	31	2
216	263	31	1
218	263	31	3
219	263	31	1
221	263	31	3
223	263	31	1
226	263	31	2
227	263	31	3
229	263	31	4
230	263	31	3
232	263	31	2
234	263	31	2
235	263	31	1
236	263	31	1
238	263	31	1
240	263	31	2
245	263	31	2
248	263	31	2
249	263	31	1
178	264	31	1
184	264	31	1
187	264	31	2
189	264	31	1
190	264	31	1
194	264	31	2
195	264	31	1
197	264	31	2
199	264	31	2
204	264	31	2
209	264	31	1
210	264	31	1
217	264	31	1
218	264	31	1
220	264	31	2
221	264	31	5
222	264	31	4
228	264	31	1
231	264	31	1
232	264	31	2
237	264	31	2
238	264	31	1
239	264	31	1
240	264	31	1
244	264	31	1
246	264	31	3
248	264	31	2
249	264	31	1
184	265	31	1
185	265	31	1
194	265	31	2
196	265	31	2
200	265	31	1
216	265	31	1
231	265	31	1
233	265	31	3
235	265	31	2
239	265	31	1
243	265	31	3
245	265	31	3
248	265	31	2
249	265	31	2
250	265	31	1
186	266	31	1
187	266	31	3
189	266	31	2
193	266	31	2
194	266	31	1
213	266	31	1
217	266	31	1
219	266	31	1
220	266	31	1
221	266	31	1
229	266	31	3
232	266	31	1
243	266	31	2
244	266	31	3
245	266	31	1
246	266	31	1
248	266	31	2
176	267	31	1
182	267	31	2
183	267	31	1
186	267	31	1
192	267	31	4
193	267	31	2
194	267	31	1
195	267	31	1
196	267	31	1
197	267	31	1
199	267	31	1
211	267	31	1
217	267	31	1
222	267	31	2
224	267	31	1
227	267	31	2
228	267	31	2
229	267	31	1
232	267	31	1
236	267	31	1
237	267	31	1
238	267	31	1
242	267	31	2
244	267	31	2
245	267	31	1
188	268	31	1
195	268	31	1
197	268	31	2
198	268	31	2
203	268	31	4
210	268	31	3
213	268	31	1
218	268	31	3
219	268	31	3
222	268	31	1
224	268	31	3
231	268	31	1
234	268	31	2
238	268	31	1
240	268	31	1
241	268	31	1
242	268	31	3
243	268	31	2
245	268	31	1
247	268	31	2
173	269	31	1
184	269	31	2
188	269	31	3
191	269	31	3
193	269	31	4
198	269	31	1
199	269	31	1
204	269	31	3
206	269	31	1
209	269	31	1
213	269	31	3
214	269	31	2
215	269	31	1
230	269	31	3
235	269	31	2
238	269	31	1
239	269	31	1
240	269	31	3
243	269	31	1
246	269	31	1
247	269	31	1
248	269	31	1
249	269	31	2
250	269	31	1
173	270	31	1
181	270	31	1
186	270	31	3
196	270	31	1
198	270	31	1
199	270	31	2
200	270	31	2
201	270	31	3
207	270	31	2
212	270	31	1
215	270	31	2
216	270	31	1
234	270	31	2
239	270	31	1
248	270	31	1
250	270	31	1
171	271	31	1
172	271	31	2
174	271	31	1
175	271	31	1
176	271	31	1
182	271	31	2
184	271	31	1
185	271	31	1
198	271	31	1
200	271	31	2
209	271	31	1
210	271	31	1
212	271	31	2
214	271	31	1
215	271	31	1
216	271	31	1
225	271	31	2
231	271	31	1
232	271	31	1
233	271	31	2
235	271	31	3
237	271	31	1
239	271	31	1
240	271	31	1
241	271	31	2
246	271	31	1
247	271	31	4
176	272	31	1
182	272	31	1
183	272	31	2
184	272	31	1
199	272	31	1
205	272	31	1
206	272	31	1
208	272	31	2
210	272	31	2
211	272	31	1
213	272	31	1
214	272	31	1
216	272	31	2
218	272	31	1
225	272	31	3
226	272	31	1
227	272	31	1
230	272	31	3
232	272	31	1
234	272	31	1
236	272	31	2
237	272	31	2
239	272	31	1
240	272	31	2
241	272	31	2
249	272	31	1
251	272	31	2
176	273	31	2
181	273	31	1
183	273	31	2
184	273	31	1
209	273	31	1
210	273	31	1
211	273	31	1
212	273	31	1
213	273	31	1
215	273	31	2
229	273	31	1
232	273	31	2
236	273	31	1
237	273	31	1
238	273	31	1
239	273	31	1
242	273	31	2
244	273	31	1
246	273	31	3
248	273	31	4
249	273	31	2
250	273	31	2
179	274	31	2
180	274	31	2
182	274	31	1
185	274	31	1
203	274	31	2
205	274	31	1
210	274	31	2
211	274	31	1
213	274	31	2
214	274	31	2
216	274	31	1
225	274	31	2
232	274	31	2
233	274	31	1
236	274	31	1
237	274	31	2
239	274	31	1
240	274	31	4
243	274	31	1
244	274	31	1
250	274	31	1
252	274	31	1
201	275	31	2
206	275	31	1
211	275	31	2
231	275	31	3
237	275	31	2
238	275	31	2
241	275	31	2
244	275	31	4
250	275	31	1
176	276	31	4
181	276	31	1
184	276	31	1
205	276	31	1
226	276	31	1
233	276	31	1
234	276	31	3
236	276	31	1
237	276	31	3
239	276	31	1
241	276	31	1
243	276	31	1
244	276	31	1
246	276	31	1
253	276	31	1
174	277	31	1
205	277	31	2
233	277	31	4
234	277	31	3
235	277	31	1
237	277	31	4
238	277	31	2
239	277	31	1
243	277	31	2
247	277	31	2
249	277	31	1
174	278	31	1
177	278	31	2
178	278	31	4
180	278	31	2
205	278	31	1
224	278	31	3
236	278	31	1
237	278	31	1
240	278	31	1
242	278	31	2
243	278	31	1
246	278	31	2
247	278	31	2
249	278	31	1
180	279	31	1
205	279	31	2
206	279	31	1
207	279	31	1
216	279	31	1
219	279	31	1
234	279	31	2
235	279	31	1
236	279	31	3
237	279	31	1
238	279	31	3
244	279	31	3
245	279	31	1
246	279	31	1
247	279	31	1
253	279	31	1
254	279	31	5
175	280	31	2
176	280	31	1
181	280	31	1
205	280	31	1
217	280	31	1
219	280	31	3
220	280	31	2
221	280	31	3
226	280	31	1
232	280	31	2
235	280	31	3
236	280	31	1
238	280	31	2
241	280	31	2
246	280	31	3
248	280	31	2
251	280	31	1
179	281	31	1
181	281	31	1
184	281	31	1
204	281	31	1
206	281	31	2
210	281	31	1
222	281	31	4
224	281	31	1
228	281	31	2
231	281	31	3
233	281	31	2
235	281	31	1
236	281	31	2
239	281	31	1
241	281	31	4
245	281	31	1
248	281	31	2
250	281	31	2
175	282	31	3
179	282	31	1
180	282	31	1
206	282	31	1
220	282	31	2
221	282	31	5
231	282	31	4
232	282	31	1
233	282	31	1
234	282	31	2
238	282	31	2
239	282	31	3
240	282	31	1
241	282	31	2
244	282	31	3
245	282	31	2
247	282	31	2
248	282	31	3
249	282	31	1
250	282	31	3
252	282	31	1
253	282	31	1
254	282	31	1
256	282	31	2
176	283	31	2
179	283	31	2
181	283	31	1
182	283	31	3
224	283	31	1
228	283	31	2
230	283	31	1
231	283	31	1
233	283	31	2
235	283	31	3
236	283	31	1
239	283	31	1
240	283	31	1
241	283	31	1
243	283	31	1
244	283	31	1
246	283	31	2
251	283	31	2
253	283	31	1
175	284	31	2
176	284	31	2
179	284	31	2
180	284	31	1
209	284	31	3
212	284	31	1
220	284	31	1
231	284	31	3
236	284	31	4
237	284	31	1
238	284	31	3
244	284	31	2
248	284	31	2
250	284	31	1
254	284	31	1
256	284	31	4
257	284	31	2
173	285	31	1
177	285	31	1
179	285	31	3
183	285	31	4
206	285	31	2
218	285	31	2
219	285	31	1
222	285	31	2
223	285	31	2
224	285	31	2
225	285	31	1
226	285	31	1
229	285	31	1
235	285	31	1
236	285	31	1
238	285.5	31.5	1
240	285	31	2
244	285	31	1
245	285	31	2
247	285	31	1
248	285	31	2
252	285	31	2
253	285	31	1
178	286	31	2
180	286	31	1
204	286	31	1
218	286	31	1
219	286	31	1
220	286	31	3
222	286	31	2
224	286	31	1
225	286	31	2
239	286	31	1
240	286	31	1
246	286	31	1
219	287	31	1
222	287	31	3
223	287	31	1
224	287	31	1
225	287	31	1
226	287	31	6
227	287	31	1
228	287	31	2
229	287	31	4
230	287	31	3
231	287	31	1
236	287	31	3
238	287	31	1
239	287	31	3
240	287	31	1
241	287	31	3
243	287	31	3
246	287	31	3
248	287	31	1
250	287	31	1
251	287	31	2
253	287	31	1
255	287	31	2
186	288	31	1
220	288	31	1
222	288	31	1
223	288	31	3
225	288	31	4
226	288	31	2
228	288	31	1
230	288	31	3
240.5	288.5	31.5	1
241	288	31	1
242	288	31	2
245	288	31	3
246	288	31	1
247	288	31	1
251	288	31	1
253	288	31	3
185	289	31	1
200	289	31	3
205	289	31	1
221	289	31	1
225	289	31	2
226	289	31	2
228	289	31	2
231	289	31	1
232	289	31	1
234	289	31	1
235	289	31	1
237	289	31	1
238	289	31	1
240	289	31	1
243	289	31	1
244	289	31	1
245	289	31	3
250	289	31	2
252	289	31	1
254	289	31	1
200	290	31	1
221	290	31	3
222	290	31	1
225	290	31	1
231	290	31	3
232	290	31	2
234	290	31	1
235	290	31	1
237	290	31	1
239	290	31	3
240	290	31	2
246	290	31	1
248	290	31	1
250	290	31	2
197	291	31	2
198	291	31	2
199	291	31	1
200	291	31	3
204	291	31	1
226	291	31	1
227	291	31	1
230	291	31	3
231	291	31	2
235	291	31	2
237	291	31	1
240	291	31	1
254	291	31	2
197	292	31	1
198	292	31	3
199	292	31	3
201	292	31	3
222	292	31	3
226	292	31	2
231	292	31	2
235	292	31	4
236	292	31	2
238	292	31	1
242	292	31	1
243	292	31	2
247	292	31	1
250	292	31	1
251	292	31	1
253	292	31	1
256	292	31	3
257	292	31	1
198	293	31	2
221	293	31	1
223	293	31	3
225	293	31	1
230	293	31	1
231	293	31	1
232	293	31	2
233	293	31	3
234	293	31	1
236	293	31	2
237	293	31	1
238	293	31	1
239	293	31	2
241	294	32.8	4
242	293	31	1
246	293	31	1
247	293	31	2
248	293	31	1
251	293	31	1
253	293	31	1
256	293	31	1
202	294	31	3
209	294	31	1
221	294	31	3
222	294	31	1
224	294	31	2
225	294	31	1
226	294	31	1
227	294	31	2
228	294	31	1
230	294	31	2
232	294	31	1
235	294	31	2
237	294	31	2
240	294	31	2
242	294	31	3
243	294	31	1
244	294	31	2
245	294	31	2
246	294	31	1
251	294	31	1
198	295	31	1
202	295	31	3
225	295	31	3
226	295	31	3
231	295	31	4
232	295	31	1
233	295	31	1
234	295	31	3
235	295	31	2
242	295	31	3
243	295	31	1
244	295	31	3
248	295	31	2
249	295	31	1
250	295	31	1
255	295	31	2
257	295	31	2
197	296	31	1
199	296	31	3
223	296	31	1
224	296	31	1
228	296	31	1
229	296	31	1
231	296	31	1
235	296	31	1
242	296	31	2
245	296	31	1
246	296	31	2
248	296	31	2
250	296	31	3
252	296	31	1
195	297	31	3
221	297	31	1
225	297	31	2
227	297	31	1
230	297	31	1
231	297	31	1
234	297	31	3
241	297	31	2
243	297	31	1
246	297	31	2
252	297	31	1
255	297	31	2
196	298	31	2
223	298	31	2
226	298	31	1
228	298	31	2
229	298	31	1
235	298	31	1
237	298	31	1
238	298	31	2
239	298	31	1
240	298	31	3
242	298	31	1
245	298	31	2
247	298	31	1
250	298	31	1
253	298	31	1
221	299	31	2
229	299	31	1
236	299	31	1
237	299	31	1
240	299	31	2
243	299	31	1
246	299	31	2
248	299	31	2
218	300	31	1
226	300	31	1
227	300	31	1
229	300	31	1
230	300	31	2
231	300	31	3
235	300	31	1
236	300	31	1
237	300	31	1
238	300	31	3
244	300	31	1
247	300	31	3
248	300	31	3
249	300	31	1
250	300	31	1
216	301	31	1
221	301	31	1
224	301	31	1
225	301	31	1
226	301	31	2
227	301	31	4
229	301	31	2
230	301	31	2
234	301	31	1
237	301	31	2
241	301	31	2
242	301	31	1
243	301	31	1
245	301	31	2
246	301	31	1
247	301	31	1
249	301	31	2
222	302	31	3
223	302	31	3
226	302	31	2
229	302	31	1
232	302	31	2
235	302	31	1
236	302	31	2
239	302	31	1
240	302	31	1
242	302	31	2
243	302	31	2
245	302	31	1
246	302	31	2
248	302	31	2
223	303	31	2
231	303	31	1
232	303	31	1
234	303	31	2
235	303	31	2
237	303	31	1
239	303	31	3
242	303	31	1
244	303	31	1
245	303	31	2
246	303	31	2
232	304	31	2
238	304	31	1
244	304	31	2
224	305	31	2
234	305	31	1
235	305	31	1
237	305	31	1
242	305	31	2
