x	y	z	Transcription of E2F targets under negative control by DREAM complex
240	298	31	1
249	298	31	1
250	298	31	1
221	299	31	1
224	299	31	1
230	299	31	2
237	299	31	1
245	299	31	1
247	299	31	1
248	299	31	1
251	299	31	2
223	300	31	1
229	300	31	1
230	300	31	1
232	300	31	1
235	300	31	1
236	300	31	3
241	300	31	1
244	300	31	1
249	300	31	1
229	301	31	3
232	301	31	1
233	301	31	1
234	301	31	2
236	301	31	1
245	301	31	1
224	302	31	1
226	302	31	1
236	302	31	3
242	302	31	1
245	302	31	2
224	303	31	2
235	303	31	1
236	303	31	2
243	303	31	1
246	303	31	1
234	305	31	1
237	305	31	1
223	306	31	1
236	306	31	1
223	308	31	1
225	308	31	1
216	252	32	1
235	252	32	1
214	253	32	2
216	253	32	1
218	253	32	1
223	253	32	1
227	253	32	1
229	253	32	1
240	253	32	1
216	254	32	3
225	254	32	1
232	254	32	1
236	254	32	1
214	255	32	1
218	255	32	1
223	255	32	1
226	255	32	1
237	255	32	1
215	256	32	1
216	256	32	1
229	256	32	1
232	256	32	1
193	257	32	1
209	257	32	2
219	257	32	1
228	257	32	2
192	258	32	1
217	258	32	1
218	258	32	1
219	258	32	1
220	258	32	1
230	258	32	1
233	258	32	1
246	258	32	1
209	259	32	1
213	259	32	1
219	259	32	1
222	259	32	1
227	259	32	1
231	259	32	3
243	259	32	1
244	259	32	3
182	260	32	2
210	260	32	1
220	260	32	1
221	260	32	1
222	260	32	1
230	260	32	2
234	260	32	1
236	260	32	2
240	260	32	1
242	260	32	1
244	260	32	1
211	261	32	1
219	261	32	2
220	261	32	1
224	261	32	1
230	261	32	1
194	262	32	1
218	262	32	1
224	262	32	1
230	262	32	1
240	262	32	2
244	262	32	1
246	262	32	1
248	262	32	1
189	263	32	2
193	263	32	1
204	263	32	1
208	263	32	1
211	263	32	1
212	263	32	1
213	263	32	1
216	263	32	1
220	263	32	1
222	263	32	1
224	263	32	1
226	263	32	1
230	263	32	1
236	263	32	2
245	263	32	1
246	263	32	1
250	263	32	1
186	264	32	1
191	264	32	1
204	264	32	2
210	264	32	1
231	264	32	2
232	264	32	1
245	264	32	1
185	265	32	1
188	265	32	1
192	265	32	1
211	265	32	3
213	265	32	1
215	265	32	2
216	265	32	1
221	265	32	1
226	265	32	1
229	265	32	1
233	265	32	1
234	265	32	1
243	265	32	1
249	265	32	1
184	266	32	1
186	266	32	1
194	266	32	1
196	266	32	1
197	266	32	1
214	266	32	2
220	266	32	1
221	266	32	1
224	266	32	1
232	266	32	1
236	266	32	1
248	266	32	2
192	267	32	1
193	267	32	1
197	267	32	1
221	267	32	1
225	267	32	2
228	267	32	2
229	267	32	1
230	267	32	1
240	267	32	1
186	268	32	1
188	268	32	1
194	268	32	1
206	268	32	1
207	268	32	1
211	268	32	1
212	268	32	1
216	268	32	2
228	268	32	1
233	268	32	1
243	268	32	1
245	268	32	1
247	268	32	1
253	268	32	1
177	269	32	1
181	269	32	1
182	269	32	1
194	269	32	1
210	269	32	1
233	269	32	1
238	269	32	1
239	269	32	1
240	269	32	2
241	269	32	1
245	269	32	1
250	269	32	1
252	269	32	2
174	270	32	1
180	270	32	1
184	270	32	2
195	270	32	1
197	270	32	2
212	270	32	1
224	270	32	2
227	270	32	1
234	270	32	1
241	270	32	1
243	270	32	1
245	270	32	1
247	270	32	1
248	270	32	2
249	270	32	1
186	271	32	2
206	271	32	1
208	271	32	1
209	271	32	1
210	271	32	1
212	271	32	1
235	271	32	1
238	271	32	1
244	271	32	1
247	271	32	1
177	272	32	1
184	272	32	3
186	272	32	1
206	272	32	2
207	272	32	1
213	272	32	1
225	272	32	1
226	272	32	2
227	272	32	1
237	272	32	1
245	272	32	1
246	272	32	1
248	272	32	1
249	272	32	1
186	273	32	2
207	273	32	1
210	273	32	1
212	273	32	2
225	273	32	1
228	273	32	1
229	273	32	1
234	273	32	2
235	273	32	1
240	273	32	1
242	273	32	1
243	273	32	3
245	273	32	1
246	273	32	1
172	274	32	1
179	274	32	1
185	274	32	1
202	274	32	1
203	274	32	1
204	274	32	1
207	274	32	1
210	274	32	1
213	274	32	2
215	274	32	1
235	274	32	1
237	274	32	1
244	274	32	1
246	274	32	1
184	275	32	1
186	275	32	2
210	275	32	2
211	275	32	1
214	275	32	1
216	275	32	1
238	275	32	1
247	275	32	1
252	275	32	2
174	276	32	1
206	276	32	1
210	276	32	1
236	276	32	1
239	276	32	1
243	276	32	1
246	276	32	1
249	276	32	1
174	277	32	1
204	277	32	1
214	277	32	1
239	277	32	1
244	277	32	1
248	277	32	1
250	277	32	1
175	278	32	1
176	278	32	1
177	278	32	2
184	278	32	1
206	278	32	1
235	278	32	1
236	278	32	1
239	278	32	1
246	278	32	1
248	278	32	1
175	279	32	1
177	279	32	2
223	279	32	1
236	279	32	2
246	279	32	1
205	280	32	1
217	280	32	2
221	280	32	2
222	280	32	1
223	280	32	1
238	280	32	1
241	280	32	1
245	280	32	1
246	280	32	1
175	281	32	1
182	281	32	1
186	281	32	1
210	281	32	2
211	281	32	2
221	281	32	1
223	281	32	1
226	281	32	1
236	281	32	1
237	281	32	2
239	281	32	1
242	281	32	2
252	281	32	2
254	281	32	1
175	282	32	2
178	282	32	2
188	282	32	2
218	282	32	2
222	282	32	1
227	282	32	1
233	282	32	1
237	282	32	1
246	282	32	1
250	282	32	1
254	282	32	1
256	282	32	1
183	283	32	1
211	283	32	1
236	283	32	1
237	283	32	1
239	283	32	1
246	283	32	1
251	283	32	2
254	283	32	1
177	284	32	1
181	284	32	2
186	284	32	1
220	284	32	2
222	284	32	1
227	284	32	1
229	284	32	1
232	284	32	1
233	284	32	1
234	284	32	1
242	284	32	1
245	284	32	2
180	285	32	1
182	285	32	1
204	285	32	1
208	285	32	1
215	285	32	1
218	285	32	1
220	285	32	1
225	285	32	2
230	285	32	1
233	285	32	2
234	285	32	1
235	285	32	1
237	285	32	1
241	285	32	1
243	285	32	1
244	285	32	1
245	285	32	1
253	285	32	1
175	286	32	2
180	286	32	2
204	286	32	1
206	286	32	1
218	286	32	1
219	286	32	1
221	286	32	2
223	286	32	1
228	286	32	1
229	286	32	1
234	286	32	1
242	286	32	1
243	286	32	1
247	286	32	1
250	286	32	1
254	286	32	2
177	287	32	1
208	287	32	1
228	287	32	1
231	287	32	1
233	287	32	1
246	287	32	1
248	287	32	2
249	287	32	1
255	287	32	2
221	288	32	1
223	288	32	2
231	288	32	1
236	288	32	2
244	288	32	1
246	288	32	1
249	288	32	2
250	288	32	1
253	288	32	1
185	289	32	1
200	289	32	1
201	289	32	2
226	289	32	2
233	289	32	1
234	289	32	1
235	289	32	1
237	289	32	1
238	289	32	1
248	289	32	1
185	290	32	1
220	290	32	1
221	290	32	1
224	290	32	1
225	290	32	1
235	290	32	1
246	290	32	1
248	290	32	1
252	290	32	1
186	291	32	1
197	291	32	3
200	291	32	3
222	291	32	2
223	291	32	1
224	291	32	1
226	291	32	1
229	291	32	1
243	291	32	1
245	291	32	1
247	291	32	1
250	291	32	2
255	291	32	1
199	292	32	1
203	292	32	1
222	292	32	1
223	292	32	3
224	292	32	1
225	292	32	1
228	292	32	2
233	292	32	1
234	292	32	2
236.75	292.75	33	1
242	292	32	1
248	292	32	2
250	292	32	1
254	292	32	1
256	292	32	1
218	293	32	3
220	293	32	2
224	293	32	1
228	293	32	1
229	293	32	1
230	293	32	1
233	293	32	2
234	293	32	2
241	293	32	1
247	293	32	1
249	293	32	1
250	293	32	1
180	294	32	1
199	294	32	1
224	294	32	1
230	295	33	2
230	294	32	1
237	294	32	1
242	294	32	2
256	294	32	1
181	295	32	1
192	295	32	1
218	295	32	2
223	295	32	2
227	295	32	2
229	295	32	2
232	295	32	1
243	295	32	1
245	295	32	1
202	296	32	1
218	296	32	1
226	296	32	1
228	296	32	1
229	296	32	1
232	296	32	1
241	296	32	1
183	297	32	1
219	297	32	1
221	297	32	1
225	297	32	1
230	297	32	1
234	297	32	1
237	297	32	1
246	297	32	1
247	297	32	1
250	297	32	1
202	298	32	2
221	298	32	1
232	298	32	1
236	298	32	1
237	298	32	1
238	298	32	1
239	298	32	2
240	298	32	2
241	298	32	1
251	298	32	1
253	298	32	1
197	299	32	1
227	299	32	1
231	299	32	1
233	299	32	1
237	299	32	1
240	299	32	1
243	299	32	2
249	299	32	1
197	300	32	3
227	300	32	1
235	300	32	1
239	300	32	1
240	300	32	2
247	300	32	1
196	301	32	2
224	301	32	1
229	301	32	1
232	301	32	1
233	301	32	1
235	301	32	1
248	301	32	1
224	302	32	1
230	302	32	1
231	302	32	1
236	302	32	1
238	302	32	1
239	302	32	1
242	302	32	1
243	302	32	1
249	302	32	1
225	303	32	1
242	303	32	1
244	303	32	1
220	304	32	1
233	304	32	1
242	305	32	1
208	306	32	1
222	306	32	1
224	306	32	1
230	306	32	1
221	307	32	1
235	307	32	1
223	308	32	1
227	308	32	1
220	309	32	1
227	309	32	2
225	310	32	1
230	310	32	1
231	310	32	1
225	311	32	1
234	311	32	1
227	312	32	1
226	251	33	1
228	251	33	1
240	252	33	1
218	253	33	1
222	253	33	1
224	253	33	1
217	254	33	1
226	254	33	1
235	254	33	1
236	254	33	1
218	255	33	1
220	255	33	1
236	255	33	1
215	256	33	1
228	256	33	1
230	256	33	1
215	257	33	1
217	257	33	1
219	257	33	3
239	257	33	1
218	258	33	1
220	258	33	1
221	258	33	1
222	258	33	1
230	258	33	2
235	258	33	2
239	258	33	2
242	258	33	1
243	258	33	1
244	258	33	1
189	259	33	1
201	259	33	1
211	259	33	1
217	259	33	1
220	259	33	1
228	259	33	1
233	259	33	3
237	259	33	1
213	260	33	1
217	260	33	1
231	260	33	1
238	260	33	1
241	260	33	1
188	261	33	2
208	261	33	1
214	261	33	1
217.5	261.5	33.5	1
222	261	33	1
226	261	33	1
229	261	33	1
232	261	33	1
236	261	33	1
240	261	33	1
242	261	33	1
244	261	33	1
245	261	33	1
196	262	33	1
210	262	33	1
214	262	33	1
215	262	33	2
224	262	33	1
226	262	33	1
227	262	33	1
231	262	33	1
240	262	33	2
245	262	33	1
246	262	33	1
248	262	33	1
250	262	33	1
183	263	33	2
189	263	33	1
191	263	33	1
193	263	33	1
194	263	33	1
200	263	33	1
211	263	33	1
225	263	33	1
231	263	33	1
237	263	33	1
238	263	33	1
242	263	33	1
247	263	33	1
248	263	33	2
249	263	33	1
185	264	33	1
186	264	33	1
190	264	33	1
192	264	33	2
194	264	33	2
195	264	33	2
199	264	33	1
211	264	33	1
216	264	33	1
218	264	33	1
220	264	33	1
221	264	33	1
223	264	33	2
224	264	33	1
233	264	33	3
235	264	33	1
237	264	33	1
239	264	33	1
242	264	33	2
185	265	33	1
192	265	33	1
212	265	33	1
217	265	33	2
225	265	33	1
226	265	33	3
229	265	33	1
237	265	33	1
188	266	33	1
191	266	33	1
192	266	33	1
220	266	33	2
221	266	33	1
224	266	33	1
237	266	33	2
240	266	33	1
241	266	33	1
182	267	33	1
183	267	33	1
186	267	33	1
188	267	33	1
191	267	33	2
193	267	33	1
194	267	33	1
209	267	33	1
210	267	33	1
215	267	33	1
220	267	33	1
223	267	33	1
225	267	33	1
227	267	33	1
229	267	33	2
235	267	33	1
241	267	33	1
242	267	33	1
247	267	33	1
248	267	33	1
250	267	33	1
183	268	33	1
189	268	33	2
191	268	33	1
192	268	33	2
193	268	33	1
208	268	33	4
212	268	33	1
214	268	33	2
217	268	33	1
231	268	33	3
243	268	33	1
252	268	33	1
191	269	33	1
201	269	33	2
211	269	33	1
216	269	33	1
232	269	33	1
234	269	33	1
174	270	33	1
178	270	33	1
183	270	33	1
184	270	33	1
185	270	33	1
205	270	33	2
206	270	33	2
210	270	33	1
215	270	33	1
231	270	33	1
234	270	33	2
243	270	33	1
244	270	33	1
245	270	33	1
177	271	33	1
190	271	33	2
204	271	33	1
205	271	33	1
211	271	33	1
215	271	33	1
217	271	33	1
231	271	33	2
239	271	33	1
240	271	33	1
241	271	33	1
242	271	33	1
244	271	33	1
245	271	33	1
246	271	33	1
248	271	33	1
253	271	33	1
173	272	33	1
177	272	33	1
178	272	33	2
182	272	33	1
183	272	33	2
185	272	33	1
201	272	33	1
203	272	33	1
207	272	33	1
208	272	33	2
210	272	33	2
213	272	33	1
215	272	33	2
231	272	33	1
239	272	33	1
244	272	33	1
245	272	33	1
249	272	33	1
250	272	33	1
174	273	33	1
183	273	33	1
185	273	33	2
196	273	33	1
202	273	33	1
204	273	33	1
205	273	33	1
210	273	33	1
213	273	33	1
217	273	33	2
226	273	33	1
230	273	33	1
235	273	33	1
240	273	33	1
241	273	33	1
247	273	33	1
182	274	33	1
183	274	33	3
201	274	33	1
202	274	33	1
203	274	33	1
205	274	33	1
206	274	33	2
207	274	33	1
209	274	33	1
211	274	33	1
229	274	33	1
236	274	33	2
237	274	33	1
239	274	33	1
244	274	33	2
176	275	33	1
186	275	33	1
207	275	33	1
210	275	33	1
211	275	33	1
212	275	33	2
216	275	33	2
235	275	33	1
240	275	33	1
246	275	33	1
250	275	33	2
176	276	33	1
186	276	33	1
189	276	33	1
190	276	33	2
192	276	33	1
205	276	33	1
215	276	33	1
235	276	33	1
236	276	33	2
240	276	33	1
241	276	33	2
243	276	33	1
244	276	33	1
180	277	33	2
209	277	33	1
227	277	33	1
232	277	33	1
247	277	33	1
178	278	33	1
204	278	33	1
209	278	33	1
211	278	33	1
237	278	33	1
243	278	33	1
246	278	33	1
208	279	33	1
231	279	33	1
243	279	33	1
244	279	33	1
245	279	33	1
248	279	33	1
249	279	33	1
174	280	33	1
187	280	33	1
203	280	33	1
208	280	33	1
211	280	33	1
214	280	33	1
217	280	33	2
224	280	33	3
246	280	33	1
250	280	33	1
178	281	33	1
207	281	33	1
221	281	33	1
222	281	33	2
223	281	33	1
225	281	33	1
230	281	33	2
233	281	33	2
234	281	33	1
245	281	33	1
249	281	33	1
175	282	33	1
185	282	33	1
190	282	33	2
212	282	33	1
213	282	33	1
220	282	33	1
223	282	33	1
224	282	33	1
225	282	33	1
234	282	33	2
241	282	33	1
242	282	33	1
243	282	33	2
244	282	33	2
250	282	33	1
251	282	33	2
252	282	33	1
174	283	33	1
181	283	33	1
211	283	33	1
212	283	33	1
220	283	33	1
221	283	33	1
226	283	33	1
229	283	33	1
236	283	33	1
243	283	33	1
247	283	33	1
176	284	33	1
186	284	33	1
205	284	33	1
207	284	33	1
221	284	33	2
224	284	33	1
225	284	33	2
235	284	33	2
236	284	33	1
240	284	33	1
241	284	33	1
243	284	33	1
246	284	33	1
252	284	33	1
175	285	33	1
176	285	33	1
178	285	33	1
202	285	33	1
206	285	33	2
221	285	33	2
222	285	33	1
228	285	33	1
229	285	33	1
233	285	33	1
240	285	33	2
241	285	33	1
243	285	33	1
246	285	33	1
248	285	33	2
254	285	33	1
185	286	33	1
204	286	33	1
209	286	33	1
219	286	33	1
223	286	33	1
226	286	33	2
235	286	33	1
243	286	33	1
245	286	33	2
252	286	33	1
255	286	33	1
185	287	33	1
204	287	33	1
222	287	33	1
223	287	33	1
227	287	33	1
228	287	33	1
233	287	33	1
234	287	33	1
235	287	33	1
242	287	33	1
243	287	33	1
253	287	33	1
186	288	33	1
187	288	33	2
219	288	33	1
223	288	33	1
231	288	33	1
249	288	33	1
250	288	33	1
257	288	33	1
200	289	33	1
203	289	33	2
205	289	33	1
223	289	33	1
232	289	33	2
237	289	33	2
245	289	33	1
247	289	33	1
184	290	33	2
185	290	33	1
200	290	33	1
207	290	33	1
228	290	33	2
230	290	33	2
231	290	33	2
233	290	33	1
234	290	33	1
236	290	33	1
241	290	33	1
246	290	33	2
250	290	33	2
257	290	33	1
186	291	33	1
201	291	33	1
223	291	33	1
225	291	33	1
232	291	33	2
236	291	33	1
240	291	33	2
242	291	33	1
244	291	33	1
247	291	33	1
223	292	33	1
225	292	33	1
227	292	33	1
228	292	33	1
229	292	33	1
236	292	33	1
239	292	33	1
242	292	33	2
245	292	33	1
248	292	33	1
177	293	33	1
188	293	33	1
220	293	33	1
223	293	33	1
234	293	33	1
239	293	33	1
240	293	33	1
244	293	33	2
246	293	33	2
248	293	33	1
251	293	33	1
252	293	33	1
254	293	33	2
187	294	33	1
204	294	33	3
229	294	33	1
235	294	33	1
239	294	33	4
252	294	33	1
256	294	33	1
198	295	33	1
199	295	33	1
204	295	33	1
218	295	33	1
225	295	33	2
228	295	33	1
231	295	33	1
243	295	33	3
247	295	33	1
248	295	33	1
250	295	33	2
253	295	33	1
254	295	33	2
179	296	33	1
198	296	33	2
199	296	33	1
225	296	33	1
226	296	33	1
228	296	33	1
230	296	33	1
233	296	33	1
236	296	33	1
242	296	33	2
245	296	33	1
246	296	33	1
227	297	33	1
231	297	33	2
232	297	33	1
241	297	33	1
246	297	33	1
182	298	33	1
196	298	33	2
228	298	33	1
235	298	33	2
236	298	33	1
238	298	33	2
239	298	33	1
242	298	33	2
243	298	33	1
245	298	33	1
195	299	33	1
222	299	33	1
224	299	33	1
227	299	33	2
228	299	33	1
229	299	33	1
230	299	33	1
232	299	33	1
239	299	33	1
242	299	33	1
245	299	33	1
196	300	33	1
197	300	33	2
226	300	33	1
229	300	33	1
231	300	33	2
236	300	33	1
237	300	33	1
238	300	33	2
223	301	33	1
226	301	33	1
227	301	33	1
228	301	33	2
238	301	33	1
239	301	33	1
240	301	33	1
244	301	33	1
249	301	33	1
209	302	33	1
211	302	33	1
223	302	33	1
227	302	33	1
228	302	33	1
230	302	33	1
233	302	33	1
234	302	33	1
237	302	33	1
207	303	33	1
225	303	33	2
229	303	33	1
233	303	33	2
241	303	33	1
242	303	33	1
243	303	33	1
206	304	33	1
223	304	33	1
230	304	33	1
235	304	33	2
236	304	33	1
243	304	33	2
207	305	33	1
225	305	33	1
234	305	33	1
199	306	33	1
220	306	33	2
223	306	33	3
235	306	33	1
237	306	33	1
238	306	33	1
242	306	33	1
221	307	33	1
226	307	33	1
227	307	33	1
233	307	33	1
221	308	33	1
222	308	33	1
223	308	33	1
237	308	33	1
224	309	33	1
225	309	33	1
232	309	33	2
235	309	33	2
217	310	33	1
228	310	33	1
239	310	33	1
224	311	33	1
233	311	33	1
234	311	33	1
225	312	33	1
226	312	33	1
229	313	33	1
230	313	33	1
234	313	33	1
236	313	33	1
228	314	33	1
230	314	33	1
232	314	33	1
235	314	33	1
230	315	33	1
229	250	34	2
229	251	34	1
224	252	34	1
226	252	34	1
229	252	34	1
230	252	34	1
216	253	34	1
226	253	34	1
225	254	34	1
227	254	34	2
233	254	34	1
239	254	34	1
241	254	34	2
218	255	34	2
220	255	34	1
224	255	34	1
226	255	34	2
216	256	34	1
224	256	34	1
233	256	34	3
225	257	34	2
237	257	34	1
241	257	34	1
200	258	34	1
216	258	34	1
222	258	34	1
223	258	34	1
224	258	34	1
227	258	34	1
232	258	34	1
235	258	34	1
239	258	34	1
241	258	34	1
242	258	34	2
244	258	34	1
189	259	34	2
209	259	34	1
211	259	34	1
217	259	34	1
218	259	34	1
219	259	34	1
220	259	34	1
222	259	34	1
227	259	34	1
237	259	34	1
238	259	34	1
242	259	34	1
244	259	34	1
192	260	34	1
212	260	34	1
214	260	34	1
215	260	34	2
216	260	34	1
219	260	34	1
221	260	34	2
230	260	34	1
235	260	34	1
240	260	34	2
245	260	34	1
204	261	34	1
227	261	34	2
230	261	34	1
235	261	34	1
241	261	34	1
242	261	34	2
246	261	34	1
210	262	34	1
214	262	34	1
215	262	34	1
221	262	34	1
224	262	34	2
234	262	34	2
245	262	34	1
247	262	34	1
250	262	34	1
216	263	34	1
217	263	34	2
218	263	34	1
220	263	34	1
222	263	34	1
224	263	34	1
225	263	34	1
227	263	34	2
233	263	34	3
238	263	34	1
239	263	34	1
241	263	34	1
248	263	34	1
250	263	34	2
251	263	34	1
189	264	34	2
192	264	34	1
193	264	34	2
200	264	34	1
209	264	34	1
218	264	34	1
219	264	34	1
221	264	34	1
226	264	34	1
229	264	34	1
233	264	34	3
235	264	34	1
240	264	34	1
244	264	34	1
248	264	34	1
249	264	34	1
176	265	34	2
188	265	34	1
192	265	34	2
193	265	34	1
194	265	34	1
205	265	34	1
209	265	34	1
217	265	34	1
219	265	34	2
220	265	34	1
222	265	34	1
223	265	34	1
228	265	34	1
231	265	34	3
234	265	34	2
239	265	34	1
241	265	34	2
243	265	34	3
244	265	34	2
245	265	34	1
249	265	34	1
186	266	34	1
195	266	34	1
210	266	34	1
217	266	34	1
220	266	34	1
233	266	34	2
237	266	34	1
250	266	34	2
251	266	34	1
252	266	34	1
186	267	34	1
188	267	34	3
189	267	34	2
193	267	34	1
221	267	34	1
224	267	34	1
225	267	34	2
229	267	34	2
230	267	34	1
232	267	34	1
246	267	34	1
173	268	34	2
188	268	34	1
208	268	34	1
210	268	34	1
215	268	34	1
222	268	34	1
227	268	34	2
242	268	34	1
244	268	34	2
249	268	34	1
251	268	34	1
176	269	34	1
185	269	34	1
187	269	34	1
192	269	34	1
193	269	34	1
194	269	34	1
198	269	34	1
204	269	34	1
210	269	34	2
212	269	34	1
215	269	34	2
222	269	34	1
231	269	34	2
233	269	34	1
235	269	34	1
236	269	34	1
239	269	34	1
244	269	34	1
245	269	34	1
254	269	34	2
183	270	34	3
187	270	34	1
192	270	34	1
194	270	34	2
195	270	34	1
201	270	34	1
203	270	34	1
205	270	34	1
209	270	34	1
216	270	34	1
218	270	34	2
221	270	34	2
228	270	34	1
231	270	34	1
242	270	34	1
243	270	34	1
248	270	34	2
172	271	34	1
173	271	34	1
181	271	34	1
211	271	34	1
212	271	34	1
215	271	34	1
231	271	34	1
239	271	34	1
240	271	34	2
243	271	34	1
246	271	34	1
247	271	34	2
175	272	34	1
179	272	34	1
185	272	34	1
186	272	34	1
188	272	34	2
197	272	34	1
203	272	34	1
206	272	34	1
218	272	34	1
225	272	34	1
227	272	34	1
237	272	34	1
240	272	34	1
170	273	34	1
173	273	34	1
182	273	34	1
186	273	34	1
188	273	34	1
197	273	34	2
204	273	34	2
208	273	34	3
209	273	34	1
211	273	34	1
212	273	34	2
218	273	34	1
219	273	34	1
229	273	34	1
236	273	34	1
241	273	34	1
245	273	34	1
248	273	34	1
180	274	34	1
182	274	34	1
215	274	34	1
218	274	34	2
229	274	34	1
235	274	34	2
237	274	34	1
240	274	34	1
241	274	34	1
246	274	34	1
179	275	34	1
181	275	34	1
206	275	34	1
213	275	34	1
214	275	34	1
215	275	34	1
237	275	34	2
238	275	34	1
202	276	34	3
203	276	34	1
208	276	34	1
211	276	34	1
212	276	34	2
214	276	34	1
219	276	34	1
232	276	34	1
236	276	34	1
241	276	34	2
244	276	34	1
245	276	34	1
250	276	34	1
186	277	34	1
204	277	34	1
207	277	34	1
208	277	34	1
209	277	34	2
213	277	34	1
229	277	34	3
234	277	34	3
235	277	34	1
186	278	34	1
190	278	34	1
202	278	34	1
203	278	34	1
205	278	34	1
210	278	34	1
231	278	34	1
232	278	34	1
236	278	34	1
243	278	34	1
180	279	34	1
181	279	34	1
192	279	34	1
205	279	34	1
207	279	34	2
210	279	34	1
227	279	34	1
231	279	34	1
236	279	34	1
237	279	34	1
241	279	34	1
243	279	34	1
244	279	34	1
245	279	34	1
249	279	34	1
174	280	34	1
180	280	34	2
187	280	34	1
192	280	34	1
193	280	34	1
204	280	34	1
208	280	34	1
209	280	34	1
212	280	34	2
215	280	34	1
221	280	34	1
224	280	34	1
247	280	34	1
249	280	34	1
173	281	34	1
175	281	34	1
176	281	34	1
177	281	34	1
189	281	34	1
191	281	34	1
206	281	34	1
207	281	34	1
213	281	34	1
221	281	34	1
223	281	34	1
229	281	34	1
250	281	34	1
187	282	34	1
188	282	34	1
207	282	34	1
208	282	34	1
209	282	34	1
213	282	34	1
226	282	34	1
245	282	34	1
248	282	34	1
249	282	34	2
251	282	34	1
181	283	34	1
187	283	34	2
192	283	34	2
218	283	34	2
219	283	34	1
222	283	34	1
227	283	34	1
230	283	34	1
231	283	34	1
234	283	34	1
238	283	34	1
239	283	34	1
243	283	34	1
178	284	34	1
184	284	34	3
185	284	34	1
206	284	34	2
209	284	34	1
210	284	34	2
219	284	34	1
231	284	34	1
234	284	34	2
235	284	34	1
236	284	34	2
245	284	34	1
179	285	34	2
181	285	34	1
185	285	34	1
203	285	34	1
210	285	34	1
211	285	34	1
221	285	34	1
224	285	34	1
230	285	34	1
232	285	34	1
233	285	34	1
242	285	34	1
247	285	34	1
186	286	34	1
187	286	34	1
189	286	34	1
190	286	34	1
209	286	34	1
213	286	34	1
222	286	34	1
228	286	34	2
234	286	34	1
237	286	34	1
242	286	34	1
248	286	34	2
255	286	34	1
187	287	34	1
188	287	34	1
190	287	34	1
207	287	34	2
208	287	34	1
220	287	34	1
223	287	34	1
226	287	34	1
231	287	34	2
234	287	34	1
235	287	34	1
236	287	34	1
251	287	34	1
177	288	34	1
201	288	34	2
202	288	34	1
205	288	34	1
220	288	34	1
221	288	34	1
223	288	34	1
224	288	34	1
226	288	34	1
228	288	34	1
240	288	34	1
246	288	34	1
247	288	34	1
249	288	34	2
253	288	34	1
184	289	34	1
203	289	34	1
219	289	34	1
223	289	34	1
224	289	34	1
230	289	34	2
238	289	34	1
245	289	34	1
246	289	34	2
248	289	34	1
257	289	34	2
176	290	34	1
197	290	34	1
198	290	34	1
199	290	34	2
203	290	34	1
223	290	34	1
224	290	34	1
230	290	34	1
232	290	34	1
237	290	34	1
243	290	34	1
244	290	34	1
246	290	34	1
182	291	34	1
200	291	34	1
203	291	34	2
221	291	34	2
222	291	34	3
236	291	34	2
239	291	34	3
241	291	34	1
248	291	34	1
255	291	34	1
187	292	34	3
199	292	34	1
203	292	34	1
226	292	34	1
227	292	34	1
228	292	34	1
229	292	34	1
232	292	34	1
235	292	34	1
242	292	34	1
247	292	34	1
182	293	34	2
188	293	34	1
201	293	34	1
204	293	34	1
207	293	34	1
222	293	34	1
223	293	34	1
224	293	34	1
225	293	34	1
229	293	34	1
231	293	34	1
232	293	34	1
237	293	34	1
242	293	34	3
243	293	34	3
248	293	34	1
177	294	34	1
197	294	34	1
198	294	34	1
199	294	34	1
229	294	34	1
237	294	34	1
242	294	34	2
243	294	34	1
246	294	34	1
179	295	34	1
194	295	34	2
197	295	34	1
203	295	34	2
218	295	34	1
225	295	34	1
229	295	34	1
238	295	34	1
244	295	34	1
184	296	34	2
200	296	34	1
201	296	34	1
223	296	34	1
230	296	34	1
234	296	34	1
237	296	34	1
240	296	34	1
242	296	34	1
179	297	34	1
196	297	34	1
199	297	34	1
200	297	34	2
221	297	34	1
223	297	34	1
225	297	34	1
229	297	34	1
238	297	34	1
245	297	34	1
194	298	34	1
203	298	34	1
220	298	34	1
223	298	34	2
224	298	34	2
228	298	34	3
233	298	34	1
234	298	34	1
235	298	34	1
248	298	34	3
180	299	34	1
200	299	34	1
207	299	34	1
227	299	34	1
228	299	34	3
243	299	34	1
244	299	34	1
226	300	34	1
228	300	34	1
236	300	34	1
237	300	34	1
238	300	34	1
242	300	34	1
246	300	34	1
224	301	34	1
229	301	34	2
241	301	34	1
243	301	34	1
245	301	34	1
226	302	34	1
228	302	34	1
235	302	34	1
236	302	34	1
237	302	34	2
228	303	34	2
229	303	34	1
235	303	34	1
240	303	34	1
241	303	34	2
194	304	34	1
226	304	34	1
235	304	34	1
237	304	34	1
223	305	34	1
226	305	34	1
228	305	34	1
229	305	34	1
230	305	34	1
235	305	34	1
239	305	34	2
232	306	34	1
235	306	34	1
241	306	34	1
221	307	34	1
226	307	34	1
237	307	34	1
241	307	34	2
224	308	34	1
236	308	34	1
239	308	34	1
240	308	34	3
241	308	34	1
222	309	34	2
223	309	34	1
229	309	34	1
232	309	34	1
224	310	34	3
226	310	34	1
227	310	34	1
231	310	34	2
234	310	34	1
236	310	34	1
240	310	34	1
241	310	34	1
218	311	34	1
233	311	34	1
221	312	34	1
225	312	34	1
226	312	34	1
