x	y	z	Regulation of PTEN gene transcription
181	271	30	1
185	271	30	2
187	271	30	1
193	271	30	1
194	271	30	1
198	271	30	3
199	271	30	1
201	271	30	1
204	271	30	2
207	271	30	1
208	271	30	1
211	271	30	2
216	271	30	1
229	271	30	2
232	271	30	2
233	271	30	1
239	271	30	2
244	271	30	1
247	271	30	1
249	271	30	1
179	272	30	1
180	272	30	1
185	272	30	1
203	272	30	2
206	272	30	1
207	272	30	4
216	272	30	1
223	272	30	2
224	272	30	2
236	272	30	1
238	272	30	1
239	272	30	1
242	272	30	3
181	273	30	1
182	273	30	1
183	273	30	3
203	273	30	2
208	273	30	3
213	273	30	1
214	273	30	1
231	273	30	1
233	273	30	1
235	273	30	1
236	273	30	1
239	273	30	1
241	273	30	2
246	273	30	2
177	274	30	1
180	274	30	1
181	274	30	1
183	274	30	2
185	274	30	2
203	274	30	2
209	274	30	1
214	274	30	1
233	274	30	1
234	274	30	3
236	274	30	2
239	274	30	1
241	274	30	1
247	274	30	1
179	275	30	1
180	275	30	3
182	275	30	3
183	275	30	1
184	275	30	2
212	275	30	1
213	275	30	1
235	275	30	2
238	275	30	1
239	275	30	2
250	275	30	1
251	275	30	1
179	276	30	2
206	276	30	3
207	276	30	2
232	276	30	2
233	276	30	2
235	276	30	2
238	276	30	2
239	276	30	1
241	276	30	1
246	276	30	1
248	276	30	1
249	276	30	1
250	276	30	2
180	277	30	1
205	277	30	3
206	277	30	4
208	277	30	4
238	277	30	2
239	277	30	1
243	277	30	1
245	277	30	1
247	277	30	1
249	277	30	1
250	277	30	1
251	277	30	2
203	278	30	1
204	278	30	2
208	278	30	2
226	278	30	1
230	278	30	1
235	278	30	2
239	278	30	1
243	278	30	1
247	278	30	1
248	278	30	1
253	278	30	1
206	279	30	3
207	279	30	1
219	279	30	2
221	279	30	2
234	279	30	1
236	279	30	1
239	279	30	1
241	279	30	3
244	279	30	2
246	279	30	1
247	279	30	1
248	279	30	1
249	279	30	1
250	279	30	2
175	280	30	1
183	280	30	3
206	280	30	3
226	280	30	2
232	280	30	1
233	280	30	1
236	280	30	1
237	280	30	2
238	280	30	1
242	280	30	2
244	280	30	1
247	280	30	1
248	280	30	1
251	280	30	2
252	280	30	1
175	281	30	1
181	281	30	1
214	281	30	1
218	281	30	2
237	281	30	1
242	281	30	1
243	281	30	1
244	281	30	1
245	281	30	1
251	281	30	1
254	281	30	3
172	282	30	1
182	282	30	1
187	282	30	2
210	282	30	1
213	282	30	3
215	282	30	3
219	282	30	1
220	282	30	1
221	282	30	1
222	282	30	1
223	282	30	1
236	282	30	1
237	282	30	1
239	282	30	1
240	282	30	1
244	282	30	2
245	282	30	1
247	282	30	1
248	282	30	3
250	282	30	1
251	282	30	1
252	282	30	1
256	282	30	1
179	283	30	1
202	283	30	1
209	283	30	2
215	283	30	1
220	283	30	3
222	283	30	1
223	283	30	1
234	283	30	1
236	283	30	1
241	283	30	1
242	283	30	1
248	283	30	1
249	283	30	1
250	283	30	1
251	283	30	1
254	283	30	1
177	284	30	1
180	284	30	1
221	284	30	1
225	284	30	1
226	284	30	1
240	284	30	1
242	284	30	2
243	284	30	1
244	284	30	2
245	284	30	1
249	284	30	1
250	284	30	1
251	284	30	2
254	284	30	1
256	284	30	1
206	285	30	2
211	285	30	1
226	285	30	1
227	285	30	2
229	285	30	2
233	285	30	2
234	285	30	2
236	285	30	2
237	285	30	1
242	285	30	1
246	285	30	2
252	285	30	1
254	285	30	1
255	285	30	1
256	285	30	1
180	286	30	1
205	286	30	1
206	286	30	1
219	286	30	1
222	286	30	2
223	286	30	1
224	286	30	1
228	286	30	1
229	286	30	1
236	286	30	2
238	286	30	2
241	286	30	1
248	286	30	1
250	286	30	1
251	286	30	1
252	286	30	1
255	286	30	1
219	287	30	1
220	287	30	1
222	287	30	1
224	287	30	1
226	287	30	1
228	287	30	1
231	287	30	2
233	287	30	2
237	287.5	30.5	1
241	287	30	2
243	287	30	1
246	287	30	1
248	287	30	1
251	287	30	1
252	287	30	1
255	287	30	1
199	288	30	1
223	288	30	1
225	288	30	2
228	288	30	1
229	288	30	2
231	288	30	1
233	288	30	2
234	288	30	1
236	288	30	3
238	288	30	1
239	288	30	1
241	288	30	2
245	288	30	1
246	288	30	2
247	288	30	2
249	288	30	3
250	288	30	2
253	288	30	2
184	289	30	1
223	289	30	2
228	289	30	4
231	289	30	1
232	289	30	1
233	289	30	1
235	289	30	4
237	289	30	1
240	289	30	2
243	289	30	1
245	289	30	1
247	289	30	1
248	289	30	2
256	289	30	2
222	290	30	1
226	290	30	1
227	290	30	3
244	290	30	3
246	290	30	1
248	290	30	2
253	290	30	1
257	290	30	1
197	291	30	1
198	291	30	1
222	291	30	1
225	291	30	1
226	291	30	1
229	291	30	1
235	291	30	1
238	291	30	1
239	291	30	2
241	291	30	1
242	291	30	1
244	291	30	2
245	291	30	1
246	291	30	2
247	291	30	2
249	291	30	3
251	291	30	2
194	292	30	1
197	292	30	2
199	292	30	3
223	292	30	2
224	292	30	2
226	292	30	1
228	292	30	2
229	292	30	1
230	292	30	3
232	292	30	1
235	292	30	1
236	292	30	1
237	292	30	4
238	292	30	1
241	292	30	4
245	292	30	1
246	292	30	4
247	292	30	1
249	292	30	1
251	292	30	1
257	292	30	1
201	293	30	1
221	293	30	1
222	293	30	2
224	293	30	2
227	293	30	1
231	293	30	1
232	293	30	1
233	293	30	1
234	293	30	2
236	293	30	2
238	293	30	1
240	293	30	2
243	293	30	1
244	293	30	1
246	293	30	1
250	293	30	2
251	293	30	2
253	293	30	2
210	294	30	1
220	294	30	1
221	294	30	3
227	294	30	1
229	294	30	2
230	294	30	1
231	294	30	1
235	294	30	2
236	294	30	1
238	294	30	1
241	294	30	1
243	294	30	2
244	294	30	1
245	294	30	1
249	294	30	2
250	294	30	2
251	294	30	1
257	294	30	1
218	295	30	1
221	295	30	1
224	295	30	1
225	295	30	1
228	295	30	2
234	295	30	2
243	295	30	3
251	295	30	1
252	295	30	1
253	295	30	2
254	295	30	2
255	295	30	1
257	295	30	2
220	296	30	1
222	296	30	1
226	296	30	1
228	296	30	1
232	296	30	1
234	296	30	2
235	296	30	1
239	296	30	1
244	296	30	1
252	296	30	2
220	297	30	2
221	297	30	2
223	297	30	2
226	297	30	3
227	297	30	2
237	297	30	1
238	297	30	1
239	297	30	1
240	297	30	1
241	297	30	1
243	297	30	1
244	297	30	1
245	297	30	2
220	298	30	1
221	298	30	1
224	298	30	1
225	298	30	1
226	298	30	1
227	298	30	2
229	298	30	1
230	298	30	1
231	298	30	1
236	298	30	2
239	298	30	1
240	298	30	1
242	298	30	2
245	298	30	2
250	298	30	1
252	298	30	3
216	299	30	2
218	299	30	2
221	299	30	1
224	299	30	2
227	299	30	2
229	299	30	1
230	299	30	1
236	299	30	3
241	299	30	2
242	299	30	1
244	299	30	1
247	299	30	1
248	299	30	1
252	299	30	1
223	300	30	1
225	300	30	3
226	300	30	2
227	300	30	2
228	300	30	2
232	300	30	2
237	300	30	3
242	300	30	1
244	300	30	1
246	300	30	1
247	300	30	2
249	300	30	4
251	300	30	1
224	301	30	2
225	301	30	1
227	301	30	1
230	301	30	2
237	301	30	1
238	301	30	1
239	301	30	1
241	301	30	1
243	301	30	1
247	301	30	1
248	301	30	2
249	301	30	3
221	302	30	1
223	302	30	1
226	302	30	1
229	302	30	2
231	302	30	3
239	302	30	1
240	302	30	1
242	302	30	1
248	302	30	2
225	303	30	1
237	303	30	1
238	303	30	1
240	303	30	4
243	303	30	1
246	303	30	1
220	304	30	2
234	304	30	2
235	304	30	3
236	304	30	1
237	304	30	2
238	304	30	1
242	304	30	1
236	305	30	1
238	305	30	1
236	306	30	1
238	306	30	2
240	306	30	1
226	249	31	2
226	250	31	2
235	250	31	1
215	251	31	1
225	252	31	1
226	252	31	1
239	252	31	3
193	253	31	2
215	253	31	1
217	253	31	3
224	253	31	1
232	253	31	1
238	253	31	1
231	254	31	1
238	254	31	3
191	255	31	3
229	255	31	1
230	255	31	3
234	255	31	1
236	255	31	1
238	255	31	1
240	255	31	1
207	256	31	1
233	256	31	1
236	256	31	1
177	257	31	1
230	257	31	2
232	257	31	1
233	257	31	2
236	257	31	1
237	257	31	1
239	257	31	2
240	257	31	1
188	258	31	3
205	258	31	3
215	258	31	1
216	258	31	1
227	258	31	2
228	258	31	2
229	258	31	1
231	258	31	2
233	258	31	1
234	258	31	1
235	258	31	3
237	258	31	1
240	258	31	2
206	259	31	1
209	259	31	2
216	259	31	1
218	259	31	1
226	259	31	1
229	259	31	1
235	259	31	1
242	259	31	1
190	260	31	1
195	260	31	2
209	260	31	2
221	260	31	2
228	260	31	3
234	260	31	1
235	260	31	1
237	260	31	2
244	260	31	1
184	261	31	3
187	261	31	2
188	261	31	2
208	261	31	2
211	261	31	1
217	261	31	1
225	261	31	1
227	261	31	1
229	261	31	1
230	261	31	1
235	261	31	1
237	261	31	1
239	261	31	1
243	261	31	2
244	261	31	1
245	261	31	1
249	261	31	2
193	262	31	3
194	262	31	1
211	262	31	1
216	262	31	3
218	262	31	3
219	262	31	3
220	262	31	1
221	262	31	2
222	262	31	1
223	262	31	2
225	262	31	3
227	262	31	1
229	262	31	2
235	262	31	3
236	262	31	1
240	262	31	1
242	262	31	1
249	262	31	1
185	263	31	1
186	263	31	1
187	263	31	1
188	263	31	3
193	263	31	1
197	263	31	1
200	263	31	1
211	263	31	1
215	263	31	2
218	263	31	1
219	263	31	1
227	263	31	1
229	263	31	3
232	263	31	1
233	263	31	4
234	263	31	1
245	263	31	1
248	263	31	1
249	263	31	1
184	264	31	1
187	264	31	1
188	264	31	1
194	264	31	1
195	264	31	2
197	264	31	1
210	264	31	2
214	264	31	1
215	264	31	1
216	264	31	1
218	264	31	1
220	264	31	1
221	264	31	1
222	264	31	1
226	264	31	2
227	264	31	1
232	264	31	1
237	264	31	1
238	264	31	1
240	264	31	2
244	264	31	1
246	264	31	1
249	264	31	1
185	265	31	1
194	265	31	2
200	265	31	1
205	265	31	1
214	265	31	1
215	265	31	1
222	265	31	1
226	265	31	2
229	265	31	3
232	265	31	1
234	265	31	4
235	265	31	4
236	265	31	2
238	265	31	1
240	265	31	2
245	265	31	1
250	265	31	1
189	266	31	2
191	266	31	1
193	266	31	1
194	266	31	1
212	266	31	1
213	266	31	2
217	266	31	2
228	266	31	3
229	266	31	1
233	266	31	1
236	266	31	1
241	266	31	1
244	266	31	1
247	266	31	1
248	266	31	1
251	266	31	1
176	267	31	2
177	267	31	1
182	267	31	1
183	267	31	1
193	267	31	1
194	267	31	2
195	267	31	1
196	267	31	1
197	267	31	1
199	267	31	2
216	267	31	1
217	267	31	1
223	267	31	1
227	267	31	3
228	267	31	1
230	267	31	2
236	267	31	1
238	267	31	1
242	267	31	1
244	267	31	1
245	267	31	1
247	267	31	3
248	267	31	1
183	268	31	1
184	268	31	1
188	268	31	1
193	268	31	1
195	268	31	1
197	268	31	1
198	268	31	1
203	268	31	1
205	268	31	1
213	268	31	1
218	268	31	1
219	268	31	1
224	268	31	2
225	268	31	1
234	268	31	1
241	268	31	4
242	268	31	1
243	268	31	3
244	268	31	1
245	268	31	1
247	268	31	2
173	269	31	1
182	269	31	1
183	269	31	1
184	269	31	3
193	269	31	1
194	269	31	1
199	269	31	1
201	269	31	1
206	269	31	3
209	269	31	1
231	269	31	1
234	269	31	1
235	269	31	2
238	269	31	1
239	269	31	1
246	269	31	1
248	269	31	1
250	269	31	1
252	269	31	1
180	270	31	2
181	270	31	1
183	270	31	2
186	270	31	1
194	270	31	2
198	270	31	1
212	270	31	1
215	270	31	2
216	270	31	2
231	270	31	1
234	270	31	1
237	270	31	1
242	270	31	1
248	270	31	1
250	270	31	1
174	271	31	2
175	271	31	1
178	271	31	1
184	271	31	1
185	271	31	1
203	271	31	1
210	271	31	1
212	271	31	1
213	271	31	1
214	271	31	1
215	271	31	1
217	271	31	1
225	271	31	1
231	271	31	1
233	271	31	1
235	271	31	1
238	271	31	2
239	271	31	1
240	271	31	1
241	271	31	2
244	271	31	1
246	271	31	4
247	271	31	1
185	272	31	2
199	272	31	1
205	272	31	1
206	272	31	1
208	272	31	2
211	272	31	1
214	272	31	2
216	272	31	2
218	272	31	1
225	272	31	1
227	272	31	2
230	272	31	1
236	272	31	1
237	272	31	1
238	272	31	1
243	272	31	1
248	272	31	1
250	272	31	1
183	273	31	2
184	273	31	1
209	273	31	1
210	273	31	3
211	273	31	1
213	273	31	1
214	273	31	2
229	273	31	1
232	273	31	1
236	273	31	2
237	273	31	1
239	273	31	3
240	273	31	2
244	273	31	1
175	274	31	1
180	274	31	1
185	274	31	1
203	274	31	3
204	274	31	1
209	274	31	1
210	274	31	2
211	274	31	1
213	274	31	2
214	274	31	1
216	274	31	1
225	274	31	2
229	274	31	1
230	274	31	1
232	274	31	2
233	274	31	1
240	274	31	1
243	274	31	3
244	274	31	1
247	274	31	1
252	274	31	1
184	275	31	1
201	275	31	2
205	275	31	3
206	275	31	1
237	275	31	2
238	275	31	1
239	275	31	1
241	275	31	1
243	275	31	2
244	275	31	2
250	275	31	1
176	276	31	2
181	276	31	1
198	276	31	1
205	276	31	2
233	276	31	1
234	276	31	1
236	276	31	1
239	276	31	2
240	276	31	1
243	276	31	1
244	276	31	1
246	276	31	1
252	276	31	2
174	277	31	2
209	277	31	1
233	277	31	2
234	277	31	2
236	277	31	2
237	277	31	1
238	277	31	1
239	277	31	1
241	277	31	2
243	277	31	1
244	277	31	1
245	277	31	2
174	278	31	2
177	278	31	1
178	278	31	1
180	278	31	1
204	278	31	3
205	278	31	1
206	278	31	2
224	278	31	1
237	278	31	1
240	278	31	1
244	278	31	2
245	278	31	1
246	278	31	1
247	278	31	1
249	278	31	1
175	279	31	1
178	279	31	1
205	279	31	2
206	279	31	1
208	279	31	1
216	279	31	1
219	279	31	1
234	279	31	1
235	279	31	1
236	279	31	1
237	279	31	3
238	279	31	2
242	279	31	1
243	279	31	2
245	279	31	2
246	279	31	1
247	279	31	1
249	279	31	1
254	279	31	1
205	280	31	2
217	280	31	2
219	280	31	1
221	280	31	2
232	280	31	1
235	280	31	2
236	280	31	1
246	280	31	3
176	281	31	1
181	281	31	3
210	281	31	2
219	281	31	1
220	281	31	1
224	281	31	1
228	281	31	1
233	281	31	4
234	281	31	1
235	281	31	1
237	281	31	2
240	281	31	1
241	281	31	1
243	281	31	1
244	281	31	3
248	281	31	1
251	281	31	2
254	281	31	2
173	282	31	1
175	282	31	2
179	282	31	2
181	282	31	1
206	282	31	2
220	282	31	3
221	282	31	1
223	282	31	1
231	282	31	1
232	282	31	2
233	282	31	1
235	282	31	1
239	282	31	1
240	282	31	2
241	282	31	2
244	282	31	4
246	282	31	1
250	282	31	2
252	282	31	1
253	282	31	1
254	282	31	1
256	282	31	3
176	283	31	1
179	283	31	1
181	283	31	3
182	283	31	1
218	283	31	2
219	283	31	1
221	283	31	2
224	283	31	1
230	283	31	1
231	283	31	1
232	283	31	2
234	283	31	1
235	283	31	2
236	283	31	1
241	283	31	1
242	283	31	1
243	283	31	1
251	283	31	2
252	283	31	2
175	284	31	1
176	284	31	1
177	284	31	2
180	284	31	2
209	284	31	1
219	284	31	1
224	284	31	2
231	284	31	1
235	284	31	1
237	284	31	1
239	284	31	2
250	284	31	1
256	284	31	1
257	284	31	1
173	285	31	3
178	285	31	3
179	285	31	2
183	285	31	2
219	285	31	1
220	285	31	1
223	285	31	1
225	285	31	2
231	285	31	2
233	285	31	1
234	285	31	1
235	285	31	1
236	285	31	1
240	285	31	1
243	285	31	2
244	285	31	1
245	285	31	1
247	285	31	2
248	285	31	2
250	285	31	3
251	285	31	1
253	285	31	1
255	285	31	2
178	286	31	2
180	286	31	1
204	286	31	2
218	286	31	1
219	286	31	1
220	286	31	2
221	286	31	1
222	286	31	1
227	286	31	1
231	286	31	1
237	286	31	2
244	286	31	1
249	286	31	1
252	286	31	1
187	287	31	1
219	287	31	3
220	287	31	2
222	287	31	1
223	287	31	1
225	287	31	2
226	287	31	3
227	287	31	5
228	287	31	1
229	287	31	2
230	287	31	2
231	287	31	1
234	287	31	2
236	287	31	2
237	287	31	1
240	287	31	1
241	287	31	1
243	287	31	1
244	287	31	1
251	287	31	1
252	287	31	2
253	287	31	1
256	287	31	1
186	288	31	1
187	288	31	1
220	288	31	1
221	288	31	1
222	288	31	1
226	288	31	1
228	288	31	1
230	288	31	1
233	288	31	2
242	288	31	1
244	288	31	2
245	288	31	3
247	288	31	1
249	288	31	1
251	288	31	1
253	288	31	1
200	289	31	2
205	289	31	1
221	289	31	1
224	289	31	1
227	289	31	1
228	289	31	1
231	289	31	1
237	289	31	1
238	289	31	1
242	289	31	1
246	289	31	1
247	289	31	2
250	289	31	1
221	290	31	2
222	290	31	1
225	290	31	1
226	290	31	1
227	290	31	3
230	290	31	1
232	290	31	1
235	290	31	1
237	290	31	2
241	290	31	1
242	290	31	1
246	290	31	1
247	290	31	2
248	290	31	2
250	290	31	2
222	291	31	1
226	291	31	1
227	291	31	1
228	291	31	1
231	291	31	1
237	291	31	1
238	291	31	1
240	291	31	1
241	291	31	1
242	291	31	1
244	291	31	1
245	291	31	1
248	291	31	2
249	291	31	1
254	291	31	2
255	291	31	2
197	292	31	1
198	292	31	1
221	292	31	1
222	292	31	1
226	292	31	1
227	292	31	1
235	292	31	2
236	292	31	1
238	292	31	1
242	292	31	1
243	292	31	1
247	292	31	1
250	292	31	1
256	292	31	2
257	292	31	1
221	293	31	1
222	293	31	1
223	293	31	1
225	293	31	1
228	293	31	1
229	293	31	1
230	293	31	2
232	293	31	1
233	293	31	4
239	293	31	1
242	293	31	1
246	293	31	2
247	293	31	1
256	293	31	1
221	294	31	1
222	294	31	1
224	294	31	1
225	294	31	1
226	294	31	2
227	294	31	1
228	294	31	3
230	294	31	1
233	294	31	4
235	294	31	2
242	294	31	2
244	294	31	1
246	294	31	1
247	294	31	1
250	294	31	1
251	294	31	2
253	294	31	1
198	295	31	4
202	295	31	1
220	295	31	4
223	295	31	2
226	295	31	1
228	295	31	2
231	295	31	1
234	295	31	1
235	295	31	3
241	295	31	1
242	295	31	2
243	295	31	1
244	295	31	1
248	295	31	1
249	295	31	3
252	295	31	1
255	295	31	1
257	295	31	3
188	296	31	1
200	296	31	1
215	296	31	2
223	296	31	1
224	296	31	1
225	296	31	2
228	296	31	1
231	296	31	1
242	296	31	3
245	296	31	1
248	296	31	1
250	296	31	1
252	296	31	4
195	297	31	1
223	297	31	1
227	297	31	1
231	297	31	2
234	297	31	2
235	297	31	4
239	297	31	1
248	297	31	1
255	297	31	1
196	298	31	1
205	298	31	1
224	298	31	1
226	298	31	2
228	298	31	2
235	298	31	1
238	298	31	1
248	298	31	1
249	298	31	1
250	298	31	2
251	298	31	2
252	298	31	1
253	298	31	2
221	299	31	1
224	299	31	1
230	299	31	1
232	299	31	2
236	299	31	2
243	299	31	2
245	299	31	2
247	299	31	1
218	300	31	1
224	300	31	2
226	300	31	1
228	300	31	1
235	300	31	1
236	300	31	1
237	300	31	2
241	300	31	1
244	300	31	3
216	301	31	2
221	301	31	1
224	301	31	2
225	301	31	1
226	301	31	1
228	301	31	3
229	301	31	1
230	301	31	1
234	301	31	2
237	301	31	1
241	301	31	1
242	301	31	2
243	301	31	2
249	301	31	1
220	302	31	1
223	302	31	2
224	302	31	1
226	302	31	4
236	302	31	1
239	302	31	1
242	302	31	2
244	302	31	3
245	302	31	4
247	302	31	2
248	302	31	2
223	303	31	2
231	303	31	3
232	303	31	1
234	303	31	1
236	303	31	1
237	303	31	1
239	303	31	1
242	303	31	1
243	303	31	3
244	303	31	4
245	303	31	1
246	303	31	1
235	304	31	4
237	304	31	2
243	304	31	1
244	304	31	1
224	305	31	3
237	305	31	1
242	305	31	1
223	306	31	1
231	306	31	2
223	307	31	3
224	307	31	2
234	307	31	1
237	307	31	2
223	308	31	2
226	250	32	1
231	250	32	1
215	251	32	1
226	251	32	2
227	251	32	1
214	252	32	1
216	252	32	2
226	252	32	2
227	252	32	1
193	253	32	2
214	253	32	2
215	253	32	2
216	253	32	2
217	253	32	1
218	253	32	3
221	253	32	1
223	253	32	1
225	253	32	1
227	253	32	4
229	253	32	1
231	253	32	1
232	253	32	1
240	253	32	1
223	254	32	3
226	254	32	1
227	254	32	3
228	254	32	1
235	254	32	1
236	254	32	1
239	254	32	2
216	255	32	1
217	255	32	1
219	255	32	2
221	255	32	3
227	255	32	1
228	255	32	2
232	255	32	1
235	255	32	2
237	255	32	2
238	255	32	2
240	255	32	1
216	256	32	2
227	256	32	4
229	256	32	1
232	256	32	3
236	256	32	2
240	256	32	4
192	257	32	3
202	257	32	2
203	257	32	1
208	257	32	1
209	257	32	1
210	257	32	2
229	257	32	1
240	257	32	1
182	258	32	2
192	258	32	1
193	258	32	1
214	258	32	1
216	258	32	1
217	258	32	1
218	258	32	4
219	258	32	1
220	258	32	1
226	258	32	1
228	258	32	1
230	258	32	3
231	258	32	1
232	258	32	1
237	258	32	1
239	258	32	1
240	258	32	2
188	259	32	2
192	259	32	2
193	259	32	2
201	259	32	2
207	259	32	1
209	259	32	2
211	259	32	1
213	259	32	2
214	259	32	2
217	259	32	3
219	259	32	2
220	259	32	1
222	259	32	1
229	259	32	1
237	259	32	1
240	259	32	2
243	259	32	1
244	259	32	1
247	259	32	2
182	260	32	1
210	260	32	2
220	260	32	2
222	260	32	1
228	260	32	1
230	260	32	1
235	260	32	1
238	260	32	1
243	260	32	1
244	260	32	1
246	260	32	1
195	261	32	4
210	261	32	1
211	261	32	1
212	261	32	3
215	261	32	1
216	261	32	2
217	261	32	2
218	261	32	1
219	261	32	2
220	261	32	2
224	261	32	2
225	261	32	1
228	261	32	1
229	261	32	3
230	261	32	2
231	261	32	2
237	261	32	1
238	261	32	3
239	261	32	2
242	261	32	2
244	261	32	1
245	261	32	1
246	261	32	2
186	262	32	1
194	262	32	1
196	262	32	1
203	262	32	3
207	262	32	1
215.5	262.5	32.5	1
217	262	32	1
224	262	32	1
225	262	32	1
231	262	32	1
233	262	32	1
235	262	32	1
236	262	32	1
240	262	32	1
243	262	32	1
245	262	32	1
247	262	32	1
248	262	32	1
184	263	32	1
194	263	32	1
204	263	32	1
212	263	32	1
215	263	32	1
218	263	32	1
220	263	32	2
222	263	32	1
224	263	32	2
225	263	32	1
226	263	32	1
233	263	32	1
241	263	32	2
242	263	32	1
243	263	32	2
245	263	32	1
246	263	32	1
247	263	32	2
249	263	32	1
186	264	32	1
191	264	32	1
192	264	32	2
194	264	32	1
199	264	32	1
200	264	32	2
204	264	32	1
212	264	32	1
215	264	32	2
222	264	32	2
223	264	32	1
231	264	32	1
233	264	32	1
236	264	32	2
238	264	32	1
240	264	32	1
244	264	32	2
245	264	32	2
246	264	32	1
250	264	32	3
185	265	32	1
189	265	32	1
194	265	32	2
195	265	32	2
196	265	32	1
203	265	32	2
204	265	32	3
206	265	32	1
211	265	32	4
212	265	32	1
216	265	32	3
220	265	32	2
222	265	32	1
229	265	32	1
230	265	32	1
231	265	32	2
232	265	32	2
233	265	32	3
238	265	32	1
243	265	32	2
244	265	32	1
248	265	32	1
249	265	32	1
251	265	32	1
178	266	32	1
188	266	32	3
194	266	32	1
195	266	32	1
197	266	32	1
212	266	32	1
214	266	32	2
217	266	32	2
220	266	32	1
221	266	32	2
222	266	32	4
232	266	32	2
234	266	32	3
241	266	32	1
243	266	32	1
248	266	32	4
251	266	32	3
182	267	32	1
186	267	32	2
188	267	32	2
191	267	32	2
192	267	32	1
193	267	32	1
194	267	32	1
196	267	32	1
208	267	32	1
214	267	32	1
216	267	32	1
219	267	32	2
222	267	32	1
225	267	32	1
229	267	32	1
230	267	32	2
233	267	32	2
237	267	32	1
238	267	32	2
239	267	32	1
240	267	32	2
246	267	32	2
247	267	32	3
248	267	32	1
249	267	32	1
252	267	32	2
183	268	32	2
186	268	32	1
188	268	32	1
189	268	32	2
195	268	32	1
198	268	32	1
206	268	32	1
207	268	32	1
211	268	32	1
212	268	32	2
213	268	32	1
214	268	32	1
215	268	32	2
216	268	32	1
220	268	32	1
228	268	32	1
231	268	32	2
239	268	32	1
245	268	32	2
247	268	32	1
248	268	32	2
252	268	32	1
253	268	32	2
175	269	32	1
177	269	32	1
182	269	32	1
187	269	32	1
191	269	32	1
193	269	32	2
194	269	32	2
196	269	32	1
204	269	32	2
211	269	32	1
213	269	32	1
214	269	32	1
222	269	32	2
223	269	32	1
228	269	32	2
232	269	32	1
238	269	32	2
241	269	32	2
242	269	32	1
243	269	32	1
244	269	32	1
245	269	32	1
246	269	32	2
250	269	32	2
252	269	32	1
172	270	32	2
173	270	32	1
174	270	32	1
181	270	32	1
195	270	32	1
196	270	32	1
197	270	32	1
200	270	32	2
203	270	32	1
206	270	32	1
210	270	32	2
212	270	32	1
214	270	32	1
216	270	32	2
222	270	32	2
227	270	32	1
231	270	32	1
232	270	32	1
233	270	32	3
234	270	32	1
241	270	32	2
243	270	32	1
244	270	32	2
247	270	32	4
249	270	32	3
250	270	32	3
174	271	32	3
175	271	32	1
183	271	32	1
186	271	32	1
188	271	32	1
207	271	32	1
210	271	32	1
211	271	32	1
213	271	32	1
214	271	32	1
216	271	32	3
227	271	32	1
228	271	32	1
231	271	32	1
233	271	32	1
234	271	32	1
237	271	32	1
239	271	32	1
241	271	32	1
243	271	32	3
244	271	32	1
247	271	32	1
249	271	32	5
251	271	32	2
173	272	32	1
175	272	32	1
176	272	32	1
177	272	32	2
182	272	32	1
183	272	32	2
185	272	32	1
186	272	32	2
198	272	32	1
200	272	32	1
201	272	32	1
202	272	32	3
203	272	32	1
207	272	32	2
208	272	32	1
209	272	32	2
210	272	32	1
212	272	32	2
216	272	32	2
226	272	32	1
227	272	32	2
234	272	32	2
235	272	32	2
238	272	32	1
244	272	32	2
245	272	32	2
250	272	32	2
251	272	32	2
255	272	32	2
174	273	32	1
181	273	32	2
182	273	32	2
183	273	32	1
186	273	32	3
205	273	32	2
206	273	32	2
207	273	32	1
208	273	32	2
209	273	32	1
210	273	32	2
212	273	32	1
213	273	32	2
214	273	32	1
215	273	32	1
228	273	32	2
229	273	32	1
234	273	32	3
236	273	32	2
239	273	32	1
240	273	32	1
245	273	32	1
246	273	32	1
249	273	32	1
250	273	32	1
254	273	32	3
172	274	32	1
173	274	32	1
179	274	32	1
203	274	32	1
207	274	32	1
208	274	32	2
210	274	32	2
211	274	32	1
213	274	32	1
214	274	32	1
215	274	32	1
238	274	32	2
240	274	32	2
243	274	32	1
244	274	32	1
250	274	32	1
181	275	32	3
183	275	32	1
184	275	32	1
203	275	32	1
208	275	32	3
211	275	32	1
214	275	32	2
215	275	32	3
226	275	32	1
237	275	32	1
238	275	32	1
240	275	32	1
249	275	32	2
250	275	32	2
252	275	32	1
174	276	32	2
205	276	32	2
206	276	32	1
210	276	32	1
215	276	32	1
233	276	32	2
235	276	32	1
236	276	32	1
238	276	32	1
239	276	32	1
241	276	32	1
242	276	32	1
246	276	32	2
214	277	32	1
224	277	32	1
236	277	32	1
237	277	32	3
240	277	32	1
241	277	32	1
242	277	32	2
244	277	32	2
176	278	32	1
204	278	32	2
220	278	32	1
224	278	32	1
235	278	32	2
237	278	32	1
239	278	32	1
244	278	32	2
245	278	32	2
249	278	32	1
175	279	32	1
178	279	32	1
205	279	32	1
214	279	32	1
220	279	32	1
223	279	32	2
236	279	32	1
240	279	32	1
243	279	32	1
244	279	32	1
245	279	32	1
246	279	32	3
250	279	32	1
174	280	32	1
175	280	32	2
176	280	32	2
177	280	32	1
178	280	32	1
180	280	32	2
208	280	32	1
217	280	32	1
219	280	32	1
220	280	32	3
222	280	32	1
232	280	32	1
237	280	32	1
238	280	32	2
239	280	32	2
240	280	32	1
241	280	32	1
242	280	32	2
248	280	32	2
249	280	32	1
251	280	32	1
