x	y	z	Transcription of E2F targets under negative control by DREAM complex
242	308	33	1
221	309	33	1
222	309	33	1
225	309	33	3
234	309	33	1
235	309	33	1
237	309	33	1
217	310	33	1
224	310	33	1
233	310	33	1
239	310	33	1
227	311	33	1
222	312	33	1
226	312	33	1
228	313	33	1
234	313	33	1
237	313	33	1
230	314	33	1
227	252	34	2
232	253	34	1
217	254	34	1
225	254	34	1
220	255	34	1
221	255	34	1
190	256	34	1
226	256	34	1
237	256	34	1
217	257	34	1
242	257	34	1
218	258	34	1
220	258	34	1
223	258	34	1
225	258	34	1
233	258	34	2
209	259	34	1
228	259	34	1
238	259	34	1
211	260	34	1
215	260	34	1
219	260	34	1
235	260	34	2
237	260	34	2
190	261	34	1
211	261	34	1
227	261	34	1
232	261	34	2
241	261	34	1
246	261	34	1
214	262	34	1
219	262	34	1
221	262	34	1
223	262	34	1
226	262	34	1
228	262	34	1
229	262	34	1
242	262	34	1
204	263	34	1
216	263	34	1
217	263	34	1
219	263	34	1
224	263	34	1
227	263	34	1
229	263	34	1
233	263	34	1
234	263	34	1
236	263	34	1
237	263	34	1
240	263	34	1
248	263	34	1
250	263	34	1
252	263	34	1
193	264	34	1
202	264	34	1
205	264	34	1
222	264	34	1
223	264	34	1
228	264	34	1
233	264	34	2
237	264	34	2
189	265	34	1
192	265	34	1
194	265	34	1
204	265	34	1
217	265	34	1
222	265	34	1
234	265	34	1
245	265	34	1
248	265	34	1
178	266	34	1
209	266	34	1
225	266	34	1
238	266	34	1
241	266	34	1
206	267	34	1
209	267	34	1
217	267	34	1
228	267	34	1
229	267	34	1
243	267	34	1
245	267	34	1
189	268	34	1
191	268	34	1
218	268	34	1
227	268	34	1
240	268	34	1
249	268	34	1
176	269	34	1
184	269	34	1
196	269	34	1
218	269	34	1
222	269	34	1
250	269	34	1
251	269	34	1
252	269	34	1
175	270	34	1
179	270	34	1
185	270	34	1
187	270	34	2
192	270	34	1
195	270	34	1
206	270	34	1
218	270	34	1
223	270	34	3
228	270	34	1
239	270	34	1
243	270	34	1
172	271	34	2
211	271	34	1
218	271	34	1
221	271	34	1
230	271	34	1
173	272	34	1
185	272	34	1
205	272	34	1
206	272	34	1
207	272	34	1
212	272	34	1
218	272	34	1
225	272	34	1
227	272	34	1
229	272	34	1
237	272	34	1
238	272	34	1
239	272	34	1
173	273	34	1
203	273	34	1
207	273	34	1
211	273	34	1
212	273	34	1
233	273	34	1
243	273	34	1
176	274	34	1
187	274	34	1
206	274	34	1
216	274	34	1
229	274	34	1
235	274	34	1
246	274	34	1
250	274	34	1
176	275	34	1
181	275	34	1
206	275	34	2
219	275	34	2
226	275	34	2
175	276	34	1
177	276	34	1
209	276	34	1
229	276	34	1
242	276	34	1
244	276	34	2
184	277	34	1
202	277	34	1
208	277	34	1
209	277	34	1
229	277	34	1
235	277	34	1
205	278	34	1
208	278	34	1
211	278	34	1
214	278	34	2
226	278	34	1
232	278	34	1
244	278	34	1
176	279	34	1
205	279	34	1
214	279	34	1
242	279	34	2
243	279	34	1
249	279	34	1
178	280	34	1
181	280	34	2
206	280	34	1
208	280	34	1
235	280	34	1
242	280	34	1
245	280	34	1
246	280	34	1
249	280	34	1
222	281	34	1
223	281	34	1
228	281	34	1
232	281	34	1
175	282	34	1
181	282	34	1
182	282	34	1
190	282	34	1
206	282	34	1
210	282	34	1
230	282	34	1
235	282	34	1
179	283	34	1
187	283	34	1
192	283	34	1
210	283	34	1
218	283	34	2
226	283	34	1
243	283	34	1
245	283	34	1
251	283	34	1
184	284	34	1
186	284	34	1
191	284	34	1
206	284	34	1
207	284	34	1
210	284	34	1
215	284	34	1
219	284	34	1
222	284	34	1
237	284	34	1
238	284	34	1
177	285	34	1
206	285	34	1
208	285	34	1
223	285	34	1
230	285	34	1
242	285	34	1
243	285	34	1
187	286	34	1
203	286	34	1
226	286	34	2
227	286	34	1
229	286	34	1
237	286	34	1
240	286	34	1
247	286	34	1
208	287	34	1
223	287	34	1
233	287	34	1
234	287	34	1
186	288	34	1
221	288	34	1
227	288	34	1
233	288	34	1
235	288	34	1
246	288	34	1
247	288	34	1
203	289	34	1
219	289	34	2
232	289	34	1
238	289	34	1
242	289	34	1
248	289	34	1
257	289	34	1
223	290	34	1
232	291	34	1
242	291	34	1
225	292	34	1
235	292	34	1
236	292	34	1
242	292	34	1
194	293	34	1
205	293	34	1
227	293	34	1
238	293	34	1
243	293	34	1
244	293	34	1
177	294	34	1
197	294	34	1
217	294	34	1
220	294	34	1
194	295	34	1
202	295	34	1
204	295	34	1
225	295	34	1
233	295	34	1
222	296	34	1
223	296	34	1
237	296	34	1
238	296	34	1
194	297	34	1
199	297	34	1
220	297	34	2
233	297	34	2
234	297	34	1
223	298	34	1
224	298	34	1
235	298	34	1
236	298	34	1
180	299	34	1
207	299	34	1
228	299	34	1
229	299	34	1
241	299	34	1
224	300	34	2
237	300	34	1
243	300	34	1
196	301	34	1
233	301	34	1
242	301	34	1
243	301	34	1
223	302	34	1
228	302	34	1
230	302	34	1
233	303	34	1
236	303	34	1
241	304	34	1
199	305	34	1
228	305	34	1
229	305	34	1
232	305	34	2
235	305	34	1
240	305	34	1
223	306	34	1
228	306	34	1
230	306	34	1
236	306	34	1
201	307	34	1
221	307	34	1
223	307	34	1
232	307	34	1
234	307	34	1
240	307	34	1
242	307	34	1
227	308	34	1
220	309	34	1
225	309	34	1
234	309	34	2
222	310	34	1
230	310	34	1
218	311	34	1
224	311	34	1
235	311	34	1
216	312	34	1
225	312	34	1
227	313	34	1
233	313	34	1
235	313	34	1
226	314	34	1
228	314	34	1
230	315	34	1
232	317	34	1
219	253	35	1
219	254	35	1
224	254	35	1
227	254	35	1
235	254	35	1
230	255	35	1
223	256	35	2
228	256	35	1
240	256	35	1
241	256	35	1
218	257	35	1
223	257	35	2
224	257	35	1
240	257	35	2
203	258	35	1
216	258	35	2
221	258	35	1
225	258	35	1
230	258	35	1
234	258	35	1
239	258	35	1
244	258	35	1
217	259	35	1
218	259	35	1
223	259	35	1
228	259	35	1
240	259	35	1
242	259	35	1
244	259	35	1
191	260	35	1
222	260	35	1
229	260	35	1
235	260	35	1
189	261	35	1
194	261	35	1
212	261	35	1
213	261	35	2
215	261	35	1
220	261	35	1
228	261	35	1
236	261	35	1
243	261	35	1
219	262	35	1
220	262	35	1
224	262	35	1
230	262	35	1
232	262	35	1
233	262	35	2
240	262	35	1
205	263	35	1
216	263	35	1
230	263	35	2
234	263	35	1
245	263	35	1
250	263	35	1
209	264	35	1
212	264	35	1
214	264	35	1
218	264	35	2
228	264	35	1
231	264	35	1
233	264	35	1
237	264	35	1
238	264	35	1
243	264	35	1
249	264	35	1
184	265	35	1
189	265	35	1
204	265	35	1
205	265	35	1
219	265	35	1
223	265	35	1
205	266	35	1
233	266	35	1
234	266	35	1
239	266	35	1
240	266	35	1
247	266	35	1
250	266	35	1
176	267	35	1
184	267	35	1
191	267	35	1
194	267	35	1
207	267	35	1
214	267	35	1
217	267	35	1
223	267	35	1
226	267	35	1
233	267	35	2
250	267	35	1
195	268	35	1
217	268	35	1
218	268	35	1
229	268	35	1
239	268	35	1
240	268	35	1
245	268	35	1
247	268	35	1
250	268	35	1
172	269	35	1
176	269	35	1
181	269	35	2
202	269	35	1
216	269	35	1
224	269	35	1
235	269	35	1
249	269	35	1
179	270	35	1
195	270	35	1
212	270	35	1
227	270	35	1
231	270	35	2
235	270	35	1
236	270	35	1
239	270	35	1
246	270	35	1
247	270	35	1
248	270	35	1
250	270	35	1
173	271	35	1
188	271	35	1
190	271	35	1
198	271	35	1
207	271	35	1
228	271	35	1
231	271	35	1
238	271	35	1
243	271	35	1
245	271	35	1
250	271	35	1
183	272	35	1
205	272	35	2
208	272	35	1
213	272	35	1
239	272	35	1
183	273	35	3
205	273	35	1
206	273	35	1
208	273	35	1
228	273	35	1
231	273	35	1
241	273	35	1
250	273	35	1
201	274	35	2
204	274	35	1
231	274	35	2
234	274	35	1
244	274	35	1
186	275	35	1
191	275	35	1
213	275	35	1
220	275	35	1
239	275	35	1
242	275	35	1
245	275	35	1
177	276	35	1
186	276	35	1
204	276	35	1
217	276	35	1
237	276	35	1
240	276	35	1
243	276	35	1
244	276	35	2
182	277	35	2
206	277	35	1
210	277	35	1
215	277	35	1
219	277	35	1
244	277	35	1
178	278	35	1
179	278	35	1
190	278	35	1
195	278	35	1
224	278	35	1
229	278	35	1
231	278	35	1
233	278	35	1
194	279	35	1
204	279	35	1
211	279	35	1
236	279	35	3
203	280	35	1
210	280	35	1
238	280	35	1
248	280	35	1
216	281	35	1
219	281	35	1
221	281	35	1
223	281	35	1
226	281	35	2
229	281	35	1
187	282	35	1
190	282	35	1
221	282	35	1
231	282	35	1
183	283	35	1
203	283	35	1
207	283	35	1
211	283	35	2
220	283	35	1
226	283	35	1
232	283	35	1
245	283	35	1
209	284	35	1
229	284	35	1
241	284	35	1
180	285	35	1
187	285	35	1
198	285	35	2
200	285	35	1
205	285	35	2
217	285	35	1
220	285	35	1
230	285	35	1
185	286	35	1
202	286	35	1
219	286	35	1
220	286	35	1
234	286	35	1
243	286	35	1
246	286	35	1
200	287	35	1
205	287	35	2
224	287	35	1
246	287	35	1
187	288	35	1
195	288	35	1
200	288	35	1
236	288	35	1
238	288	35	1
175	289	35	1
193	289	35	1
226	289	35	1
228	289	35	1
241	289	35	1
250	289	35	2
187	290	35	2
195	290	35	1
198	290	35	1
204	290	35	1
205	290	35	1
206	290	35	1
220	290	35	1
231	290	35	1
232	290	35	1
242	290	35	1
183	291	35	1
196	291	35	1
201	291	35	1
202	291	35	1
224	291	35	1
229	291	35	1
231	291	35	1
237	291	35	1
242	291	35	1
182	292	35	1
201	292	35	1
204	292	35	1
222	292	35	2
235	292	35	1
181	293	35	1
196	293	35	2
223	293	35	2
235	293	35	2
236	293	35	1
183	294	35	1
190	294	35	1
218	294	35	1
222	294	35	1
244	294	35	1
184	295	35	1
204	295	35	1
220	295	35	1
223	295	35	1
224	295	35	1
227	295	35	1
236	295	35	1
244	295	35	1
249	295	35	1
197	296	35	1
204	296	35	1
228	296	35	1
229	296	35	1
241	296	35	2
242	296	35	1
243	296	35	1
225	297	35	1
228	297	35	1
237	297	35	1
191	298	35	2
197	298	35	1
219	298	35	1
221	298	35	1
228	298	35	1
234	298	35	1
239	298	35	1
241	298	35	1
246	298	35	2
195	299	35	2
202	299	35	1
194	300	35	1
208	300	35	1
224	300	35	1
228	300	35	1
241	300	35	1
231	301	35	1
241	301	35	1
244	301	35	2
199	302	35	1
200	302	35	1
225	302	35	1
228	302	35	1
234	302	35	1
238	302	35	1
244	302	35	1
226	303	35	1
230	303	35	2
242	303	35	1
232	304	35	1
207	305	35	1
229	305	35	1
230	305	35	1
235	305	35	1
237	305	35	1
238	305	35	1
240	305	35	1
229	306	35	1
242	306	35	1
195	307	35	1
224	307	35	1
233	307	35	1
237	307	35	1
203	308	35	1
221	308	35	1
228	308	35	1
231	308	35	1
229	309	35	1
237	309	35	1
220	310	35	1
231	310	35	1
235	310	35	1
224	311	35	2
228	311	35	1
237	311	35	1
214	312	35	1
217	312	35	1
225	312	35	2
217	313	35	1
228	313	35	1
235	313	35	1
237	313	35	1
238	313	35	1
227	314	35	1
233	314	35	1
235	314	35	1
237	314	35	1
226	315	35	1
210	316	35	3
236	316	35	1
212	318	35	1
233	318	35	1
232	319	35	1
240	319	35	1
222	253	36	2
225	253	36	1
225	256	36	1
221	258	36	1
223	258	36	1
229	258	36	2
231	258	36	1
224	259	36	1
226	259	36	1
227	259	36	1
230	259	36	1
217	260	36	1
240	260	36	1
211	261	36	1
220	261	36	1
227	261	36	1
239	261	36	1
223	262	36	1
238	262	36	1
225	263	36	1
233	263	36	1
236	263	36	1
237	263	36	1
245	263	36	1
191	264	36	1
209	264	36	1
223	264	36	1
225	264	36	2
230	264	36	1
233	264	36	1
185	265	36	1
191	265	36	1
194	265	36	1
196	265	36	1
211	265	36	1
222	265	36	1
232	265	36	2
234	265	36	1
243	265	36	1
247	265	36	1
193	266	36	1
195	266	36	1
207	266	36	1
211	266	36	1
220	266	36	1
221	266	36	1
222	266	36	1
223	266	36	1
228	266	36	2
229	266	36	1
231	266	36	1
232	266	36	1
235	266	36	1
237	266	36	1
189	267	36	1
221	267	36	1
233	267	36	1
240	267	36	1
189	268	36	1
215	268	36	1
234	268	36	1
247	268	36	1
185	269	36	1
193	269	36	1
232	269	36	1
233	269	36	1
236	269	36	2
172	270	36	1
196	270	36	1
211	270	36	1
213	270	36	1
235	270	36	1
178	271	36	1
207	271	36	1
213	271	36	1
216	271	36	1
185	272	36	1
199	272	36	1
230	272	36	1
231	272	36	2
233	272	36	1
235	272	36	1
239	272	36	2
236	273	36	1
176	274	36	1
206	274	36	1
214	274	36	1
217	274	36	1
220	274	36	1
175	275	36	1
205	275	36	1
218	275	36	1
177	276	36	1
186	276	36	1
207	276	36	1
214	276	36	2
241	276	36	1
189	277	36	1
204	277	36	2
209	277	36	1
210	277	36	1
214	277	36	1
223	277	36	1
211	278	36	1
218	278	36	2
219	278	36	1
223	278	36	1
231	278	36	1
179	279	36	1
201	279	36	1
219	279	36	1
213	280	36	2
215	280	36	1
219	280	36	1
226	280	36	1
176	281	36	1
189	281	36	1
200	281	36	1
204	281	36	1
206	281	36	1
211	281	36	1
212	281	36	1
214	281	36	1
175	282	36	1
189	282	36	1
212	282	36	1
205	283	36	1
207	283	36	1
216	283	36	2
218	283	36	1
226	283	36	1
231	283	36	1
199	284	36	1
208	284	36	1
211	284	36	1
219	284	36	1
205	285	36	1
215	285	36	1
221	285	36	1
223	285	36	1
226	285	36	1
234	285	36	1
235	285	36	1
237	285	36	1
240	285	36	1
187	286	36	1
193	286	36	1
200	286	36	1
209	286	36	1
213	286	36	1
228	286	36	1
231	286	36	1
204	287	36	1
220	287	36	2
228	287	36	1
234	287	36	1
236	287	36	1
240	287	36	1
246	287	36	1
203	288	36	1
219	288	36	2
221	288	36	1
239	288	36	1
243	288	36	1
245	288	36	1
196	289	36	1
223	289	36	1
234	290	36	1
236	290	36	1
242	290	36	1
202	291	36	2
196	292	36	1
203	292	36	1
207	292	36	1
208	292	36	2
219	292	36	1
221	292	36	2
224	292	36	1
232	292	36	1
237	292	36	1
207	293	36	1
208	293	36	1
225	293	36	1
226	293	36	1
232	293	36	1
237	293	36	1
182	294	36	1
202	294	36	1
237	294	36	1
196	295	36	1
199	295	36	1
223	295	36	1
236	295	36	1
238	295	36	1
242	295	36	1
200	296	36	1
222	296	36	1
227	296	36	2
231	296	36	1
237	296	36	1
205	297	36	1
232	297	36	1
234	297	36	1
235	297	36	1
199	298	36	1
205	298	36	1
239	298	36	1
196	299	36	1
237	299	36	3
238	299	36	1
240	299	36	1
245	299	36	1
225	301	36	1
229	302	36	1
225	303	36	1
226	303	36	1
228	303	36	1
241	303	36	1
245	303	36	1
225	305	36	2
228	305	36	1
242	305	36	1
223	306	36	1
240	306	36	2
194	307	36	1
226	307	36	2
240	307	36	2
228	308	36	1
242	308	36	1
232	309	36	2
233	309	36	1
216	310	36	1
231	310	36	1
220	311	36	1
221	311	36	1
233	311	36	1
232	312	36	1
238	313	36	1
226	314	36	2
241	314	36	1
238	315	36	1
240	316	36	1
236	317	36	1
230	260	37	1
227	261	37	1
230	261	37	1
224	262	37	1
230	262	37	2
214	263	37	1
211	264	37	1
215	265	37	1
246	265	37	2
188	266	37	1
212	266	37	1
193	267	37	1
211	267	37	2
233	267	37	1
236	267	37	1
211	268	37	1
193	269	37	1
188	270	37	1
190	270	37	1
192	270	37	1
194	270	37	1
216	270	37	1
232	270	37	1
195	271	37	1
214	271	37	1
220	271	37	1
212	273	37	2
216	273	37	1
217	273	37	1
210	274	37	1
213	274	37	1
214	277	37	1
220	277	37	1
206	278	37	1
208	278	37	1
214	278	37	1
206	279	37	1
215	280	37	1
175	281	37	1
189	282	37	1
212	282	37	1
221	282	37	1
189	283	37	1
193	283	37	1
204	283	37	1
227	283	37	1
206	284	37	2
206	285	37	1
241	285	37	1
189	286	37	1
200	286	37	1
202	286	37	1
206	286	37	1
207	286	37	1
219	286	37	1
236	286	37	1
239	286	37	1
188	287	37	1
191	287	37	1
202	287	37	1
204	287	37	1
207	287	37	1
220	287	37	1
234	287	37	1
190	288	37	1
192	288	37	1
193	288	37	1
194	288	37	1
196	288	37	1
205	288	37	1
237	288	37	1
241	288	37	1
230	289	37	1
233	289	37	1
234	289	37	1
197	290	37	1
200	290	37	1
230	290	37	1
232	290	37	1
233	291	37	1
235	291	37	1
238	291	37	1
200	292	37	1
203	292	37	1
240	292	37	1
197	293	37	1
204	293	37	1
230	293	37	2
238	293	37	1
240	293	37	1
228	294	37	1
240	294	37	1
204	295	37	1
235	295	37	1
237	295	37	1
241	295	37	1
200	296	37	1
203	296	37	2
235	296	37	2
237	296	37	1
244	296	37	1
196	297	37	1
198	297	37	1
231	297	37	1
232	297	37	1
202	298	37	1
240	298	37	1
231	299	37	1
232	300	37	1
242	301	37	1
244	302	37	1
240	306	37	1
198	307	37	1
225	307	37	1
241	307	37	1
224	308	37	1
241	308	37	2
221	309	37	1
226	309	37	1
239	309	37	1
242	309	37	1
225	310	37	1
228	310	37	1
219	311	37	1
225	311	37	1
234	311	37	1
218	312	37	1
225	312	37	1
235	312	37	1
236	312	37	1
237	313	37	1
238	313	37	1
230	314	37	1
237	314	37	1
242	314	37	1
239	315	37	1
236	316	37	1
241	316	37	1
237	318	37	1
232	319	37	1
238	319	37	1
216	261	38	1
227	261	38	1
238	261	38	1
217	266	38	1
231	266	38	1
237	266	38	1
193	267	38	1
188	268	38	1
217	269	38	1
192	270	38	1
188	271	38	2
211	271	38	1
215	271	38	1
214	272	38	1
215	272	38	1
201	273	38	1
215	273	38	1
206	274	38	1
210	274	38	1
218	274	38	1
189	275	38	1
209	277	38	2
203	278	38	1
208	278	38	1
212	278	38	1
214	278	38	1
209	279	38	1
214	279	38	1
208	280	38	1
211	280	38	1
191	281	38	1
208	281	38	1
192	282	38	1
222	282	38	1
207	283	38	1
188	284	38	1
222	284	38	1
188	285	38	1
191	285	38	1
208	285	38	1
232	285	38	1
188	286	38	1
193	286	38	2
208	286	38	1
216	286	38	1
219	286	38	1
193	287	38	1
202	287	38	1
219	287	38	2
230	287	38	1
192	288	38	1
205	288	38	1
207	288	38	1
218	288	38	1
186	289	38	1
189	289	38	1
193	289	38	1
200	289	38	1
201	289	38	1
203	289	38	1
223	289	38	1
188	290	38	1
207	290	38	1
216	290	38	1
214	291	38	1
234	291	38	2
196	292	38	1
197	292	38	1
201	292	38	1
229	292	38	1
200	293	38	1
205	293	38	1
225	293	38	1
233	293	38	1
240	293	38	1
226	294	38	2
218	295	38	1
220	295	38	1
197	296	38	2
200	296	38	1
228	296	38	1
242	296	38	1
195	297	38	1
224	297	38	1
226	297	38	2
231	297	38	1
244	297	38	1
244	298	38	2
196	299	38	2
236	299	38	1
237	299	38	1
230	300	38	1
231	300	38	1
239	300	38	1
233	301	38	1
236	301	38	1
239	301	38	1
234	302	38	1
227	303	38	1
234	303	38	1
227	304	38	1
234	304	38	1
229	305	38	1
210	306	38	1
236	306	38	1
246	306	38	1
227	307	38	1
234	307	38	1
237	307	38	1
239	307	38	3
240	308	38	1
224	309	38	1
244	309	38	1
217	310	38	1
224	310	38	1
225	310	38	1
219	311	38	1
221	311	38	1
226	311	38	1
230	311	38	1
220	312	38	1
223	312	38	1
234	312	38	1
241	312	38	1
242	312	38	1
236	313	38	1
240	313	38	2
244	313	38	1
221	314	38	1
237	314	38	1
238	314	38	1
239	315	38	2
214	317	38	1
240	317	38	1
241	318	38	1
230	319	38	1
237	319	38	1
236	322	38	1
219	323	38	1
219	269	39	1
192	270	39	1
194	270	39	1
216	275	39	1
218	276	39	1
201	278	39	1
220	278	39	1
212	279	39	1
215	279	39	1
216	279	39	3
204	281	39	2
191	283	39	2
200	284	39	1
203	284	39	1
205	284	39	1
197	285	39	1
199	285	39	1
221	286	39	1
196	287	39	1
207	287	39	1
205	288	39	1
189	289	39	1
201	289	39	1
192	290	39	1
195	290	39	1
193	291	39	1
202	291	39	1
225	291	39	1
210	292	39	1
211	292	39	1
213	292	39	1
235	292	39	1
236	292	39	1
208	293	39	1
225	293	39	1
227	293	39	1
202	294	39	1
236	294	39	1
242	294	39	1
203	295	39	1
224	295	39	1
227	295	39	1
232	295	39	2
197	296	39	1
206	296	39	2
222	296	39	1
226	296	39	1
236	296	39	1
237	296	39	1
199	297	39	1
203	297	39	1
205	297	39	1
240	297	39	1
201	298	39	1
232	298	39	1
242	298	39	1
228	299	39	1
239	299	39	1
242	299	39	1
228	301	39	1
234	301	39	1
238	301	39	1
228	303	39	1
230	303	39	1
233	303	39	1
239	303	39	1
225	304	39	1
237	304	39	1
223	305	39	1
229	305	39	1
242	305	39	1
229	306	39	1
239	306	39	2
214	307	39	1
223	307	39	1
225	307	39	1
227	307	39	1
232	307	39	1
220	308	39	1
222	308	39	1
223	308	39	1
195	309	39	1
215	309	39	2
221	309	39	1
220	311	39	2
224	311	39	1
227	311	39	1
229	311	39	1
196	312	39	1
220	312	39	1
230	312	39	1
239	312	39	1
242	312	39	2
244	312	39	1
219	313	39	1
236	313	39	1
234	314	39	1
220	315	39	1
242	315	39	2
225	316	39	1
242	316	39	1
232	317	39	1
237	317	39	2
240	317	39	2
243	318	39	1
230	319	39	1
226	320	39	1
231	320	39	1
234	320	39	1
241	320	39	1
218	321	39	1
232	321	39	1
233	322	39	1
208	327	39	2
214	274	40	1
201	278	40	1
204	285	40	1
211	288	40	1
192	289	40	1
193	290	40	1
196	291	40	1
206	292	40	1
216	293	40	1
225	293	40	1
234	293	40	1
228	294	40	1
237	294	40	1
239	294	40	1
225	295	40	1
200	296	40	1
205	296	40	1
216	297	40	1
241	297	40	1
222	298	40	1
225	298	40	1
225	299	40	1
237	299	40	2
236	300	40	2
231	302	40	1
232	302	40	1
233	302	40	1
229	304	40	2
229	305	40	1
232	305	40	1
229	306	40	1
226	307	40	1
224	308	40	1
225	308	40	1
233	308	40	2
239	308	40	1
241	308	40	1
224	309	40	1
232	309	40	1
229	310	40	1
234	310	40	1
239	310	40	1
219	311	40	1
225	311	40	1
234	311	40	1
216	312	40	1
221	312	40	1
229	312	40	1
240	312	40	1
215	313	40	1
240	313	40	1
243	313	40	1
217	314	40	1
219	314	40	1
236	314	40	1
221	315	40	1
237	315	40	2
216	316	40	1
221	316	40	1
243	316	40	1
235	317	40	1
236	317	40	1
231	318	40	1
243	318	40	1
237	319	40	1
230	320	40	1
227	321	40	2
229	322	40	1
212	325	40	1
209	294	41	2
214	298	41	1
227	299	41	1
234	301	41	1
226	305	41	1
229	305	41	1
224	306	41	1
227	306	41	1
223	307	41	1
225	308	41	1
225	309	41	1
239	309	41	1
196	310	41	1
211	310	41	1
223	310	41	1
236	310	41	1
222	311	41	1
235	312	41	1
242	312	41	1
221	313	41	1
222	313	41	1
221	314	41	1
238	314	41	1
237	316	41	1
243	316	41	1
246	316	41	1
245	317	41	1
230	318	41	1
240	318	41	1
246	318	41	1
217	319	41	1
241	320	41	1
231	322	41	1
223	302	42	1
220	304	42	1
214	305	42	1
220	305	42	1
227	307	42	1
220	308	42	2
227	308	42	1
235	309	42	1
236	309	42	1
219	310	42	1
222	310	42	1
241	310	42	1
220	311	42	1
236	311	42	2
240	311	42	1
221	312	42	1
242	312	42	1
217	313	42	1
222	313	42	1
240	313	42	1
225	314	42	1
204	315	42	1
219	315	42	1
226	315	42	1
221	316	42	1
225	316	42	1
227	316	42	1
242	316	42	1
226	317	42	1
229	318	42	1
247	318	42	1
230	319	42	1
232	319	42	1
218	321	42	1
224	321	42	1
225	303	43	1
219	304	43	1
220	304	43	1
228	305	43	1
217	310	43	1
219	310	43	1
222	311	43	1
225	311	43	1
241	311	43	1
237	314	43	1
245	315	43	1
238	317	43	2
220	308	44	2
219	310	44	1
231	312	44	1
241	314	44	1
230	315	44	1
225	317	44	1
242	319	44	1
231	320	44	1
242	321	44	1
