x	y	z	TP53 Regulates Transcription of Death Receptors and Ligands
221	308	32	1
220	309	32	1
232	309	32	1
229	310	32	1
233	310	32	2
225	311	32	1
227	312	32	1
230	313	32	1
228	249	33	1
228	251	33	1
226	252	33	1
231	252	33	1
217	253	33	1
225	253	33	1
231	253	33	1
240	253	33	1
241	253	33	1
217	254	33	1
223	254	33	1
231	254	33	1
240	254	33	2
226	255	33	1
231	255	33	1
235	255	33	1
225	256	33	1
232	256	33	1
237	256	33	1
240	256	33	1
241	256	33	1
215	257	33	1
224	257	33	1
230	257	33	2
215	258	33	1
216	258	33	2
218	258	33	1
221	258	33	1
226	258	33	2
232	258	33	1
234	258	33	1
235	258	33	1
243	258	33	1
244	258	33	2
216	259	33	1
217	259	33	1
218	259	33	1
228	259	33	1
235	259	33	1
192	260	33	1
212	260	33	1
217	260	33	1
224	260	33	1
230	260	33	1
237	260	33	1
240	260	33	1
188	261	33	1
195	261	33	1
216	261	33	1
222	261	33	1
224	261	33	1
228	261	33	1
230	261	33	1
237	261	33	1
239	261	33	1
241	261	33	1
218	262	33	1
223	262	33	1
226	262	33	1
229	262	33	1
243	262	33	1
245	262	33	1
185	263	33	1
200	263	33	1
214	263	33	1
215	263	33	1
222	263	33	1
238	263	33	1
242	263	33	1
244	263	33	1
187	264	33	1
190	264	33	1
210	264	33	1
214	264	33	3
215	264	33	1
220	264	33	2
224	264	33	2
233	264	33	1
239	264	33	2
249	264	33	3
185	265	33	1
192	265	33	2
208	265	33	1
210	265	33	1
224	265	33	1
226	265	33	1
229	265	33	2
233	265	33	1
243	265	33	2
245	265	33	1
247	265	33	1
248	265	33	1
251	265	33	1
252	265	33	1
186	266	33	1
193	266	33	1
197	266	33	1
213	266	33	1
219	266	33	1
221	266	33	1
230	266	33	1
241	266	33	2
242	266	33	1
249	266	33	1
197	267	33	1
202	267	33	2
212	267	33	1
217	267	33	1
227	267	33	1
231	267	33	1
240	267	33	2
247	267	33	1
192	268	33	1
196	268	33	1
207	268	33	1
212	268	33	1
213	268	33	1
217	268	33	1
218	268	33	1
219	268	33	1
231	268	33	1
241	268	33	2
242	268	33	1
249	268	33	1
252	268	33	1
184	269	33	1
188	269	33	1
191	269	33	2
195	269	33	1
196	269	33	1
201	269	33	1
211	269	33	3
212	269	33	1
217	269	33	1
233	269	33	1
240	269	33	1
244	269	33	1
251	269	33	1
183	270	33	1
187	270	33	1
194	270	33	1
216	270	33	1
231	270	33	1
233	270	33	1
251	270	33	1
252	270	33	1
173	271	33	1
226	271	33	1
229	271	33	1
237	271	33	1
238	271	33	2
240	271	33	1
241	271	33	1
244	271	33	1
246	271	33	1
175	272	33	1
177	272	33	2
180	272	33	1
183	272	33	1
184	272	33	1
185	272	33	1
189	272	33	1
205	272	33	2
216	272	33	1
231	272	33	1
232	272	33	1
233	272	33	1
237	272	33	1
238	272	33	1
239	272	33	2
240	272	33	1
250	272	33	1
254	272	33	1
174	273	33	1
183	273	33	1
201	273	33	1
202	273	33	1
211	273	33	1
214	273	33	1
217	273	33	1
238	273	33	1
240	273	33	1
247	273	33	1
248	273	33	1
249	273	33	1
253	273	33	1
185	274	33	1
204	274	33	1
205	274	33	3
208	274	33	1
232	274	33	1
233	274	33	1
235	274	33	1
236	274	33	1
237	274	33	2
238	274	33	1
239	274	33	1
240	274	33	1
206	275	33	1
210	275	33	1
214	275	33	1
217	275	33	1
176	276	33	1
190	276	33	1
201	276	33	1
205	276	33	1
214	276	33	1
215	276	33	1
236	276	33	1
242	276	33	1
178	277	33	1
180	277	33	1
202	277	33	1
206	277	33	2
211	277	33	2
227	277	33	1
234	277	33	2
237	277	33	1
205	278	33	1
207	278	33	1
209	278	33	1
211	278	33	1
232	278	33	1
234	278	33	1
240	278	33	1
244	278	33	1
168	279	33	1
175	279	33	1
207	279	33	2
210	279	33	3
231	279	33	1
244	279	33	1
203	280	33	1
210	280	33	1
211	280	33	1
214	280	33	1
217	280	33	1
226	280	33	2
229	280	33	1
232	280	33	1
239	280	33	1
249	280	33	1
250	280	33	1
251	280	33	1
175	281	33	1
178	281	33	1
179	281	33	1
180	281	33	1
206	281	33	2
208	281	33	1
217	281	33	1
219	281	33	1
224	281	33	1
233	281	33	2
245	281	33	1
178	282	33	1
209	282	33	1
210	282	33	1
221	282	33	1
222	282	33	1
237	282	33	1
238	282	33	1
241	282	33	1
242	282	33	1
248	282	33	1
251	282	33	1
174	283	33	2
179	283	33	1
207	283	33	1
209	283	33	1
218	283	33	2
238	283	33	1
241	283	33	1
242	283	33	1
246	283	33	1
211	284	33	1
230	284	33	1
235	284	33	1
240	284	33	2
249	284	33	1
176	285	33	1
220	285	33	1
221	285	33	1
224	285	33	1
225	285	33	1
228	285	33	1
230	285	33	2
234	285	33	1
237.5	285.5	33.5	1
238	285	33	1
240	285	33	1
241	285	33	2
253	285	33	1
185	286	33	1
207	286	33	1
211	286	33	1
219	286	33	1
220	286	33	1
223	286	33	1
225	286	33	1
228	286	33	1
229	286	33	1
241.5	286.5	33.5	1
242	286	33	1
245	286	33	1
199	287	33	3
204	287	33	2
223	287	33	1
229	287	33	1
235	287	33	1
244	287	33	1
245	287	33	2
253	287	33	1
219	288	33	1
233	288	33	1
249	288	33	1
186	289	33	1
202	289	33	2
203	289	33	1
205	289	33	1
223	289	33	1
224	289	33	1
232	289	33	1
234	289	33	1
241.5	289.5	33.5	1
246	289	33	1
249	289	33	2
253	289	33	1
187	290	33	1
199	290	33	1
202	290	33	1
230	290	33	1
235	290	33	1
243	290	33	1
250	290	33	1
255	290	33	2
197	291	33	1
200	291	33	1
222	291	33	1
232	291	33	1
237	291	33	1
238	291	33	1
244	291	33	1
246	291	33	1
247	291	33	1
248	291	33	2
183	292	33	1
227	292	33	1
229	292	33	1
233	292	33	1
237	292	33	1
238	292	33	1
239	292	33	1
242	292	33	1
245	292	33	1
253	292	33	1
224	293	33	4
228	293	33	1
230	293	33	1
235	293	33	1
247	293	33	2
251	293	33	1
177	294	33	1
187	294	33	1
202	294	33	1
204	294	33	1
223	294	33	1
227	294	33	1
236	294	33	1
251	294	33	1
197	295	33	1
201	295	33	1
235	295	33	1
250	295	33	1
180	296	33	1
194	296	33	1
220	296	33	1
225	296	33	1
236	296	33	1
195	297	33	1
228	297	33	1
233	297	33	1
234	297	33	1
246	297	33	1
200	298	33	1
226	298	33	1
231	298	33	1
233	298	33	2
235	298	33	1
238	298	33	1
244	298	33	1
201	299	33	2
227	299	33	1
237	299	33	2
239	299	33	1
241	299	33	1
196	300	33	1
226	300	33	1
240	300	33	1
223	301	33	1
225	301	33	1
227	301	33	3
228	301	33	2
239	301	33	1
243	301	33	1
244	301	33	2
245	301	33	2
199	302	33	2
227	302	33	1
229	302	33	1
244	302	33	1
223	303	33	1
224	303	33	1
232	303	33	1
233	303	33	2
235	303	33	1
242	303	33	1
223	304	33	1
242	304	33	1
207	305	33	1
233	305	33	1
234	305	33	1
238	305	33	1
240	305	33	1
223	306	33	1
235	306	33	1
206	307	33	1
223	307	33	1
225	307	33	1
221	308	33	2
227	308	33	1
237	308	33	1
240	308	33	2
222	309	33	1
228	309	33	1
237	309	33	1
223	310	33	1
226	310	33	1
227	310	33	1
227	311	33	1
234	311	33	2
231	312	33	3
223	313	33	1
230	313	33	1
233	313	33	1
236	313	33	1
237	313	33	1
235	314	33	1
230	315	33	1
228	251	34	1
226	252	34	1
228	252	34	1
227	253	34	1
217	254	34	2
225	254	34	2
226	254	34	1
231	254	34	1
221	255	34	2
225	255	34	2
227	255	34	1
237	255	34	2
242	255	34	1
190	256	34	1
224	256	34	1
227	256	34	1
216	257	34	1
220	257	34	1
223	257	34	2
225	257	34	1
237	257	34	2
242	257	34	1
201	258	34	1
218	258	34	2
220	258	34	1
221	258	34	1
224	258	34	1
225	258	34	2
232	258	34	1
234	258	34	1
241	258	34	1
244	258	34	1
189	259	34	1
211	259	34	2
220	259	34	1
223	259	34	1
230	259	34	1
244	259	34	2
192	260	34	1
228	260	34	1
230	260	34	1
236	260	34	2
237	260	34	2
242	260	34	1
188	261	34	1
204	261	34	1
219	261	34	3
229	261	34	1
240	261	34	1
219	262	34	1
220	262	34	1
228	262	34	1
233	262	34	1
243	262	34	1
206	263	34	1
211	263	34	1
217	263	34	1
218	263	34	1
222	263	34	3
223	263	34	1
224	263	34	1
225	263	34	1
227	263	34	1
233	263	34	1
235	263	34	1
238	263	34	1
241	263	34	1
189	264	34	1
191	264	34	1
206	264	34	1
209	264	34	1
216	264	34	1
219	264	34	1
226	264	34	1
228	264	34	1
229	264	34	2
244	264	34	1
245	264	34	1
189	265	34	1
191	265	34	1
196	265	34	2
211	265	34	1
217	265	34	1
221	265	34	1
230	265	34	1
232	265	34	1
233	265	34	1
250	265	34	1
178	266	34	2
188	266	34	2
193	266	34	2
194	266	34	1
204	266	34	1
211	266	34	1
225	266	34	1
230	266	34	1
238	266	34	1
188	267	34	1
192	267	34	3
196	267	34	2
216	267	34	1
225	267	34	1
231	267	34	1
235	267	34	1
242	267	34	1
243	267	34	1
250	267	34	1
176	268	34	1
189	268	34	1
194	268	34	1
208	268	34	1
214	268	34	1
215	268	34	1
217	268	34	1
220	268	34	1
221	268	34	1
233	268	34	1
249	268	34	1
250	268	34	2
187	269	34	1
188	269	34	1
192	269	34	1
194	269	34	2
208	269	34	1
209	269	34	1
213	269	34	1
219	269	34	1
233	269	34	1
235	269	34	1
243	269	34	1
245	269	34	1
249	269	34	1
250	269	34	1
251	269	34	1
254	269	34	1
188	270	34	1
194	270	34	1
195	270	34	1
196	270	34	1
205	270	34	1
209	270	34	1
223	270	34	1
233	270	34	2
240	270	34	1
243	270	34	1
172	271	34	1
175	271	34	1
177	271	34	1
180	271	34	1
181	271	34	1
187	271	34	1
189	271	34	1
205	271	34	1
213	271	34	1
214	271	34	1
220	271	34	1
234	271	34	1
240	271	34	1
241	271	34	1
243	271	34	1
179	272	34	1
185	272	34	2
190	272	34	2
213	272	34	1
214	272	34	1
226	272	34	1
228	272	34	1
229	272	34	1
238	272	34	1
247	272	34	1
249	272	34	1
176	273	34	2
184	273	34	1
185	273	34	1
204	273	34	1
208	273	34	1
213	273	34	1
231	273	34	1
174	274	34	3
180	274	34	2
185	274	34	1
187	274	34	1
197	274	34	1
207	274	34	1
211	274	34	1
213	274	34	1
215	274	34	1
216	274	34	1
226	274	34	1
232	274	34	1
234	274	34	1
240	274	34	1
176	275	34	1
181	275	34	1
189	275	34	1
203	275	34	1
208	275	34	1
209	275	34	1
219	275	34	2
226	275	34	1
239	275	34	1
240	275	34	1
246	275	34	1
175	276	34	2
180	276	34	1
187	276	34	1
206	276	34	1
207	276	34	1
209	276	34	2
232	276	34	1
233	276	34	1
244	276	34	1
245	276	34	1
182	277	34	1
205	277	34	1
211	277	34	1
241	277	34	2
245	277	34	1
193	278	34	1
201	278	34	1
204	278	34	1
206	278	34	1
212	278	34	2
244	278	34	1
175	279	34	1
176	279	34	2
179	279	34	1
207	279	34	1
215	279	34	1
223	279	34	1
231	279	34	1
236	279	34	1
244	279	34	1
249	279	34	1
187	280	34	1
209	280	34	1
224	280	34	1
233	280	34	1
234	280	34	1
235	280	34	1
248	280	34	1
249	280	34	1
174	281	34	3
176	281	34	2
177	281	34	1
179	281	34	1
191	281	34	1
207	281	34	1
209	281	34	1
213	281	34	1
223	281	34	1
228	281	34	1
229	281	34	1
231	281	34	1
232	281	34	2
244	281	34	2
250	281	34	1
187	282	34	1
207	282	34	2
209	282	34	1
214	282	34	1
229	282	34	1
234	282	34	1
245	282	34	1
249	282	34	1
206	283	34	2
215	283	34	1
222	283	34	1
228	283	34	1
231	283	34	1
233	283	34	1
234	283	34	1
245	283	34	1
247	283	34	2
185	284	34	1
205	284	34	1
207	284	34	1
210	284	34	1
211	284	34	1
219	284	34	1
225	284	34	3
242	284	34	2
245	284	34	1
254	284	34	2
187	285	34	1
188	285	34	1
202	285	34	1
203	285	34	2
208	285	34	1
220	285	34	1
232	285	34	1
177	286	34	1
186	286	34	1
187	286	34	1
188	286	34	1
205	286	34	1
209	286	34	1
224	286	34	1
228	286	34	1
231	286	34	1
239	286	34	2
240	286	34	2
184	287	34	2
207	287	34	1
219	287	34	1
222	287	34	1
228	287	34	1
230	287	34	1
233	287	34	1
238	287	34	1
176	288	34	1
186	288	34	1
229	288	34	1
238	288	34	1
175	289	34	1
185	289	34	1
203	289	34	1
223	289	34	1
249	289	34	1
187	290	34	1
199	290	34	1
204	290	34	1
220	290	34	1
233	290	34	1
243	290	34	1
253	290	34	1
199	291	34	1
229	291	34	1
232	291	34	1
234	291	34	1
245	291	34	1
196	292	34	1
198	292	34	1
199	292	34	1
200	292	34	1
201	292	34	2
231	292	34	2
232	292	34	1
235	292	34	1
244	292	34	1
252	292	34	1
190	293	34	2
194	293	34	1
196	293	34	1
207	293	34	2
230	293	34	1
231	293	34	1
242	293	34	4
247	293	34	1
251	293	34	2
182	294	34	1
190	294	34	1
198	294	34	1
223	294	34	1
229	294	34	1
235	294	34	1
237	294	34	1
194	295	34	1
202	295	34	2
204	295	34	1
238	295	34	1
239	295	34	1
183	296	34	1
191	296	34	1
194	296	34	1
199	296	34	1
217	296	34	1
222	296	34	1
225	296	34	1
234	296	34	1
238	296	34	1
239	296	34	1
240	296	34	1
243	296	34	1
245	296	34	1
221	297	34	2
229	297	34	1
231	297	34	1
232	297	34	1
243	297	34	1
247	297	34	1
182	298	34	1
203	298	34	1
235	298	34	1
239	298	34	1
251	298	34	1
197	299	34	1
232	299	34	1
241	299	34	1
244	299	34	2
224	300	34	1
228	300	34	1
230	300	34	1
239	300	34	1
242	300	34	1
246	300	34	1
198	301	34	3
207	301	34	1
231	301	34	1
232	301	34	1
236	301	34	2
240	301	34	2
228	302	34	1
229	302	34	1
236	302	34	1
239	302	34	1
243	302	34	1
233	303	34	1
241	303	34	2
245	303	34	1
194	304	34	1
232	304	34	1
236	304	34	1
240	304	34	2
241	304	34	1
244	304	34	1
199	305	34	1
204	305	34	1
222	305	34	1
228	305	34	1
229	305	34	1
237	305	34	1
239	305	34	1
198	306	34	1
225	306	34	1
226	306	34	2
227	306	34	1
230	306	34	1
232	306	34	2
233	306	34	1
236	306	34	1
224	307	34	2
226	307	34	1
235	307	34	1
242	307	34	1
243	307	34	2
225	308	34	1
226	308	34	1
233	308	34	1
243	308	34	1
223	309	34	2
224	309	34	1
225	309	34	2
227	309	34	1
228	309	34	1
232	309	34	1
234	309	34	1
237	309	34	1
222	310	34	1
233	310	34	1
238	310	34	1
240	310	34	1
218	311	34	1
231	311	34	1
232	311	34	1
236	311	34	1
216	312	34	1
230	312	34	1
232	312	34	1
236	312	34	1
212	313	34	1
225	313	34	1
234	313	34	1
235	313	34	2
236	313	34	1
229	314	34	1
230	314	34	1
227	315	34	1
228	315	34	1
230	315	34	1
238	315	34	1
226	316	34	1
234	316	34	1
227	317	34	1
232	317	34	1
230	248	35	1
224	251	35	1
228	251	35	2
221	253	35	1
229	253	35	1
221	254	35	1
231	254	35	1
240	254	35	2
219	255	35	1
224	255	35	1
229	255	35	1
220	256	35	1
221	256	35	2
228	256	35	1
229	256	35	2
230	256	35	1
216	257	35	2
223	257	35	1
225	257	35	1
227	257	35	1
230	257	35	1
227	258	35	1
229	258	35	1
234	258	35	1
235	258	35	2
215	259	35	1
220	259	35	2
222	259	35	1
231	259	35	2
233	259	35	1
234	259	35	1
238	259	35	1
242	259	35	1
244	259	35	1
214	260	35	1
215	260	35	1
224	260	35	2
229	260	35	1
234	260	35	1
236	260	35	1
243	260	35	1
189	261	35	1
191	261	35	2
219	261	35	1
222	261	35	1
226	261	35	2
228	261	35	1
237	261	35	1
244	261	35	2
246	261	35	1
189	262	35	1
220	262	35	1
221	262	35	1
209	263	35	1
214	263	35	1
222	263	35	1
224	263	35	1
225	263	35	1
230	263	35	1
235	263	35	1
238	263	35	1
246	263	35	1
190	264	35	1
192	264	35	1
213	264	35	1
227	264	35	1
230	264	35	2
231	264	35	1
235	264	35	1
236	264	35	1
239	264	35	1
242	264	35	2
178	265	35	1
187	265	35	1
200	265	35	2
208	265	35	1
213	265	35	1
214	265	35	1
217	265	35	1
219	265	35	1
220	265	35	1
224	265	35	1
225	265	35	1
234	265	35	1
239	265	35	1
241	265	35	2
245	265	35	2
183	266	35	1
204	266	35	1
205	266	35	1
220	266	35	1
224	266	35	1
228	266	35	1
233	266	35	1
242	266	35	1
245	266	35	1
250	266	35	1
251	266	35	1
184	267	35	1
185	267	35	1
186	267	35	1
195	267	35	1
206	267	35	2
207	267	35	2
212	267	35	1
216	267	35	1
217	267	35	1
220	267	35	1
226	267	35	2
227	267	35	1
228	267	35	1
239	267	35	1
242	267	35	1
245	267	35	1
248	267	35	1
250	267	35	3
185	268	35	1
192	268	35	1
195	268	35	1
196	268	35	1
207	268	35	1
208	268	35	2
209	268	35	1
210	268	35	1
222	268	35	2
234	268	35	1
247	268	35	2
248	268	35	1
172	269	35	2
174	269	35	1
180	269	35	1
185	269	35	1
186	269	35	1
217	269	35	1
218	269	35	2
222	269	35	1
235	269	35	1
239	269	35	1
189	270	35	1
191	270	35	2
194	270	35	1
198	270	35	1
199	270	35	2
202	270	35	1
207	270	35	2
214	270	35	1
221	270	35	1
236	270	35	1
240	270	35	1
241	270	35	1
245	270	35	1
171	271	35	1
176	271	35	1
177	271	35	1
178	271	35	2
181	271	35	1
196	271	35	1
205	271	35	1
220	271	35	1
231	271	35	1
249	271	35	1
173	272	35	2
176	272	35	1
205	272	35	2
217	272	35	1
232	272	35	1
173	273	35	1
176	273	35	1
181	273	35	1
186	273	35	1
205	273	35	1
218	273	35	1
230	273	35	1
235	273	35	2
241	273	35	2
179	274	35	1
201	274	35	1
218	274	35	1
225	274	35	1
239	274	35	2
178	275	35	1
186	275	35	2
191	275	35	1
205	275	35	1
212	275	35	1
218	275	35	1
219	275	35	1
220	275	35	1
237	275	35	2
242	275	35	1
245	275	35	1
186	276	35	2
188	276	35	2
206	276	35	1
211	276	35	1
219	276	35	1
222	276	35	1
173	277	35	2
175	277	35	1
183	277	35	1
202	277	35	1
213	277	35	1
219	277	35	1
230	277	35	1
232	277	35	1
237	277	35	1
171	278	35	1
176	278	35	1
178	278	35	2
198	278	35	1
203	278	35	1
210	278	35	2
215	278	35	1
221	278	35	1
222	278	35	1
230	278	35	1
244	278	35	1
172	279	35	1
190	279	35	1
192	279	35	1
194	279	35	1
201	279	35	1
204	279	35	1
210	279	35	1
237	279	35	1
238	279	35	1
245	279	35	2
175	280	35	1
177	280	35	2
191	280	35	1
193	280	35	1
194	280	35	1
203	280	35	1
206	280	35	1
210	280	35	1
212	280	35	1
214	280	35	2
215	280	35	1
217	280	35	1
226	280	35	1
234	280	35	1
237	280	35	1
248	280	35	1
180	281	35	1
210	281	35	1
212	281	35	1
224	281	35	1
226	281	35	2
239	281	35	2
240	281	35	1
179	282	35	1
205	282	35	2
208	282	35	1
213	282	35	1
219	282	35	2
220	282	35	1
221	282	35	1
224	282	35	1
242	282	35	1
173	283	35	1
190	283	35	1
205	283	35	2
208	283	35	1
212	283	35	1
215	283	35	1
229	283	35	1
232	283	35	1
247	283	35	2
176	284	35	1
180	284	35	1
181	284	35	1
185	284	35	1
189	284	35	1
203	284	35	1
207	284	35	2
208	284	35	1
214	284	35	1
215	284	35	1
244	284	35	1
248	284	35	1
188	285	35	1
206	285	35	1
207	285	35	1
220	285	35	1
225	285	35	2
229	285	35	1
242	285	35	1
178	286	35	1
186	286	35	1
187	286	35	1
191	286	35	1
209	286	35	1
211	286	35	1
216	286	35	1
218	286	35	1
220	286	35	2
221	286	35	1
225	286	35	1
228	286	35	2
229	286	35	2
233	286	35	1
236	286	35	1
243	286	35	1
248	286	35	2
190	287	35	1
194	287	35	1
202	287	35	1
203	287	35	2
219	287	35	1
229	287	35	1
239	287	35	1
246	287	35	1
176	288	35	1
189	288	35	1
190	288	35	1
195	288	35	1
196	288	35	1
204	288	35	1
218	288	35	1
222	288	35	1
245	288	35	1
175	289	35	1
185	289	35	1
189	289	35	1
200	289	35	1
221	289	35	2
225	289	35	1
237	289	35	2
238	289	35	1
241	289	35	1
248	289	35	1
184	290	35	1
187	290	35	1
200	290	35	1
204	290	35	1
205	290	35	1
220	290	35	3
223	290	35	1
224	290	35	1
225	290	35	1
232	290	35	1
244	290	35	1
245	290	35	1
247	290	35	1
176	291	35	1
187	291	35	1
194	291	35	1
201	291	35	1
206	291	35	2
230	291	35	2
231	291	35	2
236	291	35	1
237	291	35	1
241	291	35	1
182	292	35	1
193	292	35	1
194	292	35	1
198	292	35	2
203	292	35	1
220	292	35	1
222	292	35	1
223	292	35	1
228	292	35	1
233	292	35	1
245	292	35	1
247	292	35	1
195	293	35	1
198	293	35	2
183	294	35	1
195	294	35	1
198	294	35	1
199	294	35	1
224	294	35	1
225	294	35	1
236	294	35	1
245	294	35	1
202	295	35	1
203	295	35	1
204	295	35	1
224	295	35	1
233	295	35	2
236	295	35	1
240	295	35	2
247	295	35	1
177	296	35	1
180	296	35	1
193	296	35	1
198	296	35	1
223	296	35	1
236	296	35	1
241	296	35	1
243	296	35	1
196	297	35	1
197	297	35	1
198	297	35	1
202	297	35	1
225	297	35	1
227	297	35	1
228	297	35	1
230	297	35	1
233	297	35	1
235	297	35	1
242	297	35	1
181	298	35	1
197	298	35	1
223	298	35	1
228	298	35	1
234	298	35	1
247	298	35	1
227	299	35	1
240	299	35	1
245	299	35	2
195	300	35	1
225	300	35	1
241	300	35	1
198	301	35	1
233	301	35	2
240	301	35	1
241	301	35	1
200	302	35	2
222	302	35	1
229	302	35	1
230	302	35	1
226	303	35	2
231	303	35	1
234	303	35	1
225	304	35	1
227	304	35	1
228	304	35	2
241	304	35	1
243	304	35	1
207	305	35	1
222	305	35	1
237	305	35	1
242	305	35	2
204	306	35	2
206	306	35	1
222	306	35	1
230	306	35	1
225	307	35	1
231	307	35	1
237	307	35	1
240	307	35	1
241	307	35	1
242	307	35	1
221	308	35	1
224	308	35	1
226	308	35	1
231	308	35	1
237	308	35	1
241	308	35	2
228	309	35	1
218	310	35	1
219	310	35	1
223	310	35	1
231	310	35	1
234	310	35	1
237	310	35	1
220	311	35	1
223	311	35	1
229	311	35	1
236	311	35	2
231	312	35	1
229	313	35	1
221	314	35	1
225	314	35	1
232	314	35	1
233	314	35	1
234	314	35	1
236	314	35	1
235	315	35	1
236	316	35	1
238	316	35	1
227	317	35	1
230	317	35	1
236	318	35	1
240	319	35	2
224	253	36	1
224	255	36	1
225	257	36	1
227	257	36	1
220	258	36	2
222	258	36	1
225	258	36	1
224	260	36	1
226	260	36	1
240	260	36	1
211	261	36	1
217	261	36	1
218	261	36	1
219	261	36	1
223	261	36	1
224	261	36	1
227	261	36	1
228	261	36	1
232	261	36	1
192	262	36	1
212	262	36	3
215	262	36	1
226	262	36	1
232	262	36	1
191	263	36	1
193	263	36	1
218	263	36	1
219	263	36	1
226	263	36	1
231	263	36	2
233	263	36	1
235	263	36	1
242	263	36	1
249	263	36	1
191	264	36	1
209	264	36	1
217	264	36	1
226	264	36	1
231	264	36	1
233	264	36	2
240	264	36	1
250	264	36	2
191	265	36	1
194	265	36	1
216	265	36	1
222	265	36	1
230	265	36	1
233	265	36	1
240	265	36	2
243	265	36	1
189	266	36	2
191	266	36	1
207	266	36	1
215	266	36	1
216	266	36	1
220	266	36	1
226	266	36	1
229	266	36	1
232	266	36	1
233	266	36	2
237	266	36	1
189	267	36	1
193	267	36	1
194	267	36	1
202	267	36	1
218	267	36	1
221	267	36	2
236	267	36	1
239	267	36	1
241	267	36	1
188	268	36	1
196	268	36	2
210	268	36	1
214	268	36	1
219	268	36	2
240	268	36	1
191	269	36	1
194	269	36	1
213	269	36	1
219	269	36	1
225	269	36	1
232	269	36	1
237	269	36	1
185	270	36	1
187	270	36	1
188	270	36	1
193	270	36	1
194	270	36	1
195	270	36	1
220	270	36	1
237	270	36	1
238	270	36	1
239	270	36	1
188	271	36	1
189	271	36	1
207	271	36	1
213	271	36	1
218	271	36	1
239	271	36	2
249	271	36	1
177	272	36	1
214	272	36	1
217	272	36	1
219	272	36	1
233	272	36	1
239	272	36	2
181	273	36	1
185	273	36	1
190	273	36	1
205	273	36	1
232	273	36	1
179	274	36	1
204	274	36	1
208	274	36	1
209	274	36	1
214	274	36	1
216	274	36	1
217	274	36	1
218	274	36	2
221	274	36	2
175	275	36	1
206	275	36	1
210	275	36	2
214	275	36	1
216	275	36	1
220	275	36	1
180	276	36	1
204	276	36	1
206	276	36	1
207	276	36	1
219	276	36	1
241	276	36	1
189	277	36	1
206	277	36	1
207	277	36	2
223	277	36	1
226	277	36	1
234	277	36	1
181	278	36	1
207	278	36	1
208	278	36	2
219	278	36	3
187	279	36	1
201	279	36	1
208	279	36	1
211	279	36	1
215	279	36	1
219	279	36	1
192	280	36	1
199	280	36	1
204	280	36	1
210	280	36	1
226	280	36	1
234	280	36	2
173	281	36	1
178	281	36	1
187	281	36	1
191	281	36	1
206	281	36	1
211	281	36	1
212	281	36	1
213	281	36	1
214	281	36	1
223	281	36	2
229	281	36	1
230	281	36	1
209	282	36	1
215	282	36	1
221	282	36	1
232	282	36	2
205	283	36	1
209	283	36	1
212	283	36	1
219	283	36	2
222	283	36	2
187	284	36	1
188	284	36	1
196	284	36	1
201	284	36	1
208	284	36	1
210	284	36	1
211	284	36	1
215	284	36	1
219	284	36	1
232	284	36	1
239	284	36	2
199	285	36	1
202	285	36	2
205	285	36	2
207	285	36	1
210	285	36	1
234	285	36	1
238	285	36	1
247	285	36	1
188	286	36	1
189	286	36	1
203	286	36	3
205	286	36	1
216	286	36	1
227	286	36	1
231	286	36	2
238	286	36	1
239	286	36	1
242	286	36	1
243	286	36	1
176	287	36	1
177	287	36	1
190	287	36	2
200	287	36	1
202	287	36	1
207	287	36	1
214	287	36	1
220	287	36	1
222	287	36	1
224	287	36	1
230	287	36	1
231	287	36	1
236	287	36	1
248	287	36	1
192	288	36	1
194	288	36	1
196	288	36	1
199	288	36	2
210	288	36	1
223	288	36	1
224	288	36	1
244	288	36	1
184	289	36	2
198	289	36	1
223	289	36	1
227	289	36	1
233	289	36	1
234	289	36	1
235	289	36	1
239	289	36	2
241	289	36	1
243	289	36	1
199	290	36	1
206	290	36	1
226	290	36	1
231	290	36	2
237	290	36	1
241	290	36	1
242	290	36	1
222	291	36	1
238	291	36	1
245	291	36	1
206	292	36	1
223	292	36	1
229	292	36	1
237	292	36	1
242	292	36	1
182	293	36	1
188	293	36	1
195	293	36	1
196	293	36	1
200	293	36	2
201	293	36	2
205	293	36	1
231	293	36	1
234	293	36	1
242	293	36	1
198	294	36	1
223	294	36	1
227	294	36	1
237	294	36	1
198	295	36	1
202	295	36	1
221	295	36	1
223	295	36	1
233	295	36	2
234	295	36	1
239	295	36	1
245	295	36	1
200	296	36	1
201	296	36	1
234	296	36	1
235	296	36	1
237	296	36	1
239	296	36	1
204	297	36	1
228	297	36	1
229	297	36	1
238	297	36	1
239	297	36	1
245	297	36	1
200	299	36	1
204	299	36	1
230	299	36	1
232	299	36	2
237	299	36	1
226	300	36	1
229	300	36	1
232	300	36	1
245	300	36	2
223	301	36	1
227	301	36	2
229	301	36	1
233	301	36	2
223	302	36	2
225	302	36	1
226	302	36	2
231	302	36	1
228	303	36	1
241	303	36	1
242	303	36	1
245	303	36	1
232	304	36	1
223	305	36	1
228	306	36	1
240	306	36	2
194	307	36	1
222	308	36	2
242	308	36	2
223	309	36	1
224	309	36	1
225	309	36	1
227	309	36	1
236	309	36	2
224	310	36	1
226	310	36	1
227	310	36	1
229	310	36	1
231	310	36	1
243	310	36	1
215	311	36	1
217	311	36	2
231	311	36	1
234	311	36	1
236	311	36	1
220	312	36	1
235	312	36	1
240	312	36	1
217	313	36	1
