x	y	z	TP53 Regulates Transcription of Death Receptors and Ligands
235	289	32	1
244	289	32	1
248	289	32	1
187	290	32	2
241	290	32	1
246	290	32	1
250	290	32	1
186	291	32	1
223	291	32	2
229	291	32	1
244	291	32	2
245	291	32	1
248	291	32	2
256	291	32	1
198	292	32	1
201	292	32	1
203	292	32	1
204	292	32	1
222	292	32	2
223	292	32	1
224	292	32	1
225	292	32	1
238	292	32	1
242	292	32	1
249	292	32	1
252	292	32	3
179	293	32	1
198	293	32	1
218	293	32	1
222	293	32	1
228	293	32	2
230	293	32	1
236	293	32	3
241	293	32	2
247	293	32	1
253	293	32	1
180	294	32	1
197	294	32	2
198	294	32	1
199	294	32	1
221	294	32	1
235	294	32	1
227	295	32	1
232	295	32	1
247	295	32	1
248	295	32	1
253	295	32	1
202	296	32	1
225	296	32	1
233	296	32	2
234	296	32	1
235	296	32	1
242	296	32	1
249	296	32	1
252	296	32	1
246	297	32	2
247	297	32	1
250	297	32	1
197	298	32	1
238	298	32	1
239	298	32	1
240	298	32	1
250	298	32	1
226	299	32	2
235	299	32	2
196	300	32	1
227	300	32	1
236	300	32	1
196	301	32	1
223	301	32	3
224	301	32	1
225	301	32	2
229	301	32	1
231	301	32	1
232	301	32	1
233	301	32	1
234	301	32	1
235	301	32	1
237	301	32	1
239	301	32	1
244	301	32	1
245	301	32	1
223	302	32	1
231	302	32	1
234	302	32	2
238	302	32	2
245	302	32	1
207	303	32	1
222	303	32	1
223	303	32	1
225	303	32	1
232	303	32	1
234	303	32	1
244	303	32	1
225	304	32	1
230	304	32	1
231	304	32	1
233	304	32	2
235	304	32	1
222	305	32	1
226	305	32	1
235	305	32	1
224	306	32	1
230	306	32	1
237	306	32	1
206	307	32	1
222	307	32	1
226	307	32	1
236	307	32	1
236	308	32	2
225	309	32	1
227	309	32	1
228	309	32	1
229	310	32	2
227	312	32	1
229	312	32	1
232	312	32	1
223	252	33	1
226	252	33	2
231	252	33	1
240	252	33	1
231	253	33	1
232	253	33	1
235	254	33	1
241	254	33	1
219	255	33	1
220	255	33	2
235	255	33	1
236	255	33	1
237	255	33	2
215	256	33	1
228	256	33	1
222	257	33	1
230	257	33	1
237	257	33	1
222	258	33	1
235	258	33	1
239	258	33	1
213	259	33	1
220	259	33	1
226	259	33	1
231	259	33	2
233	259	33	1
237	259	33	2
246	259	33	1
212	260	33	1
213	260	33	3
220	260	33	1
223	260	33	1
240	260	33	2
195	261	33	1
214	261	33	1
217.5	261.5	33.5	1
219	261	33	1
220	261	33	1
224	261	33	1
234	261	33	1
235	261	33	1
236	261	33	1
237	261	33	1
239	261	33	1
241	261	33	1
245	261	33	1
247	261	33	1
192	262	33	1
203	262	33	2
209	262	33	1
212	262	33	1
214	262	33	1
215	262	33	1
218	262	33	1
226	262	33	1
228	262	33	1
229	262	33	1
239	262	33	1
240	262	33	1
241	262	33	1
243	262	33	2
245	262	33	2
183	263	33	1
199	263	33	1
200	263	33	1
203	263	33	1
212	263	33	1
214	263	33	1
215	263	33	1
220	263	33	2
222	263	33	1
223	263	33	1
225	263	33	1
228	263	33	1
231	263	33	1
238	263	33	1
239	263	33	1
245	263	33	1
251	263	33	1
187	264	33	1
190	264	33	2
192	264	33	1
210	264	33	1
212	264	33	1
214	264	33	1
216	264	33	1
221	264	33	2
229	264	33	1
233	264	33	1
235	264	33	1
237	264	33	1
238	264	33	1
246	264	33	2
185	265	33	1
189	265	33	1
191	265	33	2
211	265	33	1
214	265	33	1
220	265	33	1
223	265	33	1
225	265	33	2
226	265	33	2
229	265	33	1
235	265	33	2
239	265	33	1
247	265	33	1
252	265	33	1
184	266	33	2
189	266	33	1
193	266	33	1
197	266	33	1
213	266	33	1
217	266	33	2
218	266	33	1
221	266	33	1
222	266	33	1
228	266	33	1
241	266	33	1
183	267	33	1
188	267	33	1
191	267	33	1
193	267	33	1
200	267	33	1
202	267	33	1
205	267	33	2
227	267	33	2
228	267	33	1
240	267	33	1
250	267	33	1
183	268	33	1
189	268	33	3
191	268	33	1
211	268	33	1
212	268	33	1
214	268	33	1
216	268	33	1
224	268	33	1
231	268	33	1
232	268	33	2
242	268	33	2
245	268	33	1
252	268	33	1
191	269	33	1
193	269	33	1
195	269	33	1
208	269	33	1
232	269	33	1
239	269	33	2
241	269	33	1
243	269	33	1
244	269	33	1
178	270	33	1
179	270	33	1
184	270	33	1
187	270	33	1
198	270	33	1
207	270	33	3
214	270	33	1
234	270	33	1
240	270	33	1
241	270	33	1
251	270	33	1
178	271	33	1
180	271	33	2
181	271	33	1
185	271	33	1
206	271	33	1
211	271	33	1
214	271	33	1
217	271	33	2
224	271	33	2
225	271	33	1
238	271	33	2
240	271	33	2
241	271	33	1
244	271	33	1
253	271	33	1
176	272	33	1
182	272	33	2
184	272	33	1
201	272	33	1
231	272	33	2
232	272	33	1
238	272	33	1
240	272	33	1
249	272	33	1
171	273	33	1
173	273	33	1
181	273	33	1
196	273	33	1
201	273	33	1
214	273	33	1
243	273	33	1
169	274	33	1
190	274	33	1
201	274	33	1
204	274	33	2
214	274	33	1
217	274	33	2
226	274	33	1
238	274	33	1
239	274	33	1
243	274	33	1
250	274	33	1
175	275	33	1
185	275	33	1
200	275	33	2
205	275	33	1
207	275	33	1
215	275	33	3
227	275	33	1
239	275	33	1
243	275	33	1
251	275	33	2
206	276	33	1
207	276	33	1
215	276	33	1
237	276	33	1
241	276	33	1
173	277	33	1
174	277	33	1
176	277	33	1
183	277	33	1
187	277	33	1
202	277	33	1
207	277	33	1
215	277	33	1
236	277	33	2
237	277	33	1
241	277	33	1
244	277	33	1
178	278	33	2
209	278	33	1
235	278	33	1
239	278	33	1
244	278	33	2
175	279	33	1
178	279	33	2
181	279	33	1
208	279	33	1
210	279	33	1
220	279	33	1
240	279	33	2
243	279	33	2
249	279	33	1
251	279	33	1
175	280	33	1
187	280	33	1
203	280	33	1
208	280	33	1
241	280	33	1
242	280	33	1
246	280	33	1
249	280	33	1
175	281	33	2
178	281	33	2
204	281	33	1
207	281	33	1
225	281	33	1
230	281	33	1
241	281	33	2
243	281	33	1
245	281	33	1
247	281	33	3
248	281	33	1
179	282	33	1
205	282	33	2
210	282	33	1
211	282	33	1
213	282	33	1
214	282	33	1
218	282	33	1
222	282	33	1
223	282	33	1
225	282	33	1
226	282	33	1
229	282	33	1
235	282	33	1
244	282	33	1
209	283	33	1
226	283	33	2
228	283	33	2
239	283	33	1
249	283	33	1
253	283	33	1
180	284	33	2
184	284	33	1
205	284	33	2
209	284	33	1
219	284	33	1
221	284	33	1
224	284	33	1
226	284	33	1
230	284	33	1
231	284	33	1
241	284	33	2
243	284	33	1
246	284	33	1
204	285	33	1
206	285	33	1
219	285	33	1
228	285	33	2
234	285	33	1
236	285	33	3
241	285	33	1
242	285	33	2
246	285	33	1
248	285	33	1
253	285	33	1
178	286	33	1
185	286	33	1
201	286	33	1
204	286	33	1
225	286	33	1
241.5	286.5	33.5	2
244	286	33	2
248	286	33	1
179	287	33	1
185	287	33	1
198	287	33	1
236	287	33	1
242	287	33	1
253	287	33	1
202	288	33	1
219	288	33	1
223	288	33	1
234	288	33	2
249	288	33	1
250	288	33	2
200	289	33	1
224	289	33	1
235	289	33	2
244	289	33	1
249	289	33	1
187	290	33	2
223	290	33	3
228	290	33	1
239	290	33	2
241	290	33	1
243	290	33	1
257	290	33	1
222	291	33	1
226	291	33	1
231	291	33	1
233	291	33	1
242	291	33	1
257	291	33	1
226	292	33	1
228	292	33	1
232	292	33	1
233	292	33	2
236	292	33	2
238	292	33	1
247	292	33	3
188	293	33	3
225	293	33	1
228	293	33	1
230	293	33	1
235	293	33	1
243	293	33	1
246	293	33	1
187	294	33	1
199	294	33	1
202	294	33	1
213	294	33	1
223	294	33	1
228	294	33	1
231	294	33	1
235	294	33	1
246	294	33	1
197	295	33	1
220	295	33	1
225	295	33	1
229	295	33	1
233	295	33	1
235	295	33	1
245	295	33	1
246	295	33	1
253	295	33	1
179	296	33	1
195	296	33	1
226	296	33	1
228	296	33	1
229	296	33	1
235	296	33	1
241	296	33	1
198	297	33	1
226	297	33	1
232	297	33	1
240	297	33	1
246	297	33	1
198	298	33	1
200	298	33	1
223	298	33	1
236	298	33	2
239	298	33	1
242	298	33	1
244	298	33	1
246	298	33	1
201	299	33	1
223	299	33	1
227	299	33	1
228	299	33	2
232	299	33	1
234	299	33	1
235	299	33	1
240	299	33	1
242	299	33	1
246	299	33	1
247	299	33	1
227	300	33	1
230	300	33	1
246	300	33	1
227	301	33	1
242	301	33	1
245	301	33	1
211	302	33	1
223	302	33	1
228	302	33	2
233	302	33	1
234	302	33	4
245	302	33	1
246	302	33	1
207	303	33	1
228	303	33	1
237	303	33	1
240	303	33	1
206	304	33	1
209	304	33	1
223	304	33	1
232	304	33	1
235	304	33	1
238	304	33	1
207	305	33	1
232	306	33	1
237	306	33	1
206	307	33	1
226	307	33	1
227	307	33	1
233	307	33	1
235	307	33	1
227	308	33	1
233	308	33	2
221	309	33	1
224	309	33	2
232	309	33	1
221	310	33	1
224	310	33	1
227	310	33	2
228	310	33	1
234	310	33	2
218	311	33	1
224	311	33	1
226	311	33	1
228	311	33	1
230	311	33	1
231	311	33	1
233	311	33	1
234	311	33	1
226	312	33	1
231	312	33	2
232	312	33	1
225	313	33	1
236	313	33	1
228	314	33	1
234	314	33	1
230	315	33	1
230	318	33	1
226	250	34	2
224	252	34	1
225	252	34	1
226	252	34	1
229	252	34	1
229	253	34	1
217	254	34	1
219	254	34	1
226	254	34	2
227	254	34	1
241	254	34	1
218	255	34	1
220	255	34	1
223	255	34	1
226	255	34	2
242	255	34	1
215	256	34	1
216	256	34	1
219	256	34	1
225	256	34	1
226	256	34	1
237	256	34	1
216	257	34	1
219	257	34	2
227	257	34	1
237	257	34	1
243	257	34	1
200	258	34	1
212	258	34	3
216	258	34	1
217	258	34	1
220	258	34	1
222	258	34	1
223	258	34	1
228	258	34	1
234	258	34	1
235	258	34	1
237	258	34	1
241	258	34	1
242	258	34	1
217	259	34	2
218	259	34	1
222	259	34	1
232	259	34	1
238	259	34	1
241	259	34	1
228	260	34	1
240	260	34	1
242	260	34	1
208	261	34	1
211	261	34	2
219	261	34	1
226	261	34	1
231	261	34	2
232	261	34	2
235	261	34	1
244	261	34	1
192	262	34	1
193	262	34	1
210	262	34	2
216	262	34	1
217	262	34	1
220	262	34	2
221	262	34	1
224	262	34	2
226	262	34	1
230	262	34	1
243	262	34	1
250	262	34	1
188	263	34	1
197	263	34	2
204	263	34	1
214	263	34	1
224	263	34	1
226	263	34	1
229	263	34	1
231	263	34	2
235	263	34	1
238	263	34	1
251	263	34	1
252	263	34	1
189	264	34	1
203	264	34	1
210	264	34	1
217	264	34	1
219	264	34	1
222	264	34	1
232	264	34	1
234	264	34	1
236	264	34	1
237	264	34	1
242	264	34	1
245	264	34	1
249	264	34	1
176	265	34	2
192	265	34	1
194	265	34	1
209	265	34	1
210	265	34	1
213	265	34	1
217	265	34	1
218	265	34	1
220	265	34	1
222	265	34	1
230	265	34	1
232	265	34	1
250	265	34	1
178	266	34	1
188	266	34	1
220	266	34	4
221	266	34	1
228	266	34	1
229	266	34	1
243	266	34	1
249	266	34	2
183	267	34	1
191	267	34	1
196	267	34	1
208	267	34	1
209	267	34	1
211	267	34	1
214	267	34	1
216	267	34	1
217	267	34	1
221	267	34	1
223	267	34	1
224	267	34	1
228	267	34	1
230	267	34	2
231	267	34	1
232	267	34	1
235	267	34	1
240	267	34	1
242	267	34	1
246	267	34	1
173	268	34	1
183	268	34	1
189	268	34	1
193	268	34	1
208	268	34	2
214	268	34	1
220	268	34	1
231	268	34	1
191	269	34	1
192	269	34	1
194	269	34	1
197	269	34	2
198	269	34	1
210	269	34	1
217	269	34	1
220	269	34	1
222	269	34	1
230	269	34	2
234	269	34	1
235	269	34	1
239	269	34	1
180	270	34	1
192	270	34	1
194	270	34	1
201	270	34	1
206	270	34	1
221	270	34	1
240	270	34	2
243	270	34	3
245	270	34	1
246	270	34	1
173	271	34	1
185	271	34	1
186	271	34	1
205	271	34	2
209	271	34	1
210	271	34	1
214	271	34	1
217	271	34	1
218	271	34	1
220	271	34	1
221	271	34	3
230	271	34	2
244	271	34	1
248	271	34	1
177	272	34	1
181	272	34	1
182	272	34	2
184	272	34	1
211	272	34	1
212	272	34	2
216	272	34	1
227	272	34	1
228	272	34	1
230	272	34	1
236	272	34	2
245	272	34	1
185	273	34	1
209	273	34	1
212	273	34	1
230	273	34	1
231	273	34	1
239	273	34	1
241	273	34	1
178	274	34	1
185	274	34	1
186	274	34	1
187	274	34	1
197	274	34	1
206	274	34	2
207	274	34	1
210	274	34	1
216	274	34	1
217	274	34	1
183	275	34	1
184	275	34	1
209	275	34	1
213	275	34	1
215	275	34	1
240	275	34	1
245	275	34	1
180	276	34	1
207	276	34	1
208	276	34	1
211	276	34	3
235	276	34	1
243	276	34	1
245	276	34	1
202	277	34	1
206	277	34	1
213	277	34	1
175	278	34	2
190	278	34	1
204	278	34	1
231	278	34	1
236	278	34	1
239	278	34	1
174	279	34	1
175	279	34	1
177	279	34	2
204	279	34	1
207	279	34	1
208	279	34	3
214	279	34	1
223	279	34	2
236	279	34	2
245	279	34	1
249	279	34	1
174	280	34	1
181	280	34	1
187	280	34	1
193	280	34	1
204	280	34	1
209	280	34	1
215	280	34	1
224	280	34	1
245	280	34	1
246	280	34	2
247	280	34	2
176	281	34	1
189	281	34	1
191	281	34	2
202	281	34	1
206	281	34	1
208	281	34	2
227	281	34	1
229	281	34	1
230	281	34	2
232	281	34	2
233	281	34	1
241	281	34	1
244	281	34	1
245	281	34	1
250	281	34	1
181	282	34	1
182	282	34	1
188	282	34	2
207	282	34	1
208	282	34	1
226	282	34	1
235	282	34	1
240	282	34	2
247	282	34	1
175	283	34	1
176	283	34	1
181	283	34	3
187	283	34	2
204	283	34	1
206	283	34	1
210	283	34	1
238	283	34	1
245	283	34	2
247	283	34	1
178	284	34	1
206	284	34	1
207	284	34	1
209	284	34	1
219	284	34	1
220	284	34	1
223	284	34	1
229	284	34	1
231	284	34	1
237	284	34	2
243	284	34	1
249	284	34	1
202	285	34	1
205	285	34	2
208	285	34	2
210	285	34	1
218	285	34	1
219	285	34	1
229	285	34	2
237	285	34	1
243	285	34	1
177	286	34	1
190	286	34	1
204	286	34	1
207	286	34	1
209	286	34	1
224	286	34	1
227	286	34	2
234	286	34	2
237	286	34	1
254	286	34	2
184	287	34	1
187	287	34	1
188	287	34	1
199	287	34	2
219	287	34	1
223	287	34	1
224	287	34	1
225	287	34	1
226	287	34	1
245	287	34	1
190	288	34	1
199	288	34	1
203	288	34	2
206	288	34	1
209	288	34	1
220	288	34	1
229	288	34	1
231	288	34	1
238	288	34	2
245	288	34	1
249	288	34	1
200	289	34	1
202	289	34	1
203	289	34	1
219	289	34	2
226	289	34	1
228	289	34	1
235	289	34	1
242	289	34	1
246	289	34	1
257	289	34	1
182	290	34	1
185	290	34	1
187	290	34	1
204	290	34	1
223	290	34	1
233	290	34	1
237	290	34	1
240	290	34	1
246	290	34	1
248	290	34	2
186	291	34	1
202	291	34	2
222	291	34	2
225	291	34	1
235	291	34	1
237	291	34	1
246	291	34	1
255	291	34	1
187	292	34	1
223	292	34	1
225	292	34	1
230	292	34	1
232	292	34	1
233	292	34	1
234	292	34	1
235	292	34	1
238	292	34	2
241	292	34	1
243	292	34	2
247	292	34	1
188	293	34	1
194	293	34	1
197	293	34	2
207	293	34	2
225	293	34	1
229	293	34	1
235	293	34	1
247	293	34	1
248	293	34	1
195	294	34	2
197	294	34	1
237	294	34	1
242	294	34	1
243	294	34	1
192	295	34	2
196	295	34	1
197	295	34	1
218	295	34	1
220	295	34	1
225	295	34	1
231	295	34	1
244	295	34	1
182	296	34	2
194	296	34	1
199	296	34	2
200	296	34	1
201	296	34	4
228	296	34	1
236	296	34	2
238	296	34	1
179	297	34	1
194	297	34	2
196	297	34	1
199	297	34	1
229	297	34	1
232	297	34	1
236	297	34	1
238	297	34	1
242	297	34	1
243	297	34	1
247	297	34	1
228	298	34	1
251	298	34	1
195	299	34	1
196	299	34	1
198	299	34	1
226	299	34	1
228	299	34	1
241	299	34	1
247	299	34	1
225	300	34	1
233	300	34	1
236	300	34	2
239	300	34	1
243	300	34	1
198	301	34	1
224	301	34	1
232	301	34	1
241	301	34	1
243	301	34	1
245	301	34	1
226	302	34	1
229	302	34	1
242	302	34	1
227	303	34	1
231	303	34	1
232	303	34	1
235	303	34	1
239	303	34	1
240	303	34	1
241	303	34	1
245	303	34	1
230	304	34	1
243	304	34	1
244	304	34	1
199	305	34	1
233	305	34	1
235	305	34	1
237	305	34	1
240	305	34	1
223	306	34	1
227	306	34	2
230	306	34	2
230	307	34	1
236	307	34	1
240	307	34	1
242	307	34	1
225	308	34	1
229	308	34	1
236	308	34	1
237	308	34	2
220	309	34	1
221	309	34	2
225	309	34	1
242	309	34	1
216	310	34	1
224	310	34	1
229	310	34	3
230	310	34	1
236	310	34	1
239	310	34	1
240	310	34	1
218	311	34	1
224	311	34	1
227	311	34	1
228	311	34	1
233	311	34	1
216	312	34	1
221	312	34	1
232	312	34	1
235	312	34	1
224	313	34	1
225	313	34	3
231	313	34	4
232	313	34	2
226	314	34	1
228	314	34	1
227	315	34	1
228	315	34	2
233	315	34	1
232	316	34	1
234	316	34	1
211	318	34	1
235	318	34	1
237	318	34	2
224	251	35	1
225	251	35	1
226	251	35	1
223	252	35	1
225	252	35	1
219	253	35	1
223	253	35	1
225	253	35	2
226	253	35	1
221	254	35	1
225	254	35	1
230	254	35	3
235	254	35	1
225	255	35	1
229	255	35	1
222	256	35	1
223	256	35	1
225	256	35	1
230	256	35	1
218	257	35	1
227	257	35	1
239	257	35	1
240	257	35	1
243	257	35	1
234	258	35	1
239	258	35	1
182	259	35	1
190	259	35	1
211	259	35	3
223	259	35	1
224	259	35	1
225	259	35	1
229	259	35	2
231	259	35	1
238	259	35	2
239	259	35	1
210	260	35	1
222	260	35	2
228	260	35	1
230	260	35	1
233	260	35	1
234	260	35	1
239	260	35	2
244	260	35	1
191	261	35	1
213	261	35	1
217	261	35	1
221	261	35	1
228	261	35	1
231	261	35	1
236	261	35	1
237	261	35	1
243	261	35	1
190	262	35	1
206	262	35	2
211	262	35	1
215	262	35	1
219	262	35	1
222	262	35	1
224	262	35	1
228	262	35	1
230	262	35	1
241	262	35	1
243	262	35	1
248	262	35	1
189	263	35	1
209	263	35	1
212	263	35	2
214	263	35	1
216	263	35	1
217	263	35	1
221	263	35	1
224	263	35	1
226	263	35	1
231	263	35	1
235	263	35	1
236	263	35	1
237	263	35	1
238	263	35	1
249	263	35	1
250	263	35	1
192	264	35	1
212	264	35	1
213	264	35	1
217	264	35	1
218	264	35	1
223	264	35	1
225	264	35	2
229	264	35	1
231	264	35	2
233	264	35	1
239	264	35	1
240	264	35	1
243	264	35	1
185	265	35	2
187	265	35	1
189	265	35	1
190	265	35	1
195	265	35	2
204	265	35	1
214	265	35	1
218	265	35	1
220	265	35	1
228	265	35	1
229	265	35	1
234	265	35	1
247	265	35	1
249	265	35	1
186	266	35	1
194	266	35	1
196	266	35	2
204	266	35	1
209	266	35	1
210	266	35	1
211	266	35	1
220	266	35	1
223	266	35	1
224	266	35	1
228	266	35	1
233	266	35	1
238	266	35	1
241	266	35	1
184	267	35	1
191	267	35	1
195	267	35	1
207	267	35	1
210	267	35	1
212	267	35	1
214	267	35	1
239	267	35	1
245	267	35	1
247	267	35	2
196	268	35	2
202	268	35	1
203	268	35	2
206	268	35	1
210	268	35	2
213	268	35	1
217	268	35	1
218	268	35	2
220	268	35	2
222	268	35	1
238	268	35	1
241	268	35	1
250	268	35	1
174	269	35	1
181	269	35	1
185	269	35	1
191	269	35	1
193	269	35	1
197	269	35	1
202	269	35	1
210	269	35	1
218	269	35	1
222	269	35	1
234	269	35	4
239	269	35	3
244	269	35	1
248	269	35	1
176	270	35	1
178	270	35	1
181	270	35	2
193	270	35	1
199	270	35	1
207	270	35	2
210	270	35	2
212	270	35	1
213	270	35	1
217	270	35	1
221	270	35	1
223	270	35	1
227	270	35	1
240	270	35	2
241	270	35	3
248	270	35	1
249	270	35	1
250	270	35	1
173	271	35	1
177	271	35	1
179	271	35	1
183	271	35	1
187	271	35	2
188	271	35	2
189	271	35	1
192	271	35	1
193	271	35	1
201	271	35	2
205	271	35	2
210	271	35	1
213	271	35	1
217	271	35	1
228	271	35	2
231	271	35	1
236	271	35	2
240	271	35	1
247	271	35	1
248	271	35	1
173	272	35	1
174	272	35	1
176	272	35	1
178	272	35	1
179	272	35	2
180	272	35	1
182	272	35	1
183	272	35	1
184	272	35	1
185	272	35	1
189	272	35	1
190	272	35	1
192	272	35	1
193	272	35	1
214	272	35	1
215	272	35	1
237	272	35	1
244	272	35	1
173	273	35	1
176	273	35	2
204	273	35	1
227	273	35	1
231	273	35	1
234	273	35	2
239	273	35	1
242	273	35	1
248	273	35	1
181	274	35	1
185	274	35	1
186	274	35	1
202	274	35	1
204	274	35	1
213	274	35	1
218	274	35	1
231	274	35	2
233	274	35	1
234	274	35	1
235	274	35	1
239	274	35	1
241	274	35	1
250	274	35	1
178	275	35	1
191	275	35	1
200	275	35	1
203	275	35	1
205	275	35	1
209	275	35	1
213	275	35	1
219	275	35	1
220	275	35	1
238	275	35	1
240	275	35	1
206	276	35	2
211	276	35	1
212	276	35	1
218	276	35	2
219	276	35	1
220	276	35	1
230	276	35	1
232	276	35	1
242	276	35	1
243	276	35	1
248	276	35	1
173	277	35	1
175	277	35	1
187	277	35	1
206	277	35	1
218	277	35	1
224	277	35	1
229	277	35	2
232	277	35	1
235	277	35	1
244	277	35	1
248	277	35	1
178	278	35	1
183	278	35	1
187	278	35	1
205	278	35	1
210	278	35	1
216	278	35	1
221	278	35	1
223	278	35	1
225	278	35	1
230	278	35	2
238	278	35	1
243	278	35	1
180	279	35	1
184	279	35	1
203	279	35	1
205	279	35	1
207	279	35	1
209	279	35	1
214	279	35	1
217	279	35	1
227	279	35	2
234	280	35	1
237	280	35	1
245	280	35	1
246	280	35	1
248	280	35	1
173	281	35	1
180	281	35	1
191	281	35	1
205	281	35	2
206	281	35	1
211	281	35	1
213	281	35	1
221	281	35	1
234	281	35	1
240	281	35	1
248	281	35	1
179	282	35	1
186	282	35	1
189	282	35	1
210	282	35	1
215	282	35	1
218	282	35	1
220	282	35	1
229	282	35	2
203	283	35	1
207	283	35	1
208	283	35	1
221	283	35	1
228	283	35	1
229	283	35	1
232	283	35	1
236	283	35	1
240	283	35	1
176	284	35	1
180	284	35	1
214	284	35	2
225	284	35	1
226	284	35	1
235	284	35	1
237	284	35	1
242	284	35	1
245	284	35	2
246	284	35	1
247	284	35	1
176	285	35	1
182	285	35	1
189	285	35	2
198	285	35	1
205	285	35	1
209	285	35	2
217	285	35	1
220	285	35	1
224	285	35	1
226	285	35	2
229	285	35	1
230	285	35	1
234	285	35	1
236	285	35	1
242	285	35	1
243	285	35	1
248	285	35	1
178	286	35	1
188	286	35	1
191	286	35	1
196	286	35	1
198	286	35	2
208	286	35	1
216	286	35	1
218	286	35	2
220	286	35	1
221	286	35	1
223	286	35	2
224	286	35	1
228	286	35	2
229	286	35	1
233	286	35	1
246	286	35	1
248	286	35	1
185	287	35	1
186	287	35	1
188	287	35	1
190	287	35	2
196	287	35	1
206	287	35	3
225	287	35	1
226	287	35	1
237	287	35	2
242	287	35	1
176	288	35	3
194	288	35	1
196	288	35	1
199	288	35	1
220	288	35	1
223	288	35	1
236	288	35	1
247	288	35	1
176	289	35	1
177	289	35	1
186	289	35	1
204	289	35	1
220	289	35	1
236	289	35	1
237	289	35	1
241	289	35	1
246	289	35	1
185	290	35	1
186	290	35	1
190	290	35	1
197	290	35	1
206	290	35	1
227	290	35	2
248	290	35	1
179	291	35	1
194	291	35	1
200	291	35	1
202	291	35	1
206	291	35	2
216	291	35	1
232	291	35	1
237	291	35	1
247	291	35	1
174	292	35	1
186	292	35	1
194	292	35	2
197	292	35	1
203	292	35	2
222	292	35	1
225	292	35	1
229	292	35	1
232	292	35	2
238	292	35	1
181	293	35	1
182	293	35	1
196	293	35	1
198	293	35	1
227	293	35	1
232	293	35	1
239	293	35	1
181	294	35	2
187	294	35	1
197	294	35	1
199	294	35	1
221	294	35	1
225	294	35	1
226	294	35	1
231	294	35	1
236	294	35	1
239	294	35	1
245	294	35	1
226	295	35	1
230	295	35	1
233	295	35	1
247	295	35	1
177	296	35	1
182	296	35	1
193	296	35	1
220	296	35	2
221	296	35	1
228	296	35	2
238	296	35	1
198	297	35	1
226	297	35	1
227	297	35	1
237	297	35	1
240	297	35	1
243	297	35	1
247	297	35	1
191	298	35	1
194	298	35	1
221	298	35	1
222	298	35	1
234	298	35	1
247	298	35	1
196	299	35	1
228	299	35	1
241	299	35	2
242	299	35	1
245	299	35	1
194	300	35	1
224	300	35	1
226	300	35	1
233	300	35	1
194	301	35	1
233	301	35	1
240	301	35	1
243	301	35	1
224	302	35	1
225	302	35	1
227	302	35	1
229	302	35	1
230	302	35	1
226	303	35	1
229	303	35	1
231	303	35	1
232	303	35	1
236	303	35	2
242	303	35	1
223	304	35	1
225	304	35	1
226	304	35	1
233	304	35	1
234	304	35	1
235	304	35	1
241	304	35	1
244	304	35	1
195	305	35	1
229	305	35	1
236	305	35	1
206	306	35	1
223	306	35	1
224	306	35	1
225	306	35	1
231	306	35	1
232	306	35	1
235	306	35	1
236	306	35	1
207	307	35	2
224	307	35	1
227	307	35	1
234	307	35	2
238	307	35	1
241	307	35	1
242	307	35	1
206	308	35	1
220	308	35	1
221	308	35	1
232	308	35	1
239	308	35	1
219	310	35	1
227	310	35	1
236	310	35	1
214	311	35	1
215	311	35	1
216	311	35	1
219	311	35	1
224	311	35	1
237	311	35	1
234	312	35	1
221	313	35	1
223	313	35	1
230	313	35	1
232	313	35	2
235	313	35	1
240	313	35	1
241	313	35	1
221	314	35	1
235	314	35	2
230	315	35	2
233	315	35	1
237	315	35	1
238	315	35	1
210	316	35	1
234	316	35	2
233	317	35	1
234	317	35	1
231	318	35	1
236	318	35	2
237	318	35	1
233	319	35	1
222	253	36	1
228	253	36	1
226	255	36	1
219	256	36	2
225	256	36	1
226	256	36	1
224	257	36	1
226	257	36	1
220	258	36	1
221	258	36	1
222	258	36	1
223	258	36	1
231	258	36	1
232	258	36	1
220	259	36	1
221	259	36	1
222	259	36	1
226	259	36	1
227	259	36	1
230	259	36	1
224	260	36	1
226	260	36	1
229	260	36	2
237	260	36	2
211	261	36	1
218	261	36	1
222	261	36	1
228	261	36	1
230	261	36	1
234	261	36	1
242	261	36	2
246	261	36	1
192	262	36	1
226	262	36	1
227	262	36	1
230	262	36	1
231	262	36	1
245	262	36	2
189	263	36	1
193	263	36	1
216	263	36	1
218	263	36	1
221	263	36	1
222	263	36	2
231	263	36	1
233	263	36	1
237	263	36	1
240	263	36	1
244	263	36	1
249	263	36	1
209	264	36	1
210	264	36	1
212	264	36	1
213	264	36	3
216	264	36	1
220	264	36	1
230	264	36	1
233	264	36	2
234	264	36	1
185	265	36	1
191	265	36	1
230	265	36	2
233	265	36	1
237	265	36	1
242	265	36	2
245	265	36	3
187	266	36	1
188	266	36	2
219	266	36	1
229	266	36	2
233	266	36	1
238	266	36	1
248	266	36	2
186	267	36	1
195	267	36	1
209	267	36	2
211	267	36	1
219	267	36	1
221	267	36	1
189	268	36	1
205	268	36	2
209	268	36	1
211	268	36	1
213	268	36	1
238	268	36	1
247	268	36	1
250	268	36	1
210	269	36	1
211	269	36	1
213	269	36	2
215	269	36	1
219	269	36	1
222	269	36	1
233	269	36	1
236	269	36	1
238	269	36	1
211	270	36	1
214	270	36	1
216	270	36	1
217	270	36	1
239	270	36	1
176	271	36	1
181	271	36	1
