x	y	z	Transcriptional Regulation by MECP2
196	261	30	3
198	261	30	3
199	261	30	1
208	261	30	2
209	261	30	2
211	261	30	1
215	261	30	3
217	261	30	1
218	261	30	1
219	261	30	5
225	261	30	1
226	261	30	1
227	261	30	2
230	261	30	2
231	261	30	3
232	261	30	2
236	261	30	4
238	261	30	1
239	261	30	1
241	261	30	2
244	261	30	2
246	261	30	2
179	262	30	1
186	262	30	2
187	262	30	1
188	262	30	1
194	262	30	1
216	262	30	1
218	262	30	2
219	262	30	1
220	262	30	4
221	262	30	2
222	262	30	1
223	262	30	1
225	262	30	2
230	262	30	2
240	262	30	1
245	262	30	3
249	262	30	2
179	263	30	1
185	263	30	1
186	263	30	1
189	263	30	3
193	263	30	2
197	263	30	1
215	263	30	3
218	263	30	2
222	263	30	1
224	263	30	2
230	263	30	1
233	263	30	2
234	263	30	1
240	263	30	1
246	263	30	3
247	263	30	2
248	263	30	2
186	264	30	1
188	264	30	2
211	264	30	2
222	264	30	1
226	264	30	1
227	264	30	1
228	264	30	2
229	264	30	2
231	264	30	2
232	264	30	3
238	264	30	1
239	264	30	2
183	265	30	1
191	265	30	3
193	265	30	1
196	265	30	1
197	265	30	1
200	265	30	1
210	265	30	1
212	265	30	1
213	265	30	2
217	265	30	1
219	265	30	2
224	265	30	2
228	265	30	1
230	265	30	1
231	265	30	2
232	265	30	1
233	265	30	1
235	265	30	1
236	265	30	1
242	265	30	1
244	265	30	1
246	265	30	2
248	265	30	1
187	266	30	1
189	266	30	2
194	266	30	2
195	266	30	1
214	266	30	2
219	266	30	1
229	266	30	3
231	266	30	1
232	266	30	1
233	266	30	1
239.5	266.5	30.5	3
241	266	30	1
247	266	30	1
176	267	30	2
182	267	30	1
189	267	30	1
196	267	30	2
198	267	30	2
202	267	30	2
209	267	30	2
219	267	30	3
225	267	30	3
228	267	30	1
229	267	30	1
232	267	30	1
235	267	30	1
236	267	30	3
239	267	30	1
240	267	30	1
241	267	30	2
245	267	30	1
172	268	30	1
189	268	30	1
190	268	30	1
191	268	30	3
194	268	30	1
195	268	30	4
196	268	30	2
205	268	30	4
206	268	30	1
214	268	30	1
216	268	30	1
217	268	30	2
226	268	30	2
228	268	30	1
230	268	30	1
237	268	30	3
238	268	30	1
239	268	30	2
241	268	30	1
243	268	30	2
244	268	30	2
247	268	30	1
248	268	30	1
249	268	30	1
250	268	30	1
172	269	30	2
178	269	30	1
180	269	30	1
193	269	30	1
194	269	30	1
197	269	30	1
198	269	30	2
204	269	30	1
213	269	30	1
222	269	30	1
232	269	30	2
236	269	30	2
237	269	30	1
238	269	30	3
240	269	30	1
243	269	30	2
245	269	30	1
248	269	30	1
250	269	30	5
252	269	30	1
178	270	30	1
179	270	30	1
181	270	30	3
183	270	30	1
184	270	30	1
186	270	30	2
187	270	30	2
194	270	30	1
196	270	30	1
197	270	30	1
200	270	30	1
201	270	30	3
205	270	30	1
207	270	30	4
214	270	30	1
216	270	30	1
217	270	30	1
223	270	30	3
227	270	30	1
230	270	30	2
231	270	30	2
233	270	30	1
234	270	30	2
238	270	30	1
244	270	30	2
250	270	30	4
176	271	30	2
181	271	30	2
183	271	30	1
185	271	30	1
188	271	30	2
193	271	30	1
194	271	30	1
199	271	30	3
200	271	30	1
201	271	30	2
206	271	30	2
212	271	30	2
215	271	30	1
216	271	30	1
225	271	30	2
229	271	30	2
232	271	30	1
238	271	30	2
243	271	30	3
244	271	30	2
179	272	30	1
180	272	30	2
182	272	30	1
184	272	30	1
185	272	30	3
203	272	30	1
206	272	30	1
216	272	30	1
224	272	30	2
227	272	30	2
233	272	30	1
235	272	30	3
238	272	30	1
240	272	30	1
245	272	30	1
247	272	30	1
250	272	30	1
181	273	30	1
182	273	30	1
208	273	30	2
214	273	30	1
231	273	30	2
232	273	30	2
239	273	30	1
246	273	30	2
177	274	30	3
180	274	30	2
182	274	30	1
185	274	30	1
208	274	30	1
211	274	30	1
212	274	30	2
229	274	30	1
233	274	30	1
234	274	30	1
236	274	30	1
238	274	30	1
241	274	30	1
244	274	30	2
251	274	30	2
175	275	30	1
179	275	30	2
180	275	30	1
182	275	30	3
183	275	30	1
184	275	30	1
211	275	30	2
212	275	30	1
213	275	30	1
215	275	30	1
233	275	30	1
240	275	30	3
242	275	30	1
251	275	30	1
205	276	30	2
232	276	30	4
233	276	30	1
239	276	30	1
241	276	30	3
246	276	30	1
248	276	30	1
250	276	30	4
253	276	30	2
174	277	30	1
180	277	30	3
205	277	30	2
206	277	30	1
208	277	30	4
232	277	30	2
235	277	30	4
237	277	30	1
238	277	30	1
241	277	30	1
245	277	30	1
247	277	30	1
249	277	30	1
251	277	30	1
190	278	30	3
201	278	30	1
203	278	30	1
204	278	30	1
206	278	30	3
208	278	30	1
226	278	30	1
235	278	30	1
236	278	30	2
237	278	30	1
239	278	30	2
243	278	30	1
246	278	30	4
247	278	30	1
250	278	30	1
253	278	30	2
206	279	30	1
207	279	30	1
238	279	30	1
241	279	30	1
245	279	30	1
251	279	30	1
254	279	30	1
175	280	30	2
176	280	30	2
178	280	30	1
219	280	30	2
235	280	30	1
237	280	30	1
238	280	30	1
244	280	30	2
245	280	30	1
247	280	30	1
248	280	30	3
249	280	30	2
252	280	30	4
254	280	30	2
179	281	30	1
181	281	30	2
214	281	30	1
217	281	30	1
218	281	30	1
223	281	30	3
224	281	30	2
234	281	30	2
235	281	30	2
241	281	30	3
243	281	30	1
245	281	30	1
247	281	30	1
249	281	30	2
251	281	30	1
252	281	30	2
254	281	30	1
179	282	30	1
187	282	30	2
210	282	30	3
219	282	30	2
221	282	30	4
223	282	30	1
229	282	30	2
235	282	30	2
236	282	30	1
237	282	30	1
238	282	30	1
239	282	30	4
240	282	30	2
241	282	30	1
244	282	30	1
245	282	30	1
246	282	30	1
248	282	30	1
250	282	30	2
251	282	30	1
254	282	30	4
256	282	30	2
179	283	30	2
202	283	30	1
205	283	30	2
209	283	30	1
219	283	30	2
221	283	30	1
223	283	30	1
236	283	30	1
238	283	30	1
239	283	30	2
240	283	30	3
242	283	30	2
244	283	30	1
251	283	30	2
252	283	30	1
254	283	30	3
180	284	30	1
181	284	30	2
219	284	30	1
221	284	30	1
225	284	30	1
231	284	30	3
236	284	30	2
238	284	30	1
240	284	30	1
243	284	30	1
244	284	30	1
245	284	30	2
249	284	30	1
251	284	30	1
252	284	30	1
253	284	30	1
254	284	30	1
211	285	30	1
222.5	285.5	30.5	1
223	285	30	1
224	285	30	1
225	285	30	3
226	285	30	3
229	285	30	4
232	285	30	2
236	285	30	1
248	285	30	1
252	285	30	2
254	285	30	1
255	285	30	2
256	285	30	1
180	286	30	2
205	286	30	1
206	286	30	1
222	286	30	1
223	286	30	1
224	286	30	3
226	286	30	1
229	286	30	1
230	286	30	2
231	286	30	1
234	286	30	1
235	286	30	1
239	286	30	1
240	286	30	2
241	286	30	2
243	286	30	1
244	286	30	3
246	286	30	2
249	286	30	1
250	286	30	3
251	286	30	1
256	286	30	1
257	286	30	3
207	287	30	2
222	287	30	1
224	287	30	1
225	287	30	1
228	287	30	1
243	287	30	2
248	287	30	1
250	287	30	1
251	287	30	1
252	287	30	2
254	287	30	4
255	287	30	2
221	288	30	4
225	288	30	2
226	288	30	2
229	288	30	3
231	288	30	3
232	288	30	2
235	288	30	2
241	288	30	1
243	288	30	1
244	288	30	1
245	288	30	2
246	288	30	1
247	288	30	2
249	288	30	1
250	288	30	2
252	288	30	3
199	289	30	1
201	289	30	1
223	289	30	2
230	289	30	1
235	289	30	2
240	289	30	1
245	289	30	1
247	289	30	1
248	289	30	1
252	289	30	2
198	290	30	4
222	290	30	3
225	290	30	1
231	290	30	1
233	290	30	1
235	290	30	3
236	290	30	1
239	290	30	1
240	290	30	2
241	290	30	1
242	290	30	1
245	290	30	1
246	290	30	3
248	290	30	2
250	290	30	3
257	290	30	1
198	291	30	1
222	291	30	5
223	291	30	2
232	291	30	2
234	291	30	1
235	291	30	2
241	291	30	2
242	291	30	2
244	291	30	2
245	291	30	1
247	291	30	1
248	291	30	4
250	291	30	1
255	291	30	2
258	291	30	4
194	292	30	1
198	292	30	2
203	292	30	2
213	292	30	4
220	292	30	1
223	292	30	4
224	292	30	1
230	292	30	4
236	292	30	1
245	292	30	2
246	292	30	1
247	292	30	2
248	292	30	2
249	292	30	2
201	293	30	1
221	293	30	1
223	293	30	1
225	293	30	2
227	293	30	2
229	293	30	1
231	293	30	1
233	293	30	1
236	293	30	1
238	293	30	3
239	293	30	2
240	293	30	2
241	293	30	1
243	293	30	2
244	293	30	1
245	293	30	3
246	293	30	1
247	293	30	1
249	293	30	1
250	293	30	3
253	293	30	1
220	294	30	1
221	294	30	1
225	294	30	2
226	294	30	1
227	294	30	2
229	294	30	2
232	294	30	2
235	294	30	1
237	294	30	5
238	294	30	1
240	294	30	1
244	294	30	2
249	294	30	2
250	294	30	2
252	294	30	1
253	294	30	2
257	294	30	3
258	294	30	1
197	295	30	1
218	295	30	1
221	295	30	1
226	295	30	1
227	295	30	1
234	295	30	6
241	295	30	3
243	295	30	1
244	295	30	1
250	295	30	2
252	295	30	3
254	295	30	3
255	295	30	1
257	295	30	1
186	296	30	1
220	296	30	1
228	296	30	1
232	296	30	1
234	296	30	1
239	296	30	1
243	296	30	1
244	296	30	1
247	296	30	1
252	296	30	1
253	296	30	1
220	297	30	1
221	297	30	1
223	297	30	2
227	297	30	1
229	297	30	3
231	297	30	2
232	297	30	1
239	297	30	1
241	297	30	1
244	297	30	2
245	297	30	1
246	297	30	1
248	297	30	2
252	297	30	2
220	298	30	1
221	298	30	2
222	298	30	2
226	298	30	2
227	298	30	2
228	298	30	1
229	298	30	1
232	298	30	3
233	298	30	2
235	298	30	2
237	298	30	1
240	298	30	2
242	298	30	1
245	298	30	1
246	298	30	2
251	298	30	1
216	299	30	1
218	299	30	1
230	299	30	1
231	299	30	2
236	299	30	1
240	299	30	1
241	299	30	1
242	299	30	1
246	299	30	2
247	299	30	1
248	299	30	1
250	299	30	2
252	299	30	2
214	300	30	1
223	300	30	2
226	300	30	1
227	300	30	2
231	300	30	1
232	300	30	1
236	300	30	2
240	300	30	1
241	300	30	1
242	300	30	1
244	300	30	1
246	300	30	1
247	300	30	2
248	300	30	1
249	300	30	2
251	300	30	1
223	301	30	1
224	301	30	1
225	301	30	1
226	301	30	1
227	301	30	1
230	301	30	2
238	301	30	1
240	301	30	1
241	301	30	2
243	301	30	1
244	301	30	1
245	301	30	1
247	301	30	1
249	301	30	1
221	302	30	3
223	302	30	1
229	302	30	2
236	302	30	2
239	302	30	2
240	302	30	2
242	302	30	1
223	303	30	1
237	303	30	4
239	303	30	2
240	303	30	1
241	303	30	2
243	303	30	2
246	303	30	2
233	304	30	1
235	304	30	1
236	304	30	2
237	304	30	1
238	304	30	2
240	304	30	1
233	305	30	1
237	305	30	2
238	305	30	1
238	306	30	1
240	306	30	2
224	250	31	1
226	250	31	2
235	250	31	2
215	251	31	1
229	251	31	1
235	251	31	1
216	252	31	2
226	252	31	2
235	252	31	1
239	252	31	3
215	253	31	1
217	253	31	1
224	253	31	1
225	253	31	2
227	253	31	2
228	253	31	2
232	253	31	2
233	253	31	2
237	253	31	2
193	254	31	1
226	254	31	2
227	254	31	2
229	254	31	2
232	254	31	2
238	254	31	1
226	255	31	1
229	255	31	3
230	255	31	1
235	255	31	1
238	255	31	2
240	255	31	1
207	256	31	2
215	256	31	2
216	256	31	2
236	256	31	1
239	256	31	1
177	257	31	1
202	257	31	2
215	257	31	2
216	257	31	1
229	257	31	2
232	257	31	1
233	257	31	1
236	257	31	3
237	257	31	1
238	257	31	2
190	258	31	2
215	258	31	2
216	258	31	2
227	258	31	1
228	258	31	1
233	258	31	2
235	258	31	2
237	258	31	1
240	258	31	1
209	259	31	1
216	259	31	2
227	259	31	1
230	259	31	1
231	259	31	1
232	259	31	1
239	259	31	1
188	260	31	1
191	260	31	1
195	260	31	1
209	260	31	1
216	260	31	1
228	260	31	2
234	260	31	2
237	260	31	2
238	260	31	2
240	260	31	1
241	260	31	1
245	260	31	2
181	261	31	1
184	261	31	2
187	261	31	2
193	261	31	1
195	261	31	2
208	261	31	1
210	261	31	1
211	261	31	1
213	261	31	2
216	261	31	2
217	261	31	1
224	261	31	1
227	261	31	5
228	261	31	2
230	261	31	1
235	261	31	1
239	261	31	2
244	261	31	2
245	261	31	3
249	261	31	3
193	262	31	1
195	262	31	1
207	262	31	1
210	262	31	1
211	262	31	1
217	262	31	1
218	262	31	2
219	262	31	3
222	262	31	1
223	262	31	2
226	262	31	1
227	262	31	1
229	262	31	1
230	262	31	1
235	262	31	1
236	262	31	1
240	262	31	2
242	262	31	4
246	262	31	2
187	263	31	1
193	263	31	1
194	263	31	1
197	263	31	1
198	263	31	1
200	263	31	1
217	263	31	2
220	263	31	2
221	263	31	4
222	263	31	2
223	263	31	2
227	263	31	2
228	263	31	1
230	263	31	2
232	263	31	2
233	263	31	1
234	263	31	1
235	263	31	1
236	263	31	1
238	263	31	1
245	263	31	1
248	263	31	1
184	264	31	2
185	264	31	1
187	264	31	2
188	264	31	1
190	264	31	1
204	264	31	3
209	264	31	1
214	264	31	3
215	264	31	3
217	264	31	2
222	264	31	1
226	264	31	2
231	264	31	3
238	264	31	1
244	264	31	1
246	264	31	1
249	264	31	3
185	265	31	1
194	265	31	2
196	265	31	2
205	265	31	3
213	265	31	1
222	265	31	1
226	265	31	2
229	265	31	1
232	265	31	1
233	265	31	3
234	265	31	1
236	265	31	3
238	265	31	2
240	265	31	1
245	265	31	1
246	265	31	3
248	265	31	2
249	265	31	2
250	265	31	2
186	266	31	1
187	266	31	4
189	266	31	3
191	266	31	2
193	266	31	1
194	266	31	3
197	266	31	1
198	266	31	2
212	266	31	2
229	266	31	1
231	266	31	2
236	266	31	2
243	266	31	1
244	266	31	2
245	266	31	1
246	266	31	2
247	266	31	1
248	266	31	1
176	267	31	1
177	267	31	1
182	267	31	1
192	267	31	1
194	267	31	1
195	267	31	2
197	267	31	3
217	267	31	2
219	267	31	2
222	267	31	1
223	267	31	2
227	267	31	1
228	267	31	2
229	267	31	1
231	267	31	2
232	267	31	1
233	267	31	2
235	267	31	1
236	267	31	1
241	267	31	1
242	267	31	2
244	267	31	1
246	267	31	2
183	268	31	1
188	268	31	1
203	268	31	2
205	268	31	2
210	268	31	2
215	268	31	1
216	268	31	3
218	268	31	1
219	268	31	1
224	268	31	1
225	268	31	1
238	268	31	2
240	268	31	1
241	268	31	2
242	268	31	3
245	268	31	2
247	268	31	1
173	269	31	2
182	269	31	2
183	269	31	1
184	269	31	1
191	269	31	1
194	269	31	1
198	269	31	1
199	269	31	2
204	269	31	1
210	269	31	1
215	269	31	1
231	269	31	1
234	269	31	1
238	269	31	2
239	269	31	3
240	269	31	1
242	269	31	2
243	269	31	1
249	269	31	2
250	269	31	3
252	269	31	3
173	270	31	2
178	270	31	1
180	270	31	1
181	270	31	1
185	270	31	2
186	270	31	3
198	270	31	1
199	270	31	1
207	270	31	1
216	270	31	2
217	270	31	1
234	270	31	1
242	270	31	1
244	270	31	1
247	270	31	1
171	271	31	2
174	271	31	1
175	271	31	3
176	271	31	1
177	271	31	2
178	271	31	1
182	271	31	1
185	271	31	2
200	271	31	3
204	271	31	2
209	271	31	2
213	271	31	1
214	271	31	2
215	271	31	2
217	271	31	1
224	271	31	1
225	271	31	2
231	271	31	2
233	271	31	1
235	271	31	1
238	271	31	1
239	271	31	2
240	271	31	1
241	271	31	1
246	271	31	2
251	271	31	2
183	272	31	1
184	272	31	1
203	272	31	1
204	272	31	2
206	272	31	1
208	272	31	1
210	272	31	1
214	272	31	1
215	272	31	3
218	272	31	3
225	272	31	2
226	272	31	3
227	272	31	1
232	272	31	4
234	272	31	1
238	272	31	1
240	272	31	2
241	272	31	2
243	272	31	1
249	272	31	1
250	272	31	1
251	272	31	1
183	273	31	1
211	273	31	3
215	273	31	3
229	273	31	1
232	273	31	1
235	273	31	1
236	273	31	1
239	273	31	1
242	273	31	1
249	273	31	1
250	273	31	1
175	274	31	3
179	274	31	1
180	274	31	2
203	274	31	1
204	274	31	2
211	274	31	1
214	274	31	2
226	274	31	1
229	274	31	1
232	274	31	1
236	274	31	1
237	274	31	2
243	274	31	2
244	274	31	1
247	274	31	2
248	274	31	5
252	274	31	1
205	275	31	2
211	275	31	1
229	275	31	2
231	275	31	2
236	275	31	1
238	275	31	1
243	275	31	1
244	275	31	1
176	276	31	2
181	276	31	1
184	276	31	2
198	276	31	1
226	276	31	1
233	276	31	2
234	276	31	1
239	276	31	2
240	276	31	2
243	276	31	3
246	276	31	1
252	276	31	1
204	277	31	1
209	277	31	1
234	277	31	1
235	277	31	1
236	277	31	1
237	277	31	3
239	277	31	3
241	277	31	1
245	277	31	2
247	277	31	1
249	277	31	1
174	278	31	1
177	278	31	1
178	278	31	3
180	278	31	1
203	278	31	1
204	278	31	1
205	278	31	2
206	278	31	4
224	278	31	1
236	278	31	1
237	278	31	1
238	278	31	1
240	278	31	1
243	278	31	1
244	278	31	2
246	278	31	2
175	279	31	1
180	279	31	3
205	279	31	1
208	279	31	1
235	279	31	2
236	279	31	2
237	279	31	1
242	279	31	3
244	279	31	1
246	279	31	1
247	279	31	1
254	279	31	2
175	280	31	1
176	280	31	1
205	280	31	1
208	280	31	1
221	280	31	3
232	280	31	1
236	280	31	1
247	280	31	2
248	280	31	1
249	280	31	2
250	280	31	1
251	280	31	3
176	281	31	1
179	281	31	1
184	281	31	1
204	281	31	2
206	281	31	3
210	281	31	1
220	281	31	1
222	281	31	1
223	281	31	2
224	281	31	2
228	281	31	2
234	281	31	1
235	281	31	3
240	281	31	2
241	281	31	1
244	281	31	2
245	281	31	2
248	281	31	2
250	281	31	2
254	281	31	1
173	282	31	1
175	282	31	1
179	282	31	1
180	282	31	3
181	282	31	2
206	282	31	1
219	282	31	2
221	282	31	1
223	282	31	1
225	282	31	1
231	282	31	2
232	282	31	1
234	282	31	2
238	282	31	1
241	282	31	1
245	282	31	2
247	282	31	1
250	282	31	1
254	282	31	1
176	283	31	2
179	283	31	1
181	283	31	1
182	283	31	2
184	283	31	1
208	283	31	1
218	283	31	1
219	283	31	1
221	283	31	1
223	283	31	1
224	283	31	2
228	283	31	1
231	283	31	2
233	283	31	1
234	283	31	1
235	283	31	2
241	283	31	2
242	283	31	1
243	283	31	2
251	283	31	1
252	283	31	4
253	283	31	1
176	284	31	1
179	284	31	2
180	284	31	3
181	284	31	1
206	284	31	2
223	284	31	3
231	284	31	2
235	284	31	2
236	284	31	1
238	284	31	1
239	284	31	1
248	284	31	1
250	284	31	1
257	284	31	2
177	285	31	1
178	285	31	1
179	285	31	3
183	285	31	1
219	285	31	1
223	285	31	3
225	285	31	1
226	285	31	1
229	285	31	2
231	285	31	2
234	285	31	2
238	285.5	31.5	1
240	285	31	2
244	285	31	1
251	285	31	2
252	285	31	5
253	285	31	1
255	285	31	2
178	286	31	1
180	286	31	1
221	286	31	1
222	286	31	1
224	286	31	1
225	286	31	2
231	286	31	1
240	286	31	2
244	286	31	3
246	286	31	1
252	286	31	3
187	287	31	2
219	287	31	1
220	287	31	1
221	287	31	1
224	287	31	1
225	287	31	1
226	287	31	1
227	287	31	2
228	287	31	1
230	287	31	1
231	287	31	1
234	287	31	2
236	287	31	1
238	287	31	1
239	287	31	1
241	287	31	2
243	287	31	2
244	287	31	2
248	287	31	1
251	287	31	1
252	287	31	1
253	287	31	4
256	287	31	1
186	288	31	2
220	288	31	1
221	288	31	1
223	288	31	1
226	288	31	1
228	288	31	1
230	288	31	1
233	288	31	4
236	288	31	2
240.5	288.5	31.5	1
242	288	31	1
245	288	31	2
247	288	31	2
249	288	31	4
251	288	31	1
253	288	31	1
185	289	31	1
200	289	31	2
205	289	31	1
221	289	31	2
224	289	31	3
226	289	31	1
227	289	31	1
228	289	31	1
232	289	31	3
233	289	31	3
234	289	31	1
237	289	31	1
238	289	31	1
240	289	31	2
242	289	31	1
243	289	31	1
244	289	31	1
247	289	31	1
250	289	31	1
252	289	31	1
254	289	31	1
200	290	31	1
221	290	31	1
222	290	31	1
225	290	31	3
226	290	31	2
230	290	31	2
231	290	31	1
237	290	31	1
246	290	31	2
247	290	31	1
250	290	31	2
197	291	31	1
198	291	31	1
199	291	31	4
200	291	31	2
227	291	31	1
229	291	31	1
230	291	31	2
231	291	31	1
235	291	31	1
237	291	31	2
238	291	31	3
241	291	31	3
242	291	31	1
247	291	31	1
248	291	31	1
249	291	31	2
254	291	31	2
255	291	31	4
197	292	31	3
198	292	31	1
199	292	31	2
201	292	31	1
221	292	31	1
230	292	31	3
232	292	31	2
243	292	31	1
251	292	31	2
252	292	31	3
253	292	31	1
254	292	31	4
256	292	31	1
198	293	31	2
221	293	31	1
223	293	31	1
225	293	31	2
229	293	31	2
230	293	31	1
233	293	31	1
235	293	31	2
236	293	31	2
238	293	31	2
239	293	31	1
241	294	32.8	1
246	293	31	1
247	293	31	1
251	293	31	1
253	293	31	2
256	293	31	1
202	294	31	1
209	294	31	2
220	294	31	2
222	294	31	2
225	294	31	1
226	294	31	1
227	294	31	1
228	294	31	1
230	294	31	1
232	294	31	1
233	294	31	1
235	294	31	1
237	294	31	2
240	294	31	1
241	294	31	1
242	294	31	1
243	294	31	2
246	294	31	2
251	294	31	1
252	294	31	1
198	295	31	1
202	295	31	1
220	295	31	2
221	295	31	3
225	295	31	1
226	295	31	1
228	295	31	1
232	295	31	1
233	295	31	1
234	295	31	2
240	295	31	1
241	295	31	1
242	295	31	2
244	295	31	1
248	295	31	3
249	295	31	4
252	295	31	1
197	296	31	1
199	296	31	1
200	296	31	1
215	296	31	1
223	296	31	2
225	296	31	1
229	296	31	1
240	296	31	1
242	296	31	3
243	296	31	2
246	296	31	1
252	296	31	2
254	296	31	1
223	297	31	1
227	297	31	1
230	297	31	1
231	297	31	1
234	297	31	1
241	297	31	1
243	297	31	1
248	297	31	1
252	297	31	1
196	298	31	1
205	298	31	2
223	298	31	2
226	298	31	1
228	298	31	1
229	298	31	1
235	298	31	2
237	298	31	1
238	298	31	2
239	298	31	1
240	298	31	1
242	298	31	3
245	298	31	2
249	298	31	2
250	298	31	1
251	298	31	3
252	298	31	2
253	298	31	1
224	299	31	1
230	299	31	1
233	299	31	1
237	299	31	1
240	299	31	1
243	299	31	3
248	299	31	2
218	300	31	2
224	300	31	2
225	300	31	1
226	300	31	1
227	300	31	1
229	300	31	1
231	300	31	1
232	300	31	1
235	300	31	1
236	300	31	1
241	300	31	1
247	300	31	2
248	300	31	1
250	300	31	1
224	301	31	3
225	301	31	2
226	301	31	1
228	301	31	1
229	301	31	5
233	301	31	2
237	301	31	2
243	301	31	2
245	301	31	3
246	301	31	3
220	302	31	1
222	302	31	2
224	302	31	1
229	302	31	1
231	302	31	2
232	302	31	2
235	302	31	1
236	302	31	1
239	302	31	3
242	302	31	1
243	302	31	1
244	302	31	1
247	302	31	2
248	302	31	1
223	303	31	1
224	303	31	1
231	303	31	1
232	303	31	1
233	303	31	1
234	303	31	1
235	303	31	1
237	303	31	2
241	303	31	5
242	303	31	4
243	303	31	1
247	303	31	2
232	304	31	1
237	304	31	3
243	304	31	1
244	304	31	1
234	305	31	1
235	305	31	1
236	305	31	3
240	305	31	1
223	306	31	1
231	306	31	1
233	306	31	1
236	306	31	1
223	307	31	3
224	307	31	1
215	251	32	1
226	251	32	2
228	251	32	2
216	252	32	2
226	252	32	2
231	252	32	2
235	252	32	1
193	253	32	2
215	253	32	2
217	253	32	1
218	253	32	1
231	253	32	1
237	253	32	3
240	253	32	1
215	254	32	1
216	254	32	1
223	254	32	1
225	254	32	1
226	254	32	3
228	254	32	1
230	254	32	1
232	254	32	1
235	254	32	1
236	254	32	1
188	255	32	1
214	255	32	2
215	255	32	1
218	255	32	2
219	255	32	3
221	255	32	2
223	255	32	2
224	255	32	1
227	255	32	1
228	255	32	1
232	255	32	1
234	255	32	1
236	255	32	1
237	255	32	2
177	256	32	1
210	256	32	1
216	256	32	4
227	256	32	2
234	256	32	1
236	256	32	1
240	256	32	2
192	257	32	1
193	257	32	1
195	257	32	1
203	257	32	3
208	257	32	1
218	257	32	2
219	257	32	2
221	257	32	3
228	257	32	1
230	257	32	2
232	257	32	1
238	257	32	2
240	257	32	1
190	258	32	2
193	258	32	1
213	258	32	1
214	258	32	2
216	258	32	1
217	258	32	1
220	258	32	2
230	258	32	3
232	258	32	1
233	258	32	3
235	258	32	1
239	258	32	2
240	258	32	2
241	258	32	1
246	258	32	2
201	259	32	1
207	259	32	1
215	259	32	3
217	259	32	3
219	259	32	2
220	259	32	1
228	259	32	1
229	259	32	2
230	259	32	1
234	259	32	1
240	259	32	2
242	259	32	1
243	259	32	2
244	259	32	3
182	260	32	1
192	260	32	3
203	260	32	2
211	260	32	1
214	260	32	2
218	260	32	4
220	260	32	1
221	260	32	5
230	260	32	1
234	260	32	1
236	260	32	2
237	260	32	2
238	260	32	1
239	260	32	1
242	260	32	1
244	260	32	2
245	260	32	1
246	260	32	1
248	260	32	1
194	261	32	1
195	261	32	2
210	261	32	1
216	261	32	2
217	261	32	1
218	261	32	1
219	261	32	1
225	261	32	1
228	261	32	1
231	261	32	3
237	261	32	1
238	261	32	2
239	261	32	2
242	261	32	1
244	261	32	2
245	261	32	1
246	261	32	2
186	262	32	1
196	262	32	1
197	262	32	2
198	262	32	2
203	262	32	1
207	262	32	3
209	262	32	2
215.5	262.5	32.5	1
216	262	32	1
217	262	32	1
218	262	32	2
219	262	32	2
221	262.666666666667	33	1
224	262	32	2
227	262	32	1
228	262	32	1
231	262	32	2
233	262	32	1
238	262	32	2
242	262	32	1
243	262	32	2
244	262	32	1
245	262	32	2
246	262	32	1
247	262	32	1
249	262	32	2
250	262	32	1
193	263	32	2
204	263	32	1
208	263	32	2
211	263	32	3
212	263	32	1
213	263	32	3
216	263	32	2
218	263	32	5
221	263	32	2
222	263	32	2
224	263	32	1
228	263	32	1
230	263	32	2
231	263	32	1
232	263	32	3
233	263	32	3
235	263	32	1
241	263	32	1
245	263	32	1
249	263	32	1
250	263	32	1
251	263	32	1
186	264	32	1
188	264	32	1
189	264	32	2
191	264	32	2
192	264	32	2
193	264	32	2
199	264	32	3
200	264	32	1
204	264	32	1
212	264	32	1
214	264	32	2
216	264	32	3
222	264	32	1
223	264	32	1
224	264	32	2
230	264	32	1
231	264	32	3
232	264	32	1
236	264	32	1
238	264	32	1
239	264	32	2
240	264	32	1
244	264	32	1
245	264	32	2
248	264	32	1
250	264	32	2
185	265	32	2
186	265	32	1
189	265	32	1
191	265	32	3
192	265	32	1
193	265	32	2
195	265	32	3
203	265	32	1
206	265	32	1
212	265	32	1
213	265	32	1
215	265	32	2
216	265	32	3
218	265	32	2
221	265	32	2
222	265	32	4
224	265	32	1
226	265	32	4
230	265	32	1
232	265	32	1
233	265	32	2
234	265	32	2
238	265	32	2
239	265	32	2
248	265	32	1
249	265	32	1
251	265	32	1
178	266	32	1
186	266	32	3
195	266	32	1
197	266	32	4
203	266	32	2
212	266	32	1
214	266	32	1
220	266	32	1
224	266	32	2
228	266	32	1
229	266	32	1
230	266	32	1
232	266	32	2
234	266	32	2
235	266	32	3
236	266	32	1
238	266	32	2
239	266	32	1
241	266	32	1
245	266	32	1
247	266	32	1
248	266	32	1
251	266	32	2
252	266	32	3
188	267	32	1
191	267	32	1
192	267	32	1
193	267	32	1
194	267	32	1
196	267	32	2
197	267	32	1
205	267	32	1
208	267	32	1
209	267	32	1
221	267	32	2
230	267	32	1
231	267	32	1
237	267	32	3
238	267	32	4
239	267	32	1
242	267	32	1
245.5	267.5	32.5	1
247	267	32	1
248	267	32	4
252	267	32	1
186	268	32	2
188	268	32	1
193	268	32	1
195	268	32	3
198	268	32	4
206	268	32	2
211	268	32	1
212	268	32	2
